YEAR,PLAYER,POS,HGT,WGT,BMI,BF,WNGSPN,STNDRCH,HANDL,HANDW,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT,BENCH,BAR,PAN,PBHGT,PDHGT
2007,"Hawes, Spencer",PF,82,244,25.51,0.13,84.5,110,NA,NA,26,29,11.88,NA,3.51,9,1.03,NA,136,139
2007,"Heath, Brandon",PG,74,181,23.24,0.09,79,94,NA,NA,32,36,11.39,NA,3.28,11,1.068,NA,126,130
2007,"Hill, Herbert",C,79,232,26.13,0.056,86.25,108.5,NA,NA,30.5,34,12.31,NA,3.39,15,1.092,NA,139,142.5
2007,"Horford, Al",PF,80,246,27.02,0.091,84.75,107,NA,NA,31,35.5,12.15,NA,3.37,20,1.059,NA,138,142.5
2007,"Hosley, Quinton",SF-SG,77,215,25.49,0.057,83.25,105,NA,NA,28.5,34,12.47,NA,3.32,12,1.081,NA,133.5,139
2007,"Hughes, James",C,81,209,22.39,0.035,87,111,NA,NA,31,33,13.31,NA,3.37,8,1.074,NA,142,144
2007,"Hunt, Jeremy",SG,74,198,25.42,0.052,80.25,101.5,NA,NA,30.5,33,12.11,NA,3.29,10,1.084,NA,132,134.5
2007,"Ibekwe, Ekene",PF,80,208,22.85,0.032,90,104,NA,NA,34.5,39,11,NA,3.28,10,1.125,NA,138.5,143
2007,"James, Dominic",PG,70,175,25.11,0.048,74,93,NA,NA,33.5,38.5,10.94,NA,3.11,14,1.057,NA,126.5,131.5
2007,"Johnson, Trey",SG,75,216,27,0.054,77,98,NA,NA,26.5,35,11.78,NA,3.31,18,1.027,NA,124.5,133
2007,"Jones-Jennings, Rashad",PF,78,235,27.15,0.059,84,105.5,NA,NA,25,30,12.18,NA,3.29,20,1.077,NA,130.5,135.5
2007,"Jordan, Jared",PG,72,183,24.82,0.07,72,94,NA,NA,24.5,28.5,11.02,NA,3.39,6,1,NA,118.5,122.5
2007,"Karl, Coby",SG-PG,75,204,25.5,0.054,83,99.5,NA,NA,32,34.5,11.57,NA,3.41,9,1.107,NA,131.5,134
2007,"Kavaliauskas, Antanas",PF,81,237,25.39,0.077,82.5,106.5,NA,NA,25.5,30,11.19,NA,3.42,19,1.019,NA,132,136.5
2007,"Landry, Carl",PF,79,248,27.94,0.075,83,102.5,NA,NA,31.5,36.5,11.35,NA,3.29,21,1.051,NA,134,139
2007,"Lasme, Stephane",PF,77,213,25.26,0.049,86,107,NA,NA,29.5,36,11.73,NA,3.22,17,1.117,NA,136.5,143
2007,"Law, Acie",PG,74,186,23.88,0.056,78.5,98,NA,NA,29,34,11,NA,3.22,8,1.061,NA,127,132
2007,"Lekic, Marko",C,81,267,28.61,0.114,85,108.5,NA,NA,24,30.5,11.96,NA,3.43,19,1.049,NA,132.5,139
2007,"Lewis, Ron",SG,74,194,24.91,0.045,78.5,99,NA,NA,33,38,11.59,NA,3.22,16,1.061,NA,132,137
2007,"Martin, Cartier",SF,76,218,26.53,0.056,82,103.5,NA,NA,27,29.5,12.1,NA,3.43,11,1.079,NA,130.5,133
2007,"McGuire, Dominic",SF,79,220,24.78,0.047,82.5,104,NA,NA,28.5,34.5,10.95,NA,3.25,12,1.044,NA,132.5,138.5
2007,"McRoberts, Josh",PF,80,240,26.36,0.137,85,106.5,NA,NA,27.5,31.5,11.7,NA,3.47,12,1.063,NA,134,138
2007,"Mejia, Sammy",SG,77,218,25.85,0.083,83,105,NA,NA,27,31.5,11.87,NA,3.49,7,1.078,NA,132,136.5
2007,"Newley, Brad",SG,77,201,23.83,0.08,80,102.5,NA,NA,29.5,31.5,11.77,NA,3.29,3,1.039,NA,132,134
2007,"Nichols, Demetris",SF,78,211,24.38,0.062,84.25,105,NA,NA,28.5,32.5,10.39,NA,3.38,16,1.08,NA,133.5,137.5
2007,"Noah, Joakim",PF,82,223,23.31,0.048,85.25,106.5,NA,NA,32.5,37.5,11.79,NA,3.47,12,1.04,NA,139,144
2007,"Oden, Greg",C,83,257,26.23,0.078,88.25,112,NA,NA,32,34,11.67,NA,3.27,NA,1.063,NA,144,146
2007,"Radenovic, Ivan",PF,81,226,24.22,0.098,83.75,106,NA,NA,23,28,11.61,NA,3.6,7,1.034,NA,129,134
2007,"Reynolds, JR",PG,72,188,25.49,0.082,75.25,95,NA,NA,27.5,34.5,11.69,NA,3.24,15,1.045,NA,122.5,129.5
2007,"Richard, Chris",PF,79,252,28.39,0.075,88.5,110.5,NA,NA,26.5,30.5,11.39,NA,3.29,15,1.12,NA,137,141
2007,"Salisbery, Dustin",SG,75,208,26,0.066,80,100.5,NA,NA,34,38,11.07,NA,3.12,11,1.067,NA,134.5,138.5
2007,"Schilb, Blake",SG,77,214,25.37,0.1,81,102.5,NA,NA,26.5,33.5,11.63,NA,3.36,11,1.052,NA,129,136
2007,"Seibutis, Renaldas",SG,76,185,22.52,0.061,80.75,101,NA,NA,24,32.5,11.33,NA,3.39,1,1.063,NA,125,133.5
2007,"Sessions, Ramon",PG,74,185,23.75,0.062,76.25,97.5,NA,NA,29.5,33.5,11.65,NA,3.27,8,1.03,NA,127,131
2007,"Shakur, Mustafa",PG,75,185,23.12,0.041,77.5,99,NA,NA,28.5,35,11.82,NA,3.27,11,1.033,NA,127.5,134
2007,"Smith, Jason",PF,82.75,233,23.92,0.075,82.75,106,NA,NA,33.5,37.5,10.96,NA,3.29,15,1,NA,139.5,143.5
2007,"Strawberry, DJ",SG,75.75,199,24.38,0.045,78.5,101,NA,NA,28.5,35,10.87,NA,3.14,21,1.036,NA,129.5,136
2007,"Stuckey, Rodney",SG-PG,75.75,207,25.36,0.061,79.25,100.5,NA,NA,30.5,35,11.34,NA,3.11,14,1.046,NA,131,135.5
2007,"Sumpter, Curtis",SF,78,227,26.23,0.053,81.5,104,NA,NA,27.5,32.5,11.3,NA,3.22,12,1.045,NA,131.5,136.5
2007,"Sun, Yue",SF,79.75,212,23.43,0.051,81,105,NA,NA,29,34,10.68,NA,3.45,9,1.016,NA,134,139
2007,"Tatum, Jamaal",PG,71.5,168,23.1,0.05,74.5,93.5,NA,NA,28.5,33,11.51,NA,3.22,7,1.042,NA,122,126.5
2007,"Terry, Reyshawn",SF,78.75,222,25.17,0.089,82,103.5,NA,NA,31,37.5,11.76,NA,3.26,18,1.041,NA,134.5,141
2007,"Thornton, Al",SF,77.75,221,25.7,0.058,85,104,NA,NA,35,41,11.96,NA,3.16,9,1.093,NA,139,145
2007,"Tolliver, Anthony",PF,79,242,27.26,0.057,86.5,107.5,NA,NA,28.5,30,11.49,NA,3.29,21,1.095,NA,136,137.5
2007,"Traore, Ali",C-PF,80.75,249,26.85,0.121,88,108.5,NA,NA,25,29,12.16,NA,3.52,11,1.09,NA,133.5,137.5
2007,"Visser, Kyle",C,82,242,25.3,0.102,83,108,NA,NA,26,29,12.6,NA,3.39,18,1.012,NA,134,137
2007,"Watkins, Darryl",C,80.75,241,25.98,0.069,87,110,NA,NA,26.5,31,11.65,NA,3.56,14,1.077,NA,136.5,141
2007,"Wingate, Major",C,80.5,242,26.25,0.067,88,109,NA,NA,27.5,30.5,12.14,NA,3.47,15,1.093,NA,136.5,139.5
2007,"Wood, DaShaun",PG,70.75,167,23.45,0.054,72.75,92,NA,NA,31.5,34.5,11.4,NA,3.23,13,1.028,NA,123.5,126.5
2007,"Wright, Brandan",PF,80.75,200,21.56,0.058,87.75,108.5,NA,NA,30.5,35.5,11.76,NA,3.31,2,1.087,NA,139,144
2007,"Wright, Julian",SF-PF,78.5,211,24.07,0.061,86.25,108,NA,NA,28.5,33.5,11.48,NA,3.36,2,1.099,NA,136.5,141.5
2007,"Wyatt, Avis",PF,80.75,212,22.86,0.033,85,107,NA,NA,27.5,32,11.46,NA,3.23,12,1.053,NA,134.5,139
2007,"Young, Nick",SG-SF,77,206,24.43,0.068,84,100.5,NA,NA,39.5,40.5,11,NA,3.25,6,1.091,NA,140,141
2007,"Young, Thaddeus",SF,77.75,210,24.42,0.049,83.5,106,NA,NA,34.5,37,11.06,NA,3.19,13,1.074,NA,140.5,143
2006,"Adeleke, Kenny",PF-C,78.5,250,28.52,0.105,82.25,104,NA,NA,28.5,30.5,11.57,NA,3.47,26,1.048,NA,132.5,134.5
2006,"Ager, Maurice",SG-PG,75.25,203,25.2,0.08,79.75,101.5,NA,NA,29.5,35,11.73,NA,3.22,11,1.06,NA,131,136.5
2006,"Aldridge, LaMarcus",PF-C,82,234,24.46,0.087,88.75,110,NA,NA,26.5,34,12.02,NA,3.43,8,1.082,NA,136.5,144
2006,"Almond, Morris",SG-SF,76.75,214,25.54,0.069,82,102.5,NA,NA,31,35.5,11.45,NA,3.19,13,1.068,NA,133.5,138
2006,"Amundson, Lou",PF,79.2,221,24.77,0.068,83.5,103.5,NA,NA,32,35.5,10.58,NA,3.2,14,1.054,NA,135.5,139
2006,"Anderson, Rashad",SG,75.25,224,27.81,0.173,79,100,NA,NA,27.5,32.5,11.77,NA,3.48,13,1.05,NA,127.5,132.5
2006,"Armstrong, Hilton",C-PF,81.5,240,25.4,0.063,88,109,NA,NA,28.5,31.5,12.28,NA,3.53,13,1.08,NA,137.5,140.5
2006,"Augustine, James",PF,80.25,227,24.78,0.055,84.25,104,NA,NA,30,32.5,10.54,NA,3.25,13,1.05,NA,134,136.5
2006,"Balkman, Renaldo",SF-PF,77.25,206,24.27,0.049,85,104.5,NA,NA,30.5,35,11.58,NA,3.22,9,1.1,NA,135,139.5
2006,"Batista, J.P.",PF,79.5,265,29.48,0.12,82,103.5,NA,NA,26,30.5,11.62,NA,3.38,26,1.031,NA,129.5,134
2006,"Blalock, Will",PG,71.25,194,26.87,0.072,78,96.5,NA,NA,35,40,11.08,NA,3.18,8,1.095,NA,131.5,136.5
2006,"Bowman, Brandon",SF,78.75,209,23.69,0.084,83.5,103,NA,NA,31,34,11.41,NA,3.31,24,1.06,NA,134,137
2006,"Brewer, Ronnie",SG-PG,77.75,223,25.93,0.05,83.25,103.5,NA,NA,35,41,11.32,NA,3.14,19,1.071,NA,138.5,144.5
2006,"Brown, Denham",SG-SF,76,218,26.53,0.09,81.5,102.5,NA,NA,28,34.5,11.42,NA,3.25,12,1.072,NA,130.5,137
2006,"Buckman, Brad",PF,79.25,238,26.64,0.105,84,107.5,NA,NA,25.5,30.5,12.26,NA,3.54,10,1.06,NA,133,138
2006,"Caner-Medley, Nik",SF,78.5,234,26.7,0.096,81,103,NA,NA,28.5,35.5,10.57,NA,3.21,17,1.032,NA,131.5,138.5
2006,"Carney, Rodney",SG-SF,76.5,204,24.51,0.053,82,103.5,NA,NA,32,38.5,10.57,NA,3.06,10,1.072,NA,135.5,142
2006,"Clark, Keydren",PG,69,184,27.17,0.116,74.5,92.5,NA,NA,31,34,11.03,NA,3.11,13,1.08,NA,123.5,126.5
2006,"Collins, Mardy",PG-SG,76.25,224,27.08,0.1,82,103,NA,NA,31.5,37.5,12,NA,3.27,9,1.075,NA,134.5,140.5
2006,"Dean, Taquan",SG-PG,74,183,23.49,0.039,78.75,98,NA,NA,30.5,34.5,10.53,NA,3.2,16,1.064,NA,128.5,132.5
2006,"Dials, Terence",PF-C,79.75,253,27.96,0.158,84,106,NA,NA,26.5,30,11.54,NA,3.5,16,1.053,NA,132.5,136
2006,"Dockery, Sean",PG-SG,72.75,182,24.17,0.073,76.5,95.5,NA,NA,29,33,10.88,NA,3.34,4,1.052,NA,124.5,128.5
2006,"Farmar, Jordan",PG,72.75,171,22.71,0.044,75,94.5,NA,NA,33.5,42,11.07,NA,3.17,11,1.031,NA,128,136.5
2006,"Foye, Randy",SG-PG,74.25,212,27.03,0.1,78.25,97,NA,NA,32,38,10.53,NA,3.23,14,1.054,NA,129,135
2006,"Francis, Torin",PF-C,81,247,26.47,0.124,85,105.5,NA,NA,26.5,32,11.97,NA,3.51,9,1.049,NA,132,137.5
2006,"Gay, Rudy",SF-PF,79,222,25.01,0.057,87,107.5,NA,NA,33,40.5,11.03,NA,3.32,9,1.101,NA,140.5,148
2006,"George, Nick",SF-SG,76,201,24.46,0.06,82,103,NA,NA,30.5,38,11.69,NA,3.25,14,1.079,NA,133.5,141
2006,"Gray, Taj",PF-SF,79.25,231,25.86,0.068,84.75,107,NA,NA,28.5,33,11.02,NA,3.45,10,1.069,NA,135.5,140
2006,"Grunfeld, Dan",SF-SG,76.75,216,25.78,0.104,78.25,99,NA,NA,28,33.5,11.3,NA,3.46,16,1.02,NA,127,132.5
2006,"Haryasz, Matt",PF-C,81.75,219,23.04,0.098,84.25,107.5,NA,NA,27.5,31.5,11.34,NA,3.46,10,1.031,NA,135,139
2006,"Hicks, Eric",PF,76.75,238,28.4,0.071,85.5,105.5,NA,NA,30,34,12.06,NA,3.34,20,1.114,NA,135.5,139.5
2006,"Hill, Tedric",SF-PF,79.75,236,26.09,0.073,85,107,NA,NA,30,36.5,12.23,NA,3.24,1,1.066,NA,137,143.5
2006,"Horton, Daniel",PG-SG,72.5,198,26.48,0.08,79,96.5,NA,NA,30,36.5,10.35,NA,3.16,17,1.09,NA,126.5,133
2006,"Jones, Bobby",SF-SG,77.75,211,24.54,0.08,81.5,101.5,NA,NA,28.5,34.5,11.23,NA,3.28,15,1.048,NA,130,136
2006,"Jones, Solomon",PF-C,80.5,224,24.3,0.074,88.75,109,NA,NA,32,39,11.27,NA,3.3,6,1.102,NA,141,148
2006,"Keyru, Viktor",SG-PG,77.25,202,23.8,0.055,81.25,104,NA,NA,29,34.5,11.4,NA,3.24,11,1.052,NA,133,138.5
2006,"Killingsworth, Marco",PF,77.5,266,31.13,0.19,87,104,NA,NA,28,32,11.42,NA,3.34,13,1.123,NA,132,136
2006,"Kinsey, Tarence",SF-SG,76.75,179,21.36,0.041,78.75,100.5,NA,NA,29,35.5,10.67,NA,3.3,5,1.026,NA,129.5,136
2006,"Krauser, Carl",PG,71.75,190,25.95,0.08,78.25,97,NA,NA,26,31,11.62,NA,3.38,8,1.091,NA,123,128
2006,"McCray, Chris",SG,75,187,23.37,0.096,77.75,96.5,NA,NA,30.5,39,11.46,NA,3.34,1,1.037,NA,127,135.5
2006,"McNamara, Gerry",PG-SG,71.75,177,24.17,0.128,72.75,92.5,NA,NA,27,32,11.28,NA,3.4,3,1.014,NA,119.5,124.5
2006,"Mensah-Bonsu, Pops",PF-C,79.5,232,25.81,0.058,84,105.5,NA,NA,31.5,36,11.47,NA,3.29,19,1.057,NA,137,141.5
2006,"Miller, Paul",PF-C,80.5,251,27.23,0.138,84,101.5,NA,NA,29,35.5,12.25,NA,3.66,25,1.043,NA,130.5,137
2006,"Millsap, Paul",PF,78.25,258,29.62,0.097,85.5,105.5,NA,NA,28.5,32.5,11.67,NA,3.3,15,1.093,NA,134,138
2006,"Mitchell, Dwayne",SG-SF,74,208,26.7,0.045,78.5,98.5,NA,NA,37.5,41.5,11.45,NA,3.16,17,1.061,NA,136,140
2006,"Morrison, Adam",SF,78.5,198,22.59,0.068,82,105,NA,NA,25.5,30.5,11.46,NA,3.37,11,1.045,NA,130.5,135.5
2006,"Nicholson, Yemi",PF-C,79.75,258,28.52,0.172,88.25,107,NA,NA,26.5,26,12.57,NA,3.65,8,1.107,NA,133.5,133
2006,"Noel, David",SF-SG,76.5,223,26.79,0.061,81.5,100,NA,NA,34.5,38.5,10.54,NA,3.07,20,1.065,NA,134.5,138.5
2006,"Novak, Steve",SF,80,216,23.73,0.081,81.5,103,NA,NA,24.5,31,11.11,NA,3.37,5,1.019,NA,127.5,134
2006,"O'Bryant, Patrick",C,83,249,25.41,0.1,89.75,113,NA,NA,26.5,30,12.68,NA,3.63,13,1.081,NA,139.5,143
2006,"Pinnock, Danilo",PG-SG,74.75,204,25.67,0.046,79.5,100.5,NA,NA,29.5,35.5,11.91,NA,3.08,7,1.064,NA,130,136
2006,"Quinn, Chris",PG-SG,72.5,175,23.41,0.059,77,94,NA,NA,32,37,11.25,NA,3.25,7,1.062,NA,126,131
2006,"Ray, Allan",SG,73,204,26.91,0.098,80.5,99.5,NA,NA,28.5,35.5,11.01,NA,3.2,9,1.103,NA,128,135
2006,"Redick, JJ",SG,76,190,23.13,0.07,75.25,97.5,NA,NA,27.5,33,10.94,NA,3.29,6,0.99,NA,125,130.5
2006,"Robinson, Antywane",SF-PF,78.25,217,24.91,0.069,86.5,105.5,NA,NA,29,32.5,11.73,NA,3.4,12,1.105,NA,134.5,138
2006,"Roy, Brandon",SG-SF,77.25,207,24.39,0.076,80,101,NA,NA,34,40.5,11.13,NA,3.27,6,1.036,NA,135,141.5
2006,"Sene, Mouhamed",C,83,237,24.19,0.066,92.5,113,NA,NA,28.5,31,12.52,NA,3.38,7,1.114,NA,141.5,144
2006,"Simmons, Cedric",PF-C,80.25,223,24.34,0.056,88.25,108.5,NA,NA,30.5,35,11.05,NA,3.31,15,1.1,NA,139,143.5
2006,"Slaughter, Marcus",PF-SF,79,220,24.78,0.085,83.5,104.5,NA,NA,30,34,11.56,NA,3.4,9,1.057,NA,134.5,138.5
2006,"Smith, Craig",PF,77.5,259,30.31,0.122,81.5,103.5,NA,NA,30,29.5,11.59,NA,3.4,NA,1.052,NA,133.5,133
2006,"Smith, Steven",SF-PF,79.5,238,26.47,0.078,84.5,104,NA,NA,29.5,34.5,12.08,NA,3.4,15,1.063,NA,133.5,138.5
2006,"Southhall, Michael",C,81.5,241,25.51,0.079,88.25,107.5,NA,NA,31.5,37,12.29,NA,3.51,2,1.083,NA,139,144.5
2006,"Steyn, Frans",C,85.25,280,27.08,0.128,86.25,109,NA,NA,28.5,29.5,11.67,NA,3.38,NA,1.012,NA,137.5,138.5
2006,"Stinson, Curtis",SG,73.75,208,26.88,0.06,77,97.5,NA,NA,28,31.5,10.95,NA,3.27,17,1.044,NA,125.5,129
2006,"Thomas, Tyrus",PF-SF,79.25,217,24.29,0.056,87,108,NA,NA,34,39.5,11.36,NA,3.2,8,1.098,NA,142,147.5
2006,"Tucker, Joah",SF-SG,75.75,224,27.44,0.07,78.5,99.5,NA,NA,29,34,11.58,NA,3.31,19,1.036,NA,128.5,133.5
2006,"Vouyoukas, Ian",C-PF,80.5,267,28.97,0.148,84.75,108.5,NA,NA,23,28,13.7,NA,3.72,8,1.053,NA,131.5,136.5
2006,"Washington, Darius",PG,71.5,195,26.82,0.097,76,96,NA,NA,29,37.5,10.71,NA,3.26,9,1.063,NA,125,133.5
2006,"Watson, CJ",PG,72.5,171,22.87,0.052,78,96,NA,NA,31.5,34,11.61,NA,3.15,12,1.076,NA,127.5,130
2006,"Williams, Eric",C-PF,79.25,285,31.9,0.13,88.25,106.5,NA,NA,28.5,29,11.71,NA,3.56,17,1.114,NA,135,135.5
2006,"Williams, Justin",C-PF,79.25,211,23.62,0.065,85.5,109,NA,NA,26.5,31.5,11.9,NA,3.31,7,1.079,NA,135.5,140.5
2006,"Williams, Marcus",PG,74,215,27.6,0.124,79,97.5,NA,NA,24.5,28,11.3,NA,3.4,4,1.068,NA,122,125.5
2006,"Williams, Shawne",SF-PF,79.25,227,25.41,0.08,87,104,NA,NA,32,31,10.69,NA,3.3,NA,1.098,NA,136,135
2006,"Williams, Shelden",PF-C,79.5,258,28.7,0.114,88.25,104,NA,NA,29,33.5,11.53,NA,3.59,25,1.11,NA,133,137.5
2006,"Withers, Curtis",PF-SF,78,227,26.23,0.05,82,101,NA,NA,35,36.5,11.54,NA,3.1,14,1.051,NA,136,137.5
2005,"Acker, Alex",SG,75.75,183,22.42,NA,84,102.5,NA,NA,28,32,11.67,NA,3.35,11,1.109,NA,130.5,134.5
2005,"Akindele, Deji",C-PF,81.5,236.4,25.02,NA,87,108.5,NA,NA,30.5,32.5,12.58,NA,3.35,13,1.067,NA,139,141
2005,"Al-Sayyad, Mustafa",PF-C,NA,NA,NA,NA,NA,NA,NA,NA,26.5,30.5,11.56,NA,3.42,NA,NA,NA,NA,NA
2005,"Aleksandrov, Nemanja",PF-SF,82,220.6,23.06,NA,83,110,NA,NA,NA,NA,NA,NA,NA,5,1.012,NA,NA,NA
2005,"Anderson, Alan",SG-SF,76.5,223.2,26.81,NA,81.5,104,NA,NA,26.5,30.5,10.32,NA,3.27,10,1.065,NA,130.5,134.5
2005,"Andriuskevicius, Martynas",C-PF,85.25,227.8,22.04,NA,83.25,112.5,NA,NA,24,27.5,11.94,NA,3.42,0,0.977,NA,136.5,140
2005,"Banks, Sean",SF,77.75,206.4,24,NA,85,108,NA,NA,25,31.5,11.74,NA,3.35,7,1.093,NA,133,139.5
2005,"Basden, Eddie",SG-SF,76.25,210,25.39,NA,82.25,101,NA,NA,33,36.5,10.52,NA,3.21,14,1.079,NA,134,137.5
2005,"Bell, Mike",SF-PF,80.75,206.2,22.23,NA,85.5,104.5,NA,NA,33.5,39.5,11.73,NA,3.29,13,1.059,NA,138,144
2005,"Bogut, Andrew",C-PF,83,250.6,25.57,NA,87,110.5,NA,NA,27.5,33.5,12.06,NA,3.51,13,1.048,NA,138,144
2005,"Brown, Dee",PG-SG,71,179,24.96,NA,74,94,NA,NA,NA,NA,NA,NA,NA,NA,1.042,NA,NA,NA
2005,"Bynum, Will",PG-SG,70.5,188.8,26.7,NA,75.5,93,NA,NA,33,40.5,11.12,NA,3,15,1.071,NA,126,133.5
2005,"Campbell, Marcus",C,82.25,280.4,29.14,NA,90,114,NA,NA,NA,NA,NA,NA,NA,9,1.094,NA,NA,NA
2005,"Conroy, Will",PG,73,188.6,24.88,NA,75,96.5,NA,NA,30.5,36.5,10.51,NA,3.28,14,1.027,NA,127,133
2005,"Coppenrath, Taylor",PF-SF,79.75,252.4,27.9,NA,83.5,106.5,NA,NA,24.5,27,11.51,NA,3.44,5,1.047,NA,131,133.5
2005,"Diener, Travis",PG-SG,71.75,165.2,22.56,NA,71.75,93.5,NA,NA,24.5,31,10.85,NA,3.26,1,1,NA,118,124.5
2005,"Diogu, Ike",PF,78.5,255.4,29.14,NA,87.5,109,NA,NA,28,31,11.94,NA,3.45,21,1.115,NA,137,140
2005,"Dorsey, Daryl",PG,71.25,160.8,22.27,NA,71.5,94,NA,NA,25,30.5,11.41,NA,3.24,0,1.004,NA,119,124.5
2005,"Ellis, Monta",SG-PG,74.25,176.6,22.52,NA,74.75,98,NA,NA,26.5,31.5,12.13,NA,3.31,0,1.007,NA,124.5,129.5
2005,"Felton, Raymond",PG,71.5,199.4,27.42,NA,76.25,98,NA,NA,29,33.5,10.5,NA,3.06,6,1.066,NA,127,131.5
2005,"Fernandez, Rudy",SG,76.75,172,20.53,NA,79.5,101.5,NA,NA,26.5,35.5,10.48,NA,3.33,0,1.036,NA,128,137
2005,"Fischer, D'Or",C-PF,81.25,242.4,25.81,NA,90,110.5,NA,NA,28,30.5,12.53,NA,3.5,2,1.108,NA,138.5,141
2005,"Fobbs, Eddy",C-PF,82.25,235.2,24.44,NA,90.75,111.5,NA,NA,29.5,34,11.53,NA,3.28,12,1.103,NA,141,145.5
2005,"Ford, Sharrod",PF,79.25,212.8,23.82,NA,85.5,106,NA,NA,28.5,37,11.92,NA,3.2,9,1.079,NA,134.5,143
2005,"Frye, Channing",PF-C,81.5,243.6,25.78,NA,86.5,110.5,NA,NA,27.5,31,11.6,NA,3.38,19,1.061,NA,138,141.5
2005,"Gai, Deng",PF-C,79.75,214,23.65,NA,88.5,110.5,NA,NA,31.5,35.5,12.51,NA,3.27,11,1.11,NA,142,146
2005,"Garcia, Francisco",SF-SG,77.75,189.6,22.05,NA,82.75,103,NA,NA,27.5,31.5,10.63,NA,3.33,5,1.064,NA,130.5,134.5
2005,"Gilchrist, John",PG,73.25,195.2,25.58,NA,81.25,96.5,NA,NA,30.5,36.5,11.48,NA,3.15,12,1.109,NA,127,133
2005,"Gortat, Marcin",PF-C,83,225.2,22.98,NA,87.5,110,NA,NA,29.5,36,11.48,NA,3.33,18,1.054,NA,139.5,146
2005,"Graham, Joey",SF,77.25,216.6,25.52,NA,80,104,NA,NA,30,36,10.62,NA,3.05,26,1.036,NA,134,140
2005,"Granger, Danny",NA,79.5,225.4,25.07,NA,85.5,103,NA,NA,31,34,10.84,NA,3.34,10,1.075,NA,134,137
2005,"Green, Gerald",SF,78,192,22.19,NA,81.75,104,NA,NA,31.5,39,11.2,NA,3.21,7,1.048,NA,135.5,143
2005,"Hayes, Charles",SF-PF,77.5,232.4,27.2,NA,82,104.5,NA,NA,30,33,10.7,NA,3.34,20,1.058,NA,134.5,137.5
2005,"Head, Luther",PG-SG,74,178.8,22.95,NA,77.25,98.5,NA,NA,31.5,38.5,11.12,NA,3.21,14,1.044,NA,130,137
2005,"Hodge, Julius",SG-SF,78,202.2,23.36,NA,84.5,107.5,NA,NA,24.5,29,10.89,NA,3.18,14,1.083,NA,132,136.5
2005,"Homan, Jared",C-PF,79.75,248.2,27.43,NA,85.25,104.5,NA,NA,NA,NA,NA,NA,NA,16,1.069,NA,NA,NA
2005,"Ilyasova, Ersan",SF,79.75,208.8,23.08,NA,85.25,109.5,NA,NA,22,30,11.59,NA,3.56,2,1.069,NA,131.5,139.5
2005,"Jack, Jarrett",PG,74.5,197.6,25.03,NA,79.5,100,NA,NA,26,28.5,10.87,NA,3.24,5,1.067,NA,126,128.5
2005,"Jones, Dwayne",C-PF,80.5,242.2,26.27,NA,86.75,108.5,NA,NA,28,31.5,11.87,NA,3.25,15,1.078,NA,136.5,140
2005,"Katelynas, Mindaugas",SF-PF,79.5,217,24.14,NA,83,105.5,NA,NA,31.5,35,11.6,NA,3.38,7,1.044,NA,137,140.5
2005,"Klotz, Jason",C-PF,80.5,249.4,27.06,NA,82,107.5,NA,NA,21.5,27,13.13,NA,3.68,12,1.019,NA,129,134.5
2005,"Langford, Keith",SG-SF,74.25,203.2,25.91,NA,81,101,NA,NA,32,29.5,11.38,NA,3.23,8,1.091,NA,133,130.5
2005,"Lee, David",PF,79.75,229.5,25.37,NA,84,106.5,NA,NA,30.5,32.5,10.8,NA,3.19,14,1.053,NA,137,139
2005,"Lucas III, John",PG,69.25,154.4,22.63,NA,72,92,NA,NA,29,34,10.44,NA,3.14,4,1.04,NA,121,126
2005,"Lucas, David",PF,78.5,233.4,26.63,NA,84,103.5,NA,NA,NA,NA,NA,NA,NA,17,1.07,NA,NA,NA
2005,"Marshall, Rawle",SG-SF,76.5,186.6,22.42,NA,85,104,NA,NA,30.5,37,11.64,NA,3.21,7,1.111,NA,134.5,141
2005,"Maxiell, Jason",PF,77,257.6,30.54,NA,87.25,107,NA,NA,NA,NA,NA,NA,NA,NA,1.133,NA,NA,NA
2005,"May, Sean",PF,79,258.8,29.15,NA,85.25,105,NA,NA,30,33,11.04,NA,3.29,12,1.079,NA,135,138
2005,"McCants, Rashad",SG,74.75,201,25.29,NA,82.75,103.5,NA,NA,32.5,34.5,10.39,NA,3.11,15,1.107,NA,136,138
2005,"McFarlin, Ivan",PF,77.5,228.6,26.76,NA,81,105.5,NA,NA,26.5,32,10.64,NA,3.27,10,1.045,NA,132,137.5
2005,"Mendez, Juan",PF-SF,77.25,231.4,27.26,NA,84,106.5,NA,NA,29,33,11.7,NA,3.24,14,1.087,NA,135.5,139.5
2005,"Miles, Aaron",PG,72,174.6,23.68,NA,75.5,94,NA,NA,32,37.5,10.69,NA,3.22,7,1.049,NA,126,131.5
2005,"Myles, Ellis",PF,78,255.2,29.49,NA,81.75,105.5,NA,NA,26,28.5,12.8,NA,3.42,15,1.048,NA,131.5,134
2005,"O'Bannon, Larry",SG,75,196,24.5,NA,78,99.5,NA,NA,31.5,36.5,11.44,NA,3.18,17,1.04,NA,131,136
2005,"Pasalic, Drago",SF-PF,81.5,238.8,25.27,NA,83.75,108.5,NA,NA,25,30.5,12.12,NA,3.48,11,1.028,NA,133.5,139
2005,"Paul, Chris",PG,71.75,178,24.31,NA,76.25,93,NA,NA,32,38,11.09,NA,3.22,10,1.063,NA,125,131
