YEAR,PLAYER,POS,HGT,WGT,BMI,BF,WNGSPN,STNDRCH,HANDL,HANDW,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT,BENCH,BAR,PAN,PBHGT,PDHGT
2013,"Crabbe, Allen",SG,77.25,197.4,23.25,0.0465,83.25,103.5,8.25,8.5,30.5,36,10.67,3.1,3.32,10,1.078,70.1,134,139.5
2013,"Curry, Seth",SG,73,179.2,23.64,0.096,76,97.5,8,8.3,NA,NA,NA,NA,NA,NA,1.041,66,NA,NA
2013,"Davies, Brandon",PF,80.5,241.8,26.23,0.086,85.5,108.5,9,11,26,31.5,11.22,3.14,3.5,7,1.062,99,134.5,140
2013,"Dedmon, Dewayne",C,82,238.8,24.97,0.0835,88,109,9,11,28,32.5,12.75,3.26,3.4,8,1.073,99,137,141.5
2013,"Dieng, Gorgui",C,81.75,229.6,24.15,0.0535,87.5,111.5,9,10,NA,NA,NA,NA,NA,NA,1.07,90,NA,NA
2013,"Ennis, James",SF,77.75,200.8,23.35,0.045,83.5,104.5,8.5,8.8,29.5,36.5,11.55,3.06,3.4,7,1.074,74.4,134,141
2013,"Felix, Carrick",SF-SG,76.75,202.6,24.18,0.033,81.25,103.5,8.5,9.5,32,38.5,11.16,3.09,3.25,15,1.059,80.8,135.5,142
2013,"Franklin, Jamaal",SG-SF,76,190.8,23.22,0.0825,83.25,103.5,8.5,8.3,NA,NA,NA,NA,NA,NA,1.095,70.1,NA,NA
2013,"Gobert, Rudy",C,84.5,237.6,23.39,0.044,92.5,115,9.75,10,25,29,12.85,3.19,3.57,7,1.095,97.5,140,144
2013,"Goodwin, Archie",SG,75.75,189,23.16,0.0455,81.5,102,8.5,9,30,36,10.75,3.41,3.27,1,1.076,76.5,132,138
2013,"Green, Erick",PG,73.5,178.2,23.19,0.0435,77.75,98,8.5,9,NA,NA,NA,NA,NA,5,1.058,76.5,NA,NA
2013,"Hardaway Jr., Tim",SG,76.5,199.4,23.95,0.0605,79,101,8,9.3,31.5,37.5,10.68,2.93,3.25,16,1.033,74,132.5,138.5
2013,"Hill, Solomon",SF,77.5,226,26.45,0.076,81,103,9,10.5,29.5,37.5,10.77,2.91,3.19,14,1.045,94.5,132.5,140.5
2013,"Howell, Richard",PF,78.25,249.6,28.66,0.0875,82.25,105.5,8.75,9.5,NA,NA,NA,NA,NA,NA,1.051,83.1,NA,NA
2013,"Iverson, Colton",C,82.5,262.8,27.14,0.096,86,110,9.25,9.5,26.5,30,11.52,3.04,3.52,12,1.042,87.9,136.5,140
2013,"Jackson, Pierre",PG,69.5,176,25.62,0.045,70,90,7.5,8.3,NA,NA,NA,NA,NA,NA,1.007,61.9,NA,NA
2013,"Jerrett, Grant",PF,80.75,232,25.01,0.1005,86,109,8.5,9.3,28.5,34,11.85,3.23,3.51,2,1.065,78.6,137.5,143
2013,"Kabongo, Myck",PG,73.25,180.4,23.64,0.06,78.25,98,8.25,9,27.5,33.5,10.64,2.86,3.44,2,1.068,74.3,125.5,131.5
2013,"Kadji, Kenny",PF-C,80.75,241.6,26.05,0.0745,87,106.5,9,10.3,34,38,11.47,2.88,3.44,9,1.077,92.3,140.5,144.5
2013,"Kelly, Ryan",PF,81.75,228,23.98,0.1475,83.5,110,9,10,NA,NA,NA,NA,NA,NA,1.021,90,NA,NA
2013,"Larkin, Shane",PG,70.25,170.8,24.33,0.038,70.75,89.5,7.5,8.8,34.5,44,10.64,3.03,3.08,12,1.007,65.6,124,133.5
2013,"Ledo, Ricky",SG,76.75,197.2,23.53,0.1025,79.25,102.5,8.5,9.3,27,33.5,10.72,3.16,3.32,4,1.033,78.6,129.5,136
2013,"Len, Alex",C,NA,NA,NA,0.064,87.5,NA,9,10.8,NA,NA,NA,NA,NA,NA,NA,96.8,NA,NA
2013,"Leslie, CJ",PF-SF,79.5,209.2,23.27,0.0795,86.25,104.5,8.75,9,32.5,40.5,10.19,2.79,3.1,NA,1.085,78.8,137,145
2013,"Mbakwe, Trevor",PF,78.75,235.8,26.73,0.059,88,106.5,9.5,11.5,30,36.5,12.01,2.97,3.32,21,1.117,109.3,136.5,143
2013,"McCallum, Ray",PG,72.25,191.4,25.78,0.073,75.25,96.5,8,8.8,30.5,40,10.82,3.08,3.25,5,1.042,70,127,136.5
2013,"McCollum, CJ",PG-SG,74.25,197,25.12,0.086,78.25,96.5,8,9.5,32,38.5,11.02,2.91,3.32,13,1.054,76,128.5,135
2013,"McLemore, Ben",SG,75.5,189.2,23.33,0.05,79.75,100.5,8.75,9.5,32.5,42,11.87,3.11,3.27,6,1.056,83.1,133,142.5
2013,"Mitchell, Tony",PF-SF,79.5,236.4,26.29,0.0555,86.5,106.5,9,10,33.5,38,11.82,3.25,3.52,13,1.088,90,140,144.5
2013,"Muhammad, Shabazz",SF-SG,76.75,221.8,26.47,0.09,83,104.5,9,10,29.5,37,10.99,2.93,3.32,10,1.081,90,134,141.5
2013,"Murphy, Erik",PF,80.75,239.8,25.85,0.0795,82.5,108,8.75,9.8,24.5,29.5,12.19,2.96,3.57,13,1.022,85.3,132.5,137.5
2013,"Muscala, Mike",C-PF,82.25,230.2,23.92,0.068,85,108,8.5,9,28,33.5,11.76,2.99,3.44,5,1.033,76.5,136,141.5
2013,"Noel, Nerlens",C,82,206.4,21.58,0.0415,87.75,110,9.5,10,NA,NA,NA,NA,NA,NA,1.07,95,NA,NA
2013,"Oladipo, Victor",SG,75.25,213.2,26.47,0.0655,81.25,100.5,8.75,9.3,33,42,10.69,3.14,3.25,15,1.08,80.9,133.5,142.5
2013,"Olynyk, Kelly",PF-C,82.75,234,24.02,0.0665,81.75,108,8.5,10,24.5,29.5,11.42,2.99,3.59,5,0.988,85,132.5,137.5
2013,"Paul, Brandon",SG,74.75,201,25.29,0.0525,82.25,98,8.5,9.5,33.5,39.5,11.16,2.9,3.37,15,1.1,80.8,131.5,137.5
2013,"Pelle, Norvel",PF-C,81.5,207.2,21.93,0.0515,86.5,109,8.75,9.5,31,34.5,11.49,3.2,3.32,0,1.061,83.1,140,143.5
2013,"Plumlee, Mason",C-PF,83.25,238.2,24.16,0.0615,83,108,9.75,9.5,30.5,36,10.89,2.76,3.29,14,0.997,92.6,138.5,144
2013,"Porter, Otto",SF,79.5,197.6,21.98,0.0665,85.5,105.5,8.75,9.3,27,36,11.25,3.06,3.4,9,1.075,80.9,132.5,141.5
2013,"Pressey, Phil",PG,69.5,177,25.76,0.047,74.25,92,7.75,9.8,33,38.5,10.86,3.02,3.13,7,1.068,75.6,125,130.5
2013,"Rice, Glen",SF-SG,76.5,210.8,25.32,0.0845,81.25,101.5,8.5,9,33,40.5,10.99,3.08,3.25,10,1.062,76.5,134.5,142
2013,"Roberson, Andre",PF-SF,78.25,205.8,23.63,0.0705,83,104.5,8.75,9.5,30,36.5,11.36,3.02,3.34,10,1.061,83.1,134.5,141
2013,"Schroder, Dennis",PG,73,164.8,21.74,0.041,79.75,98,8.75,10.5,30,34,11.09,2.86,3.21,1,1.092,91.9,128,132
2013,"Siva, Peyton",PG,71.5,180.6,24.83,0.0605,75,93,8,9.8,33.5,41.5,10.59,2.93,3.16,15,1.049,78,126.5,134.5
2013,"Snell, Tony",SF-SG,78,198.2,22.9,0.0485,83.5,105.5,9,9.5,30,36.5,11.36,2.84,3.25,7,1.071,85.5,135.5,142
2013,"Southerland, James",SF-PF,79,220.6,24.85,0.0805,85,106,8,9.5,29,32,10.9,3.03,3.38,5,1.076,76,135,138
2013,"Thomas, Adonis",SF,76.75,231.8,27.66,0.075,85,99,9.25,9.5,34.5,40.5,11.64,3.11,3.32,13,1.107,87.9,133.5,139.5
2013,"Thomas, Deshaun",SF,77,219.8,26.06,0.091,82,104,8,8.8,28.5,32,12.94,3.38,3.53,5,1.065,70,132.5,136
2013,"Withey, Jeff",C,82.75,221.8,22.77,0.0865,86,110.5,9,9.8,26.5,29,12.49,3.29,3.47,10,1.039,87.8,137,139.5
2013,"Wolters, Nate",PG,75.5,196.4,24.22,0.055,75.75,98,8.25,8.8,NA,NA,NA,NA,NA,8,1.003,72.2,NA,NA
2013,"Young, BJ",SG-PG,74.25,178.8,22.8,0.047,80.25,99,8.5,9.5,NA,NA,NA,NA,NA,NA,1.081,80.8,NA,NA
2013,"Zeller, Cody",C-PF,82.75,230,23.61,0.0475,82.75,106,8.5,10.5,35.5,37.5,10.82,2.69,3.15,17,1,89.3,141.5,143.5
2012,"Acy, Quincy",PF,78.5,223.8,25.53,0.071,86.75,106.5,9.5,11,32,37,10.48,NA,3.28,13,1.105,104.5,138.5,143.5
2012,"Barnes, Harrison",SF-SG,79,227.8,25.66,0.096,83.25,101.5,9,8.5,38,39.5,10.93,NA,3.16,15,1.054,76.5,139.5,141
2012,"Barton, Will",SG-SF,77,174.4,20.68,0.041,81.75,102.5,9,9.5,30,34,12.5,NA,3.6,0,1.062,85.5,132.5,136.5
2012,"Beal, Bradley",SG,75.25,201.8,25.05,0.06,80,100,8.5,9,33,39,10.95,NA,3.28,8,1.063,76.5,133,139
2012,"Brown, J'Covan",PG,73,202.4,26.7,0.125,77.25,96,7.75,8.3,26,29.5,11.68,NA,3.47,3,1.058,63.9,122,125.5
2012,"Buford, William",SG-SF,76,214.6,26.12,0.113,81.5,102,8.75,10,27.5,32.5,11.4,NA,3.43,8,1.072,87.5,129.5,134.5
2012,"Crowder, Jae",SF,76.75,241.2,28.79,0.09,81.25,99.5,9.5,10.5,31,34.5,11.45,NA,3.37,20,1.059,99.8,130.5,134
2012,"Cunningham, Jared",SG-PG,75.5,187.6,23.14,0.036,78.5,98,8.25,9,NA,NA,NA,NA,NA,4,1.04,74.3,NA,NA
2012,"Davis, Anthony",PF-C,81.25,221.8,23.62,0.079,89.5,108,9,8.5,NA,NA,NA,NA,NA,NA,1.102,76.5,NA,NA
2012,"Denmon, Marcus",SG,74.25,188.2,24,0.066,77,94.5,8.25,9.8,33.5,40,10.82,NA,3.19,8,1.037,80.4,128,134.5
2012,"Drummond, Andre",C,81.75,278.6,29.31,0.075,90.25,109.5,9.5,9.5,31.5,33.5,10.83,NA,3.39,10,1.104,90.3,141,143
2012,"English, Kim",SG,76.5,192,23.06,0.043,78.5,98,8.5,8.8,29,36.5,10.59,NA,3.33,NA,1.026,74.4,127,134.5
2012,"Ezeli, Festus",C-PF,81.75,264.2,27.79,0.055,89.75,108,9,10.8,34,33.5,12.35,NA,3.29,18,1.098,96.8,142,141.5
2012,"Gordon, Drew",PF,80,239,26.25,0.091,83.5,103.5,8.5,9.8,29,34,11.35,NA,3.49,10,1.044,82.9,132.5,137.5
2012,"Green, Draymond",PF-SF,77.75,235.6,27.4,0.113,85.25,105,9,9.5,28,33,11.01,NA,3.4,9,1.096,85.5,133,138
2012,"Green, JaMychal",PF,80,217.4,23.88,0.098,86.25,106.5,9.25,9.3,29.5,32.5,10.63,NA,3.38,19,1.078,85.6,136,139
2012,"Harkless, Maurice",SF,79.25,206.6,23.13,0.053,84,102.5,9.25,10.3,32.5,37,10.87,NA,3.25,5,1.06,94.8,135,139.5
2012,"Henson, John",PF,81,216,23.14,0.086,89,112,9.25,10,25.5,30,NA,NA,NA,5,1.099,92.5,137.5,142
2012,"Holloway, Tu",PG,70.5,186.8,26.42,0.085,77.5,94.5,8.75,10,28,35,11,NA,3.42,12,1.099,87.5,122.5,129.5
2012,"Hummel, Robbie",SF,79.25,218,24.4,0.094,80.5,102,8.5,9.5,27.5,30,11.56,NA,3.41,13,1.016,80.8,129.5,132
2012,"James, Bernard",PF,80.75,229.8,24.78,0.05,87,108.5,9,9.3,30,32.5,11.84,NA,3.4,6,1.077,83.3,138.5,141
2012,"Jenkins, John",SG,75.25,212,26.32,0.071,80.5,98,9,9,30.5,36.5,11.36,NA,3.37,10,1.07,81,128.5,134.5
2012,"Johnson-Odom, Darius",SG,73.5,212,27.59,0.07,79,96,8.75,8.8,33.5,41.5,10.76,NA,3.21,17,1.075,76.6,129.5,137.5
2012,"Johnson, Orlando",SG,75.75,223.8,27.42,0.07,83.25,99,9,9.5,32,39.5,10.98,NA,3.25,13,1.099,85.5,131,138.5
2012,"Jones, Kevin",PF,78.25,251.2,28.84,0.112,85.5,105,9,7.8,27.5,32.5,11.94,NA,3.6,17,1.093,69.8,132.5,137.5
2012,"Jones, Perry",PF-SF,82.25,233.8,24.3,0.046,85.75,107,9.25,9.5,33,38.5,11.31,NA,3.19,11,1.043,87.9,140,145.5
2012,"Jones, Terrence",PF-SF,80.25,252,27.51,0.077,86.25,107,9,10,29.5,34.5,11.57,NA,3.4,12,1.075,90,136.5,141.5
2012,"Joseph, Kris",SG,78,215,24.84,0.086,83,104,9,9,28.5,35,NA,NA,3.46,6,1.064,81,132.5,139
2012,"Kidd-Gilchrist, Michael",SF,77.75,232.8,27.07,0.07,84,104.5,9,10.3,32,35.5,11.77,NA,3.18,6,1.08,92.3,136.5,140
2012,"Lamb, Doron",SG-PG,75.25,199.4,24.76,0.067,78.75,98.5,8.5,8.8,29,33.5,11.12,NA,3.41,2,1.047,74.4,127.5,132
2012,"Lamb, Jeremy",SG,76,179.2,21.81,0.045,83,102,8.75,9.3,31.5,38,10.98,NA,3.25,5,1.092,80.9,133.5,140
2012,"Leonard, Meyers",C,83.75,249.8,25.04,0.057,87,108,9.25,11,30,32.5,11.34,NA,3.41,19,1.039,101.8,138,140.5
2012,"Lillard, Damian",PG,73.75,188.8,24.4,0.059,79.75,95.5,8.75,9.8,34.5,39.5,11.15,NA,3.34,13,1.081,85.3,130,135
2012,"Machado, Scott",PG,73,205.8,27.15,0.058,76,94.5,8.5,9.5,27,32.5,11.26,NA,3.3,17,1.041,80.8,121.5,127
2012,"Marshall, Kendall",PG,75.25,198.4,24.63,0.078,77.5,96,8.5,9,31,37,12.03,NA,3.23,NA,1.03,76.5,127,133
2012,"Melo, Fab",C,82.75,255,26.18,0.092,86.5,110,9,10,29.5,31,12.14,NA,3.44,9,1.045,90,139.5,141
2012,"Middleton, Khris",SF,78.75,216.2,24.51,0.078,82.75,103,9,9,28,31,11.45,NA,3.47,4,1.051,81,131,134
2012,"Miller, Darius",SF-SG,78,233.4,26.97,0.075,81,101,8.5,8.8,33,37,11.34,NA,3.31,14,1.038,74.4,134,138
2012,"Miller, Quincy",SF,80.75,218.7,23.58,0.078,85.25,105,9.25,10.3,30.5,36,11.05,NA,3.48,8,1.056,94.8,135.5,141
2012,"Moultrie, Arnett",PF,81.5,232.8,24.64,0.077,86.25,106.5,9.25,9.3,33.5,37.5,11.32,NA,3.22,10,1.058,85.6,140,144
2012,"Murphy, Kevin",SG,77,194,23,0.058,78.75,99,8.5,8.5,31,36.5,10.97,NA,3.42,11,1.023,72.3,130,135.5
2012,"Nicholson, Andrew",PF,80.5,234,25.39,0.076,88,107,10,10.8,28.5,30.5,11.89,NA,3.67,10,1.093,107.5,135.5,137.5
2012,"O'Quinn, Kyle",PF,80.5,240.8,26.12,0.08,88.75,106.5,9.5,10,31.5,31.5,11.65,NA,3.53,NA,1.102,95,138,138
2012,"Plumlee, Miles",PF-C,82.5,252.4,26.07,0.114,84.75,105.5,9.25,9,34,40.5,10.64,NA,3.36,15,1.027,83.3,139.5,146
2012,"Rivers, Austin",SG-PG,75.5,202.8,25.01,0.062,79.25,96.5,8.5,10,32.5,37.5,11.54,NA,3.32,1,1.05,85,129,134
2012,"Robinson, Thomas",PF,79.75,244.2,26.99,0.05,87.25,106,9.75,10.5,28.5,35.5,11.96,NA,3.17,15,1.094,102.4,134.5,141.5
2012,"Ross, Terrence",SG-SF,78,196.6,22.72,0.032,79.25,100.5,8.75,10.3,31,37.5,11.78,NA,3.28,2,1.016,89.7,131.5,138
2012,"Satoransky, Tomas",PG-SG,78.5,200.6,22.88,0.052,79.25,100,8.5,9.5,NA,NA,NA,NA,NA,NA,1.01,80.8,NA,NA
2012,"Scott, Mike",PF,79.25,240.8,26.95,0.106,82.75,104,8.5,9,27,32.5,11.59,NA,3.44,14,1.044,76.5,131,136.5
2012,"Sims, Henry",C-PF,82,241.2,25.22,0.077,88,108,9.25,10,26.5,29.5,12.33,NA,3.44,7,1.073,92.5,134.5,137.5
2012,"Sullinger, Jared",PF,79.75,268.2,29.65,0.107,85.25,105.5,9.25,9.8,29.5,31,12.77,NA,3.81,9,1.069,90.2,135,136.5
2012,"Taylor, Jeff",SF-SG,78,212.8,24.59,0.042,78.25,101.5,8.25,9.8,33.5,40,10.87,NA,3.29,15,1.003,80.4,135,141.5
2012,"Taylor, Jordan",PG,73,192.8,25.43,0.055,75,92.5,8.25,9.5,33,36.5,10.57,NA,3.19,14,1.027,78.4,125.5,129
2012,"Taylor, Tyshawn",PG,74.75,177,22.27,0.042,78.25,97.5,8.75,8.8,32,36.5,11.48,NA,3.2,0,1.047,76.6,129.5,134
2012,"Teague, Marquis",PG,73,179.8,23.72,0.063,79.25,96.5,8.25,7.8,32.5,40.5,10.65,NA,3.19,8,1.086,63.9,129,137
2012,"Thompson, Hollis",SF,78.75,206,23.35,0.06,81.5,102.5,8.25,9.8,28.5,36.5,11.72,NA,3.38,6,1.035,80.4,131,139
2012,"Waiters, Dion",SG,74.5,221,27.99,0.085,79.25,98,8.5,9.5,NA,NA,NA,NA,NA,NA,1.064,80.8,NA,NA
2012,"White, Royce",PF,79,260.6,29.35,0.106,84,104.5,9.5,11.5,NA,NA,NA,NA,NA,NA,1.063,109.3,NA,NA
2012,"Wroten, Tony",PG,76.75,203.2,24.25,0.052,81,101,8,9,30,35.5,10.75,NA,3.24,0,1.055,72,131,136.5
2012,"Zeller, Tyler",PF-C,83.25,247.4,25.09,0.064,84,104.5,9,9.8,30,34,11.13,NA,3.4,16,1.009,87.8,134.5,138.5
2011,"Benson, Keith",C-PF,82,217,22.69,0.061,87.75,109.5,9.5,11,31.5,36,11.88,NA,3.35,12,1.07,104.5,141,145.5
2011,"Brooks, Marshon",SG,76.25,194.6,23.53,0.052,85,101,9,10.5,34,38.5,10.74,NA,3.09,5,1.115,94.5,135,139.5
2011,"Burks, Alec",SG,77,192.6,22.84,0.051,82,103.5,9,8.3,29,36,10.96,NA,3.17,5,1.065,74.3,132.5,139.5
2011,"Butler, Jimmy",SF,78,222.2,25.67,0.054,79.5,101.5,9,9,32,39,11.12,NA,3.15,14,1.019,81,133.5,140.5
2011,"Cole, Norris",PG,72.25,174.4,23.49,0.047,74.25,95.5,8.5,9.5,29.5,38.5,10.07,NA,3.22,11,1.028,80.8,125,134
2011,"Diebler, Jon",SG,77.25,196.6,23.16,0.085,78,99,8.25,8.3,28,35,10.94,NA,3.37,2,1.01,68.1,127,134
2011,"Dunigan, Michael",PF-C,80.5,237.6,25.78,0.08,87.25,107.5,9,10.8,29.5,34.5,11.85,NA,3.27,10,1.084,96.8,137,142
2011,"Dunn, LaceDarius",SG,75,187.8,23.47,0.055,78.25,101,9,10.3,26.5,31,11.45,NA,3.27,3,1.043,92.3,127.5,132
2011,"Faried, Kenneth",PF,78,224.6,25.95,0.063,84,108,8.5,10.3,30.5,35,11.35,NA,3.26,16,1.077,87.1,138.5,143
2011,"Fredette, James",PG,72.75,196,26.03,0.077,76.5,96.5,8,8.5,28,33,10.42,NA,3.21,14,1.052,68,124.5,129.5
2011,"Goudelock, Andrew",PG,73.25,197.6,25.89,0.099,76.25,96.5,8.25,9.3,32.5,37,10.33,NA,3.1,4,1.041,76.3,129,133.5
2011,"Hamilton, Jordan",SF,78.75,228.4,25.89,0.098,81.5,104,9,9.3,25,32,11.47,NA,3.3,7,1.035,83.3,129,136
2011,"Harper, Justin",PF-SF,80,228,25.04,0.04,83.75,106,9,9.3,28.5,33,11.92,NA,3.3,19,1.047,83.3,134.5,139
2011,"Harris, Tobias",SF-PF,78.5,222.8,25.42,0.084,83,103.5,8.75,9,31.5,37.5,10.96,NA,3.17,12,1.057,78.8,135,141
2011,"Honeycutt, Tyler",SF,78.75,186.8,21.18,0.053,81,105,8.5,9.5,30,37,11.68,NA,3.07,NA,1.029,80.8,135,142
2011,"Hopson, Scotty",SG,77.75,204.6,23.79,0.048,82.5,103.5,8.5,10,32.5,36,10.47,NA,3.18,10,1.061,85,136,139.5
2011,"Irving, Kyrie",PG,73.75,191,24.69,0.102,76,99,8.25,9.3,NA,NA,NA,NA,NA,NA,1.031,76.3,NA,NA
2011,"Jackson, Rick",PF,80.25,241.8,26.39,0.083,86,106.5,8.75,9.5,28.5,33,11.51,NA,3.26,9,1.072,83.1,135,139.5
2011,"Jenkins, Charles",PG-SG,73.5,216.4,28.16,0.043,79.5,96.5,8.5,9,29.5,34,11.68,NA,3.18,16,1.082,76.5,126,130.5
2011,"Johnson, JaJuan",PF,81,219.8,23.55,0.075,86,107.5,9,10,33.5,38,11.21,NA,3.14,15,1.062,90,141,145.5
2011,"Joseph, Cory",PG,74,186.2,23.9,0.097,77.5,99,8.5,10.5,27.5,35,10.75,NA,3.27,5,1.047,89.3,126.5,134
2011,"Kanter, Enes",PF-C,81.75,259.2,27.27,0.059,85.5,109.5,9.5,10.8,26,32.5,11.3,NA,3.26,14,1.046,102.1,135.5,142
2011,"Knight, Brandon",PG,73.5,176.8,23.01,0.042,78.75,98.5,8.25,9.5,29,37.5,10.74,NA,3.07,10,1.071,78.4,127.5,136
2011,"Lee, Malcolm",SG,76,198.2,24.12,0.059,81.75,101.5,8.5,9.5,30,35.5,11.2,NA,3.09,17,1.076,80.8,131.5,137
2011,"Leonard, Kawhi",SF,78,227.4,26.28,0.054,87,106,9.75,11.3,25.5,32,11.45,NA,3.15,3,1.115,109.7,131.5,138
2011,"Leslie, Travis",SG,75,205,25.62,0.081,82.5,103,8.75,9.3,33,40.5,11,NA,3.13,10,1.1,80.9,136,143.5
2011,"Leuer, Jon",PF,82,223.2,23.34,0.054,84,105.5,8.75,9.8,29.5,36.5,10.82,NA,3.36,14,1.024,85.3,135,142
2011,"Liggins, DeAndre",SF-SG,77,202.2,23.97,0.05,83,103.5,8.75,10,27,31,NA,NA,3.33,6,1.078,87.5,130.5,134.5
2011,"Lighty, David",SG,76.75,216.2,25.8,0.065,80,101,9,10,28.5,33,10.81,NA,3.25,15,1.042,90,129.5,134
2011,"Mack, Shelvin",PG,73,209,27.57,0.071,79.5,96.5,8.25,9.3,32,39,11.23,NA,3.18,17,1.089,76.3,128.5,135.5
2011,"McCamey, Demetri",PG,73.75,204,26.37,0.061,78.25,99.5,8.5,9,27,33,11.55,NA,3.19,NA,1.061,76.5,126.5,132.5
2011,"Moore, E'Twaun",SG,74.5,191.4,24.24,0.076,81.5,99.5,9,10,32,34.5,11.12,NA,3.31,NA,1.094,90,131.5,134
2011,"Morris, Darius",PG-SG,75.25,190,23.59,0.053,79.5,102,8.75,10,24.5,32,11,NA,3.2,12,1.056,87.5,126.5,134
2011,"Morris, Marcus",PF-SF,79,229.6,25.86,0.08,82,105.5,8.25,8.5,29,33,NA,NA,3.15,11,1.038,70.1,134.5,138.5
2011,"Morris, Markieff",PF,79.75,240.8,26.62,0.102,82.75,106.5,8.5,8.3,27,31.5,NA,NA,3.4,11,1.038,70.1,133.5,138
2011,"Parsons, Chandler",SF,80.75,221.2,23.85,0.07,81.5,104.5,8.25,10,25.5,31.5,11.05,NA,3.29,4,1.009,82.5,130,136
2011,"Richmond, Jereme",SF,78,207.2,23.94,0.055,82.25,106.5,8.75,9.5,27,33.5,11.74,NA,3.02,0,1.054,83.1,133.5,140
2011,"Selby, Josh",SG-PG,73.75,194.6,25.15,0.079,77.25,98,8.5,9,29.5,42,11.13,NA,3.2,5,1.047,76.5,127.5,140
2011,"Shumpert, Iman",PG-SG,76.25,221.8,26.82,0.065,81.5,99.5,9,9,36.5,42,11.1,NA,3.18,18,1.069,81,136,141.5
2011,"Singler, Kyle",SF,79.5,228,25.36,0.1,82.1,106,8.25,8.8,23,30,11.22,NA,3.21,10,1.033,72.2,129,136
2011,"Singleton, Chris",SF,79.75,230.2,25.44,0.074,85,103.5,9.25,10,30.5,37.5,11.33,NA,3.09,15,1.066,92.5,134,141
2011,"Skeen, Jamie",PF,78.5,241.6,27.56,0.098,85.25,106.5,8.5,8.5,26,30.5,12.43,NA,3.46,10,1.086,72.3,132.5,137
2011,"Smith, Gregory",PF-C,80,252.8,27.77,0.074,86.5,106.5,9.75,12,29.5,36,12.43,NA,3.36,17,1.081,117,136,142.5
2011,"Smith, Nolan",PG,73.5,187.6,24.41,0.056,77.5,99,8.5,9.3,28.5,34,11.05,NA,3.17,9,1.054,78.6,127.5,133
2011,"Thomas, Isaiah",PG,68.75,186,27.66,0.067,73.75,91.5,8.25,9,31.5,40,10.49,NA,3.14,13,1.073,74.3,123,131.5
2011,"Thomas, Malcolm",PF,79.5,223,24.8,0.059,84.5,107.5,9.5,10.5,32,36.5,11.31,NA,3.29,3,1.063,99.8,139.5,144
2011,"Thompkins, Trey",PF,80.5,239,25.93,0.155,85,107.5,9.25,9.8,27.5,30.5,11.72,NA,3.41,15,1.056,90.2,135,138
2011,"Thompson, Klay",SG,77.75,205.6,23.91,0.08,81,103.5,8.75,9.3,26.5,31.5,10.99,NA,3.24,5,1.042,80.9,130,135
2011,"Thompson, Tristan",PF,79.5,227.4,25.29,0.062,85.25,108.5,8.75,9.3,30,35,10.92,NA,3.26,9,1.072,80.9,138.5,143.5
2011,"Tyler, Jeremy",PF-C,81,262.4,28.12,0.134,89,110.5,9.25,9,28,33.5,11.26,NA,3.29,10,1.099,83.3,138.5,144
2011,"Vucevic, Nikola",PF-C,82.25,259.8,27,0.061,88.5,112.5,9.25,10.3,23.5,25,12.02,NA,3.27,8,1.076,94.8,136,137.5
2011,"Walker, Kemba",PG,71.5,184,25.3,0.059,75.5,91.5,8,9,32,39.5,10.87,NA,3.16,7,1.056,72,123.5,131
2011,"Williams, Derrick",PF-SF,79.25,248.4,27.8,0.108,85.5,108,9,9.8,29,34.5,11.03,NA,3.23,19,1.079,87.8,137,142.5
2011,"Williams, Jordan",PF,79.75,247.2,27.32,0.121,84.25,106.5,9.25,10,25,30.5,12.74,NA,3.45,10,1.056,92.5,131.5,137
2010,"Alabi, Solomon",C,83.5,237.4,23.94,0.05,89,113,9.25,9.3,22.5,26,13.2,NA,3.68,10,1.066,85.6,135.5,139
2010,"Aldrich, Cole",C,81,236,25.29,0.085,88.75,111.5,9,9.3,23,28,11.48,NA,3.35,10,1.096,83.3,134.5,139.5
2010,"Aminu, Al-Farouq",SF,79.25,216,24.18,0.082,87.25,108.5,9.5,9.5,27,33.5,11.29,NA,3.3,13,1.101,90.3,135.5,142
2010,"Anderson, James",SF,76.75,207.6,24.78,0.079,80.5,104,8.5,7.3,30,35.5,11.86,NA,3.19,14,1.049,61.6,134,139.5
2010,"Babbitt, Luke",SF-PF,79.5,217.8,24.23,0.056,83.25,104.5,8.5,10,29.5,37.5,10.98,NA,3.4,15,1.047,85,134,142
2010,"Bledsoe, Eric",PG,72.25,191.6,25.8,0.056,79.5,98,8.5,9.8,NA,NA,NA,NA,NA,9,1.1,82.9,NA,NA
2010,"Booker, Trevor",PF,78.25,235.8,27.07,0.073,81.75,106,9,9.5,31,36,11.15,NA,3.1,22,1.045,85.5,137,142
2010,"Brackins, Craig",PF-SF,80.5,229,24.84,0.079,84,109,9.5,11.3,26,35,11.65,NA,3.39,6,1.043,106.9,135,144
2010,"Bradley, Avery",SG-PG,74,180.4,23.16,0.04,79.25,98.5,8.25,9.5,31.5,37.5,11.47,NA,3.14,2,1.071,78.4,130,136
2010,"Caracter, Derrick",PF,80.25,280,30.56,0.128,84.25,107.5,9,10.3,25,30.5,12.78,NA,3.61,22,1.05,92.3,132.5,138
2010,"Collins, Sherron",PG,70.25,217.2,30.94,0.092,74.5,94,8.5,9.5,27.5,33,12.31,NA,3.24,NA,1.06,80.8,121.5,127
