,YEAR,PLAYER,POS,HGT,WGT,BMI,BF,WNGSPN,STNDRCH,HANDL,HANDW,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT
422,2018,Allonzo Trier,SG,75.75,198,24.26,0.0495,78.75,98.0,8.25,10.5,32.0,40.0,11.02,2.97,3.14
423,2018,Moritz Wagner,C-PF,82.5,241.4,24.93,0.0675,84.0,108.0,9.0,10.8,27.0,34.0,11.48,3.07,3.18
424,2018,Lonnie Walker,SG,75.75,196.2,24.04,0.0565,82.25,99.5,9.0,9.5,31.5,40.0,10.87,2.91,3.06
425,2018,PJ Washington,PF,78.5,223,25.44,0.0685,86.5,107.0,9.0,10.3,27.0,34.0,11.39,3.43,3.2
426,2018,Austin Wiley,C,80.25,249.4,27.22,0.05,89.0,111.0,9.75,10.3,28.0,33.5,12.79,3.27,3.3
427,2018,Kenrich Williams,SF,78.0,200.4,23.16,0.0595,79.25,103.5,8.5,9.8,28.0,33.0,10.86,3.28,3.19
428,2018,Trae Young,PG,72.5,177.8,23.78,0.0535,75.0,95.5,8.0,9.3,,,,,
429,2017,Edrice Adebayo,PF-C,80.75,242.6,26.16,0.052,86.75,108.0,9.5,8.8,33.5,38.5,11.94,3.24,3.24
430,2017,Jarrett Allen,C,81.0,233.6,25.03,0.074,89.25,109.5,9.5,10.5,31.5,35.5,11.82,3.0,3.21
431,2017,Kadeem Allen,PG,73.0,192.4,25.38,0.064,81.25,99.5,8.5,8.8,33.0,35.5,11.24,2.98,3.15
432,2017,Ike Anigbogu,C,80.5,252.2,27.36,0.054,90.25,110.5,9.5,10.0,29.5,32.5,12.52,3.48,3.44
433,2017,OG Anunoby,SF,78.25,232.4,26.68,0.068,86.25,107.5,9.25,9.5,,,,,
434,2017,Jamel Artis,SG-SF,77.5,213.2,24.95,0.119,82.0,105.0,9.25,9.8,23.5,31.0,11.62,3.08,3.44
435,2017,Dwayne Bacon,SG-SF,76.75,221.6,26.45,0.079,82.0,103.5,8.75,10.0,30.0,36.5,11.7,3.22,3.22
436,2017,V.J. Beachem,SG-SF,78.25,193.4,22.2,0.068,82.25,104.5,8.5,9.0,30.0,37.0,11.18,3.19,3.26
437,2017,Jordan Bell,PF,79.0,223.6,25.19,0.054,83.75,104.5,9.25,9.5,31.5,38.0,10.63,2.83,3.21
438,2017,Jaron Blossomgame,SF,77.75,218.6,25.42,0.057,82.0,104.5,8.75,10.3,31.0,35.5,11.47,3.35,3.17
439,2017,Chris Boucher,PF,80.0,182.2,20.01,0.054,88.0,110.5,9.25,10.5,,,,,
440,2017,Tony Bradley,C,81.25,248.8,26.49,0.12,89.0,112.5,9.5,9.5,24.5,27.5,11.79,2.99,3.44
441,2017,Isaiah Briscoe,PG,73.25,222.4,29.14,0.11,81.0,99.5,9.0,9.3,28.0,33.5,10.95,2.85,3.38
442,2017,Dillon Brooks,SG-SF,77.0,220.2,26.11,0.075,78.0,100.5,8.25,9.3,31.0,37.5,11.14,3.24,3.21
443,2017,Thomas Bryant,PF-C,81.5,247.8,26.23,0.094,90.0,112.5,9.5,10.3,25.5,33.0,11.42,3.12,3.37
444,2017,John Collins,PF,80.25,225.2,24.58,0.054,83.25,106.5,9.0,10.0,33.0,37.5,11.66,3.27,3.27
445,2017,Zach Collins,PF-C,82.25,232.2,24.13,0.089,85.0,111.0,8.75,9.3,,,,,
446,2017,Tyler Dorsey,SG,75.0,182.6,22.82,0.047,77.25,99.5,8.5,9.3,30.5,36.0,10.55,2.98,3.16
447,2017,Damyean Dotson,SG-SF,76.5,205.2,24.65,0.053,81.0,100.0,8.5,9.3,31.5,38.0,11.18,3.03,3.13
448,2017,PJ Dozier,SG,77.25,200.6,23.63,0.061,83.0,101.0,8.5,9.5,34.0,39.0,10.84,2.98,3.15
449,2017,Jawun Evans,PG,70.75,185.2,26.01,0.091,77.5,95.0,8.0,7.8,27.5,33.5,11.34,3.26,3.21
450,2017,Terrance Ferguson,SG-SF,77.5,184.4,21.58,0.058,80.75,103.0,8.5,10.0,28.5,38.0,11.16,3.22,3.32
451,2017,De'Aaron Fox,PG,74.0,169.6,21.77,0.045,78.5,100.0,8.5,8.5,,,,,
452,2017,Harry Giles,PF,81.25,232,24.71,0.052,87.25,109.5,9.5,10.8,27.0,32.5,11.08,3.0,3.34
453,2017,Josh Hart,SG-SF,75.75,209.2,25.63,0.058,80.25,101.0,8.5,9.5,27.5,35.5,11.15,3.02,3.18
454,2017,Nigel Hayes,PF,78.25,254.2,29.19,0.115,87.25,104.5,8.75,10.0,29.0,33.5,11.81,2.94,3.27
455,2017,Isaiah Hicks,PF,79.25,233.4,26.13,0.077,84.5,105.0,8.75,9.8,31.5,37.0,12.31,3.31,3.36
456,2017,Wesley Iwundu,SG-SF,77.5,193.4,22.64,0.04,85.0,105.5,8.75,9.5,31.5,36.0,11.25,3.23,3.36
457,2017,Justin Jackson (UMD),SF,77.75,219.4,25.51,0.071,87.25,107.0,9.0,9.5,26.5,31.5,11.78,3.08,3.43
458,2017,Justin Jackson (UNC),SF,79.0,200.8,22.62,0.081,83.0,104.5,8.75,9.3,29.5,35.5,10.8,3.06,3.3
459,2017,Frank Jackson,PG,74.0,201.6,25.88,0.067,79.5,98.0,8.25,9.0,34.5,42.0,10.94,2.7,3.14
460,2017,Peter Jok,SG-SF,76.25,202.4,24.47,0.11,80.0,102.0,8.25,9.5,26.5,31.0,11.34,2.93,3.41
461,2017,Luke Kennard,SG-SF,76.5,196.2,23.57,0.066,77.25,98.5,8.0,8.8,,,,,
462,2017,Kyle Kuzma,SF-SG,80.0,222.6,24.45,0.094,84.25,107.5,8.5,9.5,27.0,34.0,10.72,2.98,3.25
463,2017,TJ Leaf,PF,80.75,222.2,23.96,0.068,83.0,107.0,8.5,9.5,29.0,34.5,11.55,3.27,3.27
464,2017,Tyler Lydon,PF,80.25,215,23.47,0.136,84.0,107.5,8.75,8.8,29.5,33.5,11.68,2.81,3.46
465,2017,Frank Mason III,PG,71.0,188.8,26.33,0.043,75.25,94.0,8.0,9.3,34.0,41.0,11.41,3.09,3.18
466,2017,Kennedy Meeks,C,80.75,276.6,29.82,0.115,85.0,106.0,8.75,8.8,28.0,30.5,12.91,3.35,3.5
467,2017,Donovan Mitchell,SG,73.25,211.4,27.7,0.059,82.0,97.0,8.5,9.5,36.5,40.5,11.53,3.07,3.01
468,2017,Monte Morris,PG,73.25,175.2,22.95,0.069,76.0,96.5,8.25,8.8,28.0,33.5,11.0,3.2,3.19
469,2017,Johnathan Motley,PF,79.75,238.2,26.33,,88.0,108.0,9.0,9.5,,,,,
470,2017,Svi Mykhailiuk,SG-SF,78.5,219.6,25.05,0.114,77.0,100.0,8.0,9.3,27.0,33.0,12.4,3.25,3.53
471,2017,Semi Ojeleye,SF-SG,77.25,241.4,28.44,0.055,81.75,102.0,8.75,9.5,35.0,40.5,10.58,3.07,3.16
472,2017,Cameron Oliver,PF,79.0,238.6,26.88,0.077,85.25,106.5,9.5,10.3,28.0,39.5,12.17,3.31,3.16
473,2017,Justin Patton,C,82.0,229,23.94,0.078,87.0,111.5,8.75,9.8,26.0,30.5,11.8,3.31,3.46
474,2017,Alec Peters,PF,79.25,232,25.97,0.088,82.75,105.0,8.75,10.0,,,,,
475,2017,Ivan Rabb,PF,80.75,219.6,23.68,0.068,85.5,109.0,8.75,9.0,28.5,32.5,12.68,3.23,3.35
476,2017,Davon Reed,SG-SF,76.5,206.2,24.77,0.065,84.0,102.0,9.25,9.5,28.5,36.0,11.37,3.21,3.34
477,2017,Devin Robinson,SF,79.0,189.6,21.36,0.032,84.75,106.0,9.25,10.3,35.5,41.5,12.85,3.61,3.23
478,2017,Kobi Simmons,PG,75.25,166.2,20.63,0.05,78.0,99.0,8.5,9.5,30.5,38.5,11.15,2.98,3.18
479,2017,Edmond Sumner,PG,76.0,176.4,21.47,0.083,81.0,102.5,8.25,9.0,,,,,
480,2017,Caleb Swanigan,PF,79.5,245.6,27.32,,87.0,108.0,9.5,10.3,,,,,
481,2017,Sindarius Thornwell,SG-SF,75.5,211.6,26.1,0.078,82.0,103.0,8.75,8.8,27.0,30.5,11.48,3.03,3.36
482,2017,Melo Trimble,PG,73.25,195.2,25.58,0.106,74.0,95.5,8.0,8.8,24.5,32.0,10.75,2.92,3.27
483,2017,Derrick Walton Jr.,PG,71.0,188.6,26.3,0.058,74.5,95.0,8.0,8.5,26.0,32.5,11.28,3.12,3.29
484,2017,Thomas Welsh,PF-C,83.5,254,25.61,0.109,84.0,109.5,9.0,10.5,,,,,
485,2017,Derrick White,PG,75.25,189.8,23.56,0.062,79.5,101.5,8.25,8.5,31.0,36.5,10.84,2.92,3.08
486,2017,Nigel Williams-Goss,PG,73.5,190.2,24.75,0.056,79.25,99.0,8.75,9.3,27.5,34.5,10.42,3.08,3.19
487,2017,D.J. Wilson,PF,80.75,234.4,25.27,0.064,87.0,109.5,9.25,10.3,,,,,
488,2017,Omer Yurtseven,C,82.5,248.4,25.66,0.076,85.0,108.5,9.0,10.5,26.0,31.5,12.85,3.3,3.45
489,2016,Ron Baker,SG,75.25,212.4,26.37,0.0785,81.75,97.5,8.75,9.5,30.0,35.5,10.77,2.96,3.45
490,2016,Wade Baldwin IV,PG,74.5,201.8,25.56,0.052,83.25,100.0,9.0,9.8,32.5,38.0,10.45,3.01,3.19
491,2016,Cat Barber,PG,73.5,173,22.51,0.045,77.5,95.5,8.0,8.5,,,,,
492,2016,Malik Beasley,SG,75.5,189.8,23.41,0.069,79.0,100.5,8.5,9.0,,,,,
493,2016,DeAndre Bembry,SG-SF,76.25,206.6,24.98,0.07,81.25,101.0,8.0,9.3,32.0,38.0,10.9,2.87,3.17
494,2016,Ben Bentil,PF,79.25,229.2,25.65,0.097,85.5,105.0,9.5,10.0,29.0,33.0,11.16,3.1,3.3
495,2016,Joel Bolomboy,PF,79.5,224.4,24.96,0.0515,85.75,103.5,9.0,10.3,37.5,40.5,10.26,2.86,3.17
496,2016,Malcolm Brogdon,SG,75.75,223,27.32,0.054,82.5,98.0,9.0,10.3,30.5,35.5,10.77,2.64,3.31
497,2016,Jaylen Brown,SG-SF,77.25,222.8,26.25,0.0505,83.75,102.5,8.75,9.0,,,,,
498,2016,Marquese Chriss,PF,80.75,233,25.12,0.085,84.25,105.0,9.0,9.0,32.5,38.5,11.93,3.05,3.26
499,2016,Elgin Cook,SF,77.0,209.8,24.88,0.0635,82.0,100.5,8.5,10.3,,,,,
500,2016,Isaiah Cousins,PG,75.25,194,24.08,0.048,78.25,98.5,8.25,8.8,30.5,37.0,10.79,2.97,3.24
501,2016,Deyonta Davis,PF,81.25,237.2,25.26,0.097,86.5,108.5,9.0,9.3,,,,,
502,2016,Cheick Diallo,PF,79.5,218.6,24.31,0.056,88.5,107.5,8.5,9.8,31.0,35.0,11.24,3.3,3.26
503,2016,Kris Dunn,PG,75.0,,,,81.5,100.0,,,,,,,
504,2016,Henry Ellenson,PF,82.0,242,25.3,0.112,86.25,108.0,8.5,9.8,,,,,
505,2016,Perry Ellis,PF,79.0,217.8,24.53,0.046,82.25,102.0,8.0,8.5,32.0,38.0,10.73,3.03,3.13
506,2016,Kay Felder,PG,68.25,177.2,26.74,0.058,74.5,88.5,8.25,8.5,35.5,44.0,11.52,2.9,3.15
507,2016,Dorian Finney-Smith,SF,78.5,212.6,24.25,0.0645,83.75,105.5,9.0,9.8,32.5,35.5,11.01,3.04,3.27
508,2016,Michael Gbinije,SG,77.5,204.6,23.95,0.054,79.5,101.0,8.0,9.0,33.5,37.5,11.0,3.19,3.12
509,2016,Daniel Hamilton,SG-SF,78.25,197,22.62,0.0595,81.0,103.5,9.0,8.5,26.0,29.0,11.48,3.2,3.4
510,2016,Buddy Hield,SG,75.75,212.4,26.02,0.061,81.25,101.0,8.5,9.0,,,,,
511,2016,Demetrius Jackson,PG,72.0,193.8,26.28,0.065,77.5,93.0,8.25,9.0,37.5,43.5,10.81,2.87,3.25
512,2016,Brice Johnson,PF,81.0,208.6,22.35,0.075,84.5,106.5,9.0,8.3,33.5,38.0,11.88,2.94,3.2
513,2016,Damian Jones,C,82.25,243.6,25.31,0.0655,87.75,107.0,8.75,10.5,36.0,37.0,11.35,3.12,3.2
514,2016,Skal Labissiere,PF-C,82.5,215.8,22.29,0.057,86.5,105.5,8.75,9.0,,,,,
515,2016,Jake Layman,SF,80.0,208.6,22.91,0.071,81.25,102.0,8.25,9.3,33.0,39.5,11.35,2.82,3.24
516,2016,Marcus Lee,PF-C,81.0,211,22.61,0.0535,87.0,107.5,9.0,9.0,28.5,35.5,11.68,3.19,3.25
517,2016,Caris LeVert,SG,77.75,191,22.21,0.0755,82.0,101.0,8.5,9.3,,,,,
518,2016,Thon Maker,PF,83.75,216,21.65,0.0605,87.0,110.5,8.75,9.5,32.0,36.5,11.15,3.09,3.33
519,2016,Patrick McCaw,PG-SG,77.25,180.8,21.3,0.047,82.0,100.5,8.75,8.8,30.0,38.0,11.01,2.97,3.3
520,2016,Georges Niang,PF,78.75,230.8,26.16,0.1005,82.0,103.0,9.25,9.3,25.0,31.0,11.64,3.17,3.49
521,2016,Chinanu Onuaku,C,81.0,245.2,26.27,0.0855,86.75,108.5,9.0,8.0,27.5,33.5,11.65,3.0,3.5
522,2016,Marcus Paige,PG,72.5,163.8,21.91,0.043,78.25,97.0,7.75,8.8,33.5,39.5,10.82,2.69,3.15
523,2016,Gary Payton II,PG,74.0,183.8,23.6,0.0395,80.0,99.5,8.75,9.5,31.5,38.5,11.57,3.17,3.23
524,2016,Jakob Poeltl,C,84.25,239,23.67,0.058,86.75,111.5,9.25,10.3,,,,,
525,2016,Taurean Prince,SF,78.5,220.2,25.12,0.0645,83.5,102.0,9.0,8.5,34.0,36.0,10.96,2.8,3.24
526,2016,Zhou Qi,PF-C,85.25,218.2,21.11,0.0485,91.75,112.5,9.25,9.5,31.5,32.0,11.27,2.9,3.46
527,2016,Malachi Richardson,SG-SF,76.75,199.6,23.82,0.07,84.0,101.5,8.75,10.0,33.0,38.0,10.56,3.25,3.33
528,2016,Wayne Selden,SG,76.25,232.4,28.1,0.073,82.5,101.0,9.0,9.3,,,,,
529,2016,Pascal Siakam,PF,80.25,226.6,24.74,0.052,87.25,107.5,9.25,10.0,30.5,36.5,11.25,3.09,3.41
530,2016,Diamond Stone,C,81.0,254.4,27.26,0.1285,86.75,108.5,8.5,7.8,27.0,29.5,12.02,3.22,3.5
531,2016,Tyler Ulis,PG,68.75,149.2,22.19,0.052,74.0,88.5,7.5,7.5,32.5,38.0,10.8,2.88,3.2
532,2016,Jarrod Uthoff,PF,80.5,214.4,23.26,0.06,83.5,104.0,8.75,9.0,29.0,34.5,11.52,3.03,3.5
533,2016,Denzel Valentine,SG-SF,76.0,210.4,25.61,0.092,82.75,102.0,8.5,9.8,27.0,32.0,10.51,3.22,3.46
534,2016,Isaiah Whitehead,PG-SG,75.25,210,26.07,0.0925,80.75,100.0,8.5,8.8,27.5,35.5,11.65,3.21,3.34
535,2016,Troy Williams,SF,77.75,217.8,25.33,0.1,80.25,102.0,8.25,9.3,30.0,36.0,10.72,3.08,3.35
536,2016,Kyle Wiltjer,PF,80.75,242.8,26.18,0.1525,84.25,102.5,8.25,9.5,28.5,35.5,11.35,3.04,3.48
537,2016,Stephen Zimmerman,C,82.25,234,24.32,0.1115,87.25,108.5,9.0,9.0,26.0,31.0,12.08,3.16,3.43
538,2015,Cliff Alexander,PF-C,79.25,239.2,26.77,0.058,87.5,109.5,9.5,10.3,,,,,
539,2015,Justin Anderson,SF-SG,77.25,230.6,27.17,0.05,83.75,101.0,8.5,9.5,38.0,43.0,11.13,2.88,3.22
540,2015,Brandon Ashley,PF,79.25,228,25.52,0.088,87.75,105.0,9.0,9.5,31.5,35.5,11.21,3.35,3.58
541,2015,Ryan Boatright,PG,70.0,169.6,24.33,0.066,72.5,92.5,7.5,8.8,32.0,41.0,10.71,3.05,3.26
542,2015,Devin Booker,SG,76.5,205.8,24.72,0.083,80.25,102.5,8.75,9.0,27.5,34.5,10.27,2.75,3.28
543,2015,Anthony Brown,SF-SG,77.75,211,24.54,0.061,83.0,104.5,8.5,9.0,27.5,34.5,10.94,3.29,3.18
544,2015,Willie Cauley-Stein,C,83.25,242.4,24.59,0.063,87.0,111.0,9.5,9.0,,,,,
545,2015,Rakeem Christmas,PF-C,80.25,242.6,26.48,0.096,89.25,110.5,9.25,9.0,29.0,32.0,11.6,3.3,3.47
546,2015,Pat Connaughton,SG,76.0,215,26.17,0.102,80.0,96.0,8.5,9.3,37.5,44.0,10.58,3.08,3.2
547,2015,Quinn Cook,PG,72.25,179,24.11,0.067,76.0,96.5,7.5,8.8,24.5,31.0,11.44,3.41,3.38
548,2015,Branden Dawson,PF,77.5,230.2,26.94,0.058,83.0,105.0,9.0,8.8,28.5,34.5,12.22,3.53,3.2
549,2015,Sam Dekker,SF,79.75,218.6,24.16,0.075,83.5,106.0,8.5,9.3,25.5,34.5,10.64,2.96,3.28
550,2015,Michael Frazier II,SG,75.75,199.4,24.43,0.074,80.0,101.5,8.25,9.3,27.0,35.0,10.66,3.02,3.32
551,2015,Treveon Graham,SF,76.0,219.4,26.7,0.055,82.5,103.0,8.5,8.3,28.5,31.5,11.64,3.15,3.3
552,2015,Jerian Grant,PG,75.25,198,24.58,0.056,79.5,100.0,8.25,8.5,,,,,
553,2015,Olivier Hanlan,PG-SG,75.25,185.8,23.07,0.043,78.0,100.0,8.0,8.8,28.0,34.0,11.41,3.12,3.25
554,2015,Montrezl Harrell,PF,79.0,253.4,28.54,0.119,88.25,109.0,9.0,9.8,,,,,
555,2015,Aaron Harrison,SG,76.5,209.2,25.13,0.06,80.25,100.5,8.75,10.0,28.5,34.5,,,3.27
556,2015,Andrew Harrison,PG,76.5,213.2,25.61,0.059,81.0,100.0,8.25,9.3,26.5,33.0,11.2,,3.34
557,2015,Tyler Harvey,SG,74.75,181.4,22.82,0.092,77.5,98.5,7.75,8.8,26.0,28.5,10.56,2.93,3.44
558,2015,Corey Hawkins,SG-PG,72.75,191.8,25.48,0.055,80.0,99.5,8.75,9.0,28.5,34.0,10.81,,3.51
559,2015,Rondae Hollis-Jefferson,SF,77.5,210.8,24.67,0.05,86.0,104.0,8.75,9.8,32.0,38.0,10.41,3.19,3.12
560,2015,Jonathan Holmes,PF-SF,80.25,242.2,26.44,0.072,83.5,107.5,8.25,9.5,25.5,31.0,10.95,3.12,3.51
561,2015,Richaun Holmes,PF,80.25,242.8,26.5,0.088,85.5,108.0,8.5,8.5,32.5,36.0,11.24,3.31,3.32
562,2015,R.J. Hunter,SG,76.5,185,22.22,0.06,82.5,104.0,8.5,8.3,27.5,33.5,10.87,2.91,3.26
563,2015,Vince Hunter,PF,78.75,208.4,23.62,0.046,83.0,104.5,9.0,8.8,33.5,37.5,11.19,3.06,3.26
564,2015,Dakari Johnson,C,83.0,264.6,27.0,0.149,86.0,112.0,9.25,10.5,22.5,25.0,11.76,2.94,3.62
565,2015,Stanley Johnson,SF,77.0,241.8,28.67,0.075,83.5,102.0,9.0,9.0,,,,,
566,2015,Tyus Jones,PG,72.5,184.6,24.69,0.065,77.0,97.0,8.25,8.8,26.5,32.5,11.84,2.95,3.32
567,2015,Frank Kaminsky,C-PF,83.75,231.2,23.17,0.094,83.0,109.5,8.5,9.5,,,,,
568,2015,Kevon Looney,PF,80.0,222.4,24.43,0.119,87.5,110.0,9.5,9.3,,,,,
569,2015,Trey Lyles,PF,81.0,241.2,25.84,0.121,85.5,108.0,9.25,10.3,,,,,
570,2015,Jarell Martin,PF,80.0,238.6,26.21,0.101,81.0,106.5,8.25,9.5,28.5,35.0,11.2,2.97,3.27
571,2015,TJ McConnell,PG,72.5,187.8,25.12,0.073,74.0,96.5,7.5,7.0,26.0,31.5,10.95,3.09,3.3
572,2015,Chris McCullough,PF,80.25,199,21.72,0.062,87.25,109.0,8.75,8.8,,,,,
573,2015,Jordan Mickey,PF,79.0,238,26.81,0.072,87.25,106.0,8.75,9.5,33.0,37.5,11.72,3.13,3.28
574,2015,Larry Nance,PF,79.5,226.6,25.2,0.064,85.5,108.0,9.0,9.8,29.0,37.5,10.93,3.01,3.25
575,2015,Kelly Oubre,SF-SG,77.75,202.8,23.58,0.057,86.25,102.5,9.0,8.8,34.5,37.0,11.09,3.12,3.32
576,2015,Cameron Payne,PG,72.75,182.8,24.28,0.063,79.25,97.5,8.5,8.3,29.8,35.5,10.9,2.93,3.28
577,2015,Terran Petteway,SG,76.75,209.2,24.97,0.049,83.25,104.5,8.25,8.3,25.0,31.0,10.91,3.1,3.32
578,2015,Bobby Portis,PF,81.5,246.2,26.06,0.089,86.0,108.5,9.5,9.3,25.0,31.5,11.78,3.28,3.56
579,2015,Norman Powell,SG,75.0,215.4,26.92,0.064,82.75,102.5,9.25,9.0,32.5,40.5,10.69,3.2,3.2
580,2015,Michael Qualls,SG-SF,76.0,201.4,24.51,0.04,84.25,104.5,9.0,10.3,34.0,39.5,11.88,,3.18
581,2015,Chasson Randle,PG,72.25,178.8,24.08,0.045,79.0,96.5,8.5,9.5,33.5,39.5,10.63,2.81,3.2
582,2015,Terry Rozier,PG-SG,72.5,190.2,25.44,0.056,80.25,98.5,8.25,8.5,33.0,38.0,10.84,2.84,3.15
583,2015,D?Angelo Russell,PG-SG,75.25,193.4,24.01,0.083,81.75,102.0,8.75,9.8,,,,,
584,2015,Keifer Sykes,PG,70.5,167.2,23.65,0.05,74.0,93.0,8.5,9.5,34.0,43.0,10.47,3.15,3.13
585,2015,Marcus Thornton,PG-SG,73.75,177.4,22.93,0.053,79.75,97.5,8.25,8.5,34.5,43.0,10.78,2.88,3.02
586,2015,J.P. Tokoto,SF-SG,77.25,195.8,23.07,0.041,82.0,100.5,8.0,8.8,34.5,40.0,10.97,3.2,3.27
587,2015,Myles Turner,C-PF,81.75,238.6,25.1,0.093,88.0,112.0,9.25,9.3,,,,,
588,2015,Robert Upshaw,C,82.75,258.2,26.51,0.125,89.5,113.0,10.0,11.0,,,,,
589,2015,Rashad Vaughn,SG,75.75,198.6,24.33,0.062,79.0,101.0,8.0,8.5,28.0,34.0,11.4,3.1,3.21
590,2015,Chris Walker,PF,80.75,208,22.43,0.051,86.75,108.0,9.0,9.0,30.5,37.0,11.25,3.41,3.35
591,2015,Dez Wells,SG,75.0,208.8,26.1,0.081,81.5,100.5,8.75,9.8,31.5,39.0,10.56,3.05,3.2
592,2015,Alan Williams,PF,79.25,261.4,29.26,0.12,85.75,106.5,8.5,9.5,25.5,28.5,12.26,3.54,3.5
593,2015,Justise Winslow,SF,76.5,221.8,26.64,0.053,82.25,104.5,8.5,9.3,,,,,
594,2015,Christian Wood,PF,81.25,216,23.0,0.147,87.25,111.5,9.25,10.8,,,,,
595,2015,Delon Wright,PG,76.25,181.4,21.93,0.066,79.5,101.5,8.0,8.5,29.5,31.0,11.16,3.5,3.29
596,2014,Jordan Adams,SG,75.5,208.8,25.75,0.108,82.0,102.0,8.5,7.5,24.5,29.5,12.13,3.05,3.5
597,2014,Kyle Anderson,SF,79.5,230.1,25.59,0.1335,86.75,107.5,8.25,8.8,,,,,
598,2014,Thanasis Antetokounmpo,SF,77.25,205.2,24.17,0.0605,84.0,104.5,9.0,9.8,31.5,39.5,11.39,3.05,3.18
599,2014,Jordan Bachynski,PF,85.25,254.1,24.58,0.0745,88.0,108.5,9.25,10.0,29.0,33.0,12.15,3.03,3.36
600,2014,Cameron Bairstow,PF,80.75,252.4,27.21,0.087,84.75,107.0,8.75,9.0,31.0,33.5,11.39,3.09,3.37
601,2014,Khem Birch,PF,79.5,208.8,23.22,0.06,85.0,107.0,9.0,8.5,30.5,35.5,11.6,3.24,3.26
602,2014,Alec Brown,PF,84.25,231.2,22.9,0.077,85.5,109.0,9.25,8.8,27.0,30.0,12.05,2.91,3.48
603,2014,Jabari Brown,SG,75.0,201.9,25.23,0.0605,80.25,100.0,9.0,9.3,28.0,32.0,11.6,3.26,3.5
604,2014,Markel Brown,SG,74.5,184.4,23.36,0.042,80.75,100.0,8.25,9.8,36.5,43.5,12.62,2.9,3.18
605,2014,Deonte Burton,PG,72.0,192.8,26.15,0.0765,79.0,97.5,8.25,8.0,29.0,39.5,11.28,3.08,3.28
606,2014,Semaj Christon,PG,73.5,186,24.2,0.0525,78.5,99.0,8.5,8.3,30.5,36.5,11.55,3.21,3.32
607,2014,Jordan Clarkson,PG,75.25,186.3,23.13,0.043,80.0,98.0,8.25,9.0,33.0,38.5,10.76,2.98,3.28
608,2014,Aaron Craft,PG,72.75,191.6,25.45,0.061,74.0,94.5,7.75,8.5,29.0,32.0,10.78,2.9,3.26
609,2014,DeAndre Daniels,SF,79.25,196,21.94,0.0385,86.0,106.5,9.25,10.5,26.5,32.0,11.46,3.04,3.44
610,2014,Spencer Dinwiddie,PG,76.5,204.9,24.61,0.0535,80.25,103.0,8.25,9.0,,,,,
611,2014,Cleanthony Early,SF,78.0,209.4,24.2,0.0445,82.75,101.5,8.5,9.0,34.0,40.0,11.15,2.96,3.18
612,2014,Melvin Ejim,SF,77.25,218.5,25.74,0.0645,83.25,103.5,8.75,9.3,29.5,35.0,11.55,3.12,3.14
613,2014,Tyler Ennis,PG,73.0,181.5,23.94,0.062,79.25,98.0,8.25,8.8,29.0,36.0,11.12,2.84,3.3
614,2014,Dante Exum,SG,76.5,196.3,23.58,0.064,81.5,103.0,8.5,9.5,31.5,34.5,10.75,2.88,3.19
615,2014,C.J. Fair,SF,78.5,218.1,24.88,0.0505,81.5,104.0,9.0,9.0,27.0,35.0,11.0,3.06,3.32
616,2014,Aaron Gordon,PF,79.5,220.1,24.48,0.0505,83.75,105.0,8.75,10.5,32.5,39.0,10.81,2.76,3.27
617,2014,Jerami Grant,SF,78.5,214,24.41,0.0375,86.75,107.0,9.25,9.3,,,,,
618,2014,P.J. Hairston,SG,76.25,228.8,27.67,0.082,81.0,101.0,8.75,9.8,32.0,37.0,11.12,,3.32
619,2014,Gary Harris,SG,74.5,204.8,25.94,0.0455,78.75,96.0,8.5,9.5,,,,,
620,2014,Joe Harris,SG,76.75,215,25.66,0.062,78.0,100.0,8.5,9.8,28.5,33.5,11.11,2.92,3.31
621,2014,Rodney Hood,SF,79.25,208.2,23.3,0.0745,80.5,103.0,8.5,8.5,29.0,36.0,11.21,3.14,3.38
622,2014,Cory Jefferson,PF,79.75,218.4,24.14,0.0525,84.5,105.0,8.75,9.8,33.0,37.5,12.63,3.39,3.36
623,2014,Nick Johnson,SG,73.5,198,25.77,0.0605,79.25,96.5,8.75,9.8,33.5,41.5,10.8,2.95,3.27
624,2014,Sean Kilpatrick,SG,74.5,218.7,27.7,0.092,79.0,99.0,9.0,9.0,,,,,
625,2014,Alex Kirk,PF,81.25,252,26.84,0.136,87.5,109.5,9.25,10.5,28.5,31.5,11.2,3.19,3.48
626,2014,Zach LaVine,PG,76.5,180.9,21.73,0.047,80.25,100.0,8.25,8.8,33.5,41.5,10.42,2.8,3.19
627,2014,Devyn Marble,SG,77.0,192.4,22.81,0.069,81.0,102.0,8.25,8.5,29.0,35.0,11.32,3.08,3.28
628,2014,James McAdoo,PF,79.5,227.6,25.32,0.0615,86.25,106.5,9.25,9.0,29.5,34.0,11.61,2.91,3.28
629,2014,K.J. McDaniels,SF,76.5,195.6,23.5,0.0445,83.25,102.0,8.75,9.8,33.0,37.0,12.71,3.2,3.1
630,2014,Doug McDermott,SF,78.25,218,25.03,0.071,81.25,103.0,8.75,9.8,28.5,36.5,11.1,3.15,3.29
631,2014,Jordan McRae,SG,75.75,179.4,21.98,0.052,84.5,104.0,8.75,8.5,27.5,34.5,11.07,3.15,3.39
632,2014,Shabazz Napier,PG,71.0,175.2,24.43,0.0735,75.25,93.0,8.25,8.5,30.5,37.5,11.6,3.13,3.2
