,YEAR,PLAYER,POS,HGT,WGT,BMI,BF,WNGSPN,STNDRCH,HANDL,HANDW,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT
212,2021,RaiQuan Gray,PF,78.5,268.6,30.64,0.173,82.75,105.0,9.25,9.0,26.5,31.5,11.69,3.3,3.25
213,2021,Quentin Grimes,SG,76.0,205,24.95,0.066,80.0,101.0,8.5,10.0,30.5,38.5,11.09,3.33,3.07
214,2021,Sam Hauser,SF,78.75,217.4,24.64,0.079,81.25,102.0,8.25,9.0,28.5,34.5,11.14,3.07,3.34
215,2021,Aaron Henry,SF,76.5,209.6,25.18,0.056,82.75,103.5,8.5,9.3,29.0,35.0,11.68,3.18,3.07
216,2021,Matt Hurt,PF,80.5,232.4,25.21,0.152,81.5,106.5,9.0,9.0,25.5,32.5,11.44,3.25,3.34
217,2021,Nah'Shon Hyland,SG,74.0,169,21.7,0.058,81.25,101.5,8.75,9.0,26.5,34.0,10.53,3.17,3.1
218,2021,David Johnson,SG,75.25,202.8,25.18,0.075,82.5,104.0,8.25,8.5,33.0,39.0,12.02,3.2,3.03
219,2021,Jalen Johnson,PF,79.75,209.6,23.17,0.045,84.25,106.0,9.75,10.5,,,,,
220,2021,Keon Johnson,SG,75.5,184.8,22.79,0.044,79.25,97.0,8.5,9.0,41.5,48.0,11.45,3.2,3.0
221,2021,Carlik Jones,PG,72.0,173.6,23.54,0.045,77.0,97.5,8.25,9.0,31.5,36.0,10.96,3.23,3.16
222,2021,Herbert Jones,SF,78.0,206.4,23.85,0.058,84.25,106.0,8.5,9.0,28.5,36.5,11.02,3.17,3.25
223,2021,Kai Jones,PF,82.0,221.4,23.15,0.047,85.75,110.5,9.0,9.5,,,,,
224,2021,Corey Kispert,SF,78.0,223.8,25.86,0.068,79.0,102.0,8.75,10.0,30.0,37.5,10.91,2.99,3.12
225,2021,AJ Lawson,SG-SF,77.5,179.2,20.97,0.044,78.75,99.5,8.5,9.3,33.0,41.0,11.0,3.01,2.98
226,2021,Scottie Lewis,SF,76.0,187.6,22.83,0.047,84.0,101.5,8.75,9.8,34.0,42.0,10.45,3.03,2.98
227,2021,Isaiah Livers,SF,77.75,231.8,26.96,0.094,81.25,104.5,9.0,9.5,,,,,
228,2021,Makur Maker,C,82.25,232.2,24.13,0.145,85.75,112.0,8.75,9.5,25.5,31.0,11.87,3.28,3.34
229,2021,Sandro Mamukelashvili,C,81.0,239.8,25.69,0.078,85.25,106.5,9.0,9.5,30.5,36.5,11.63,3.3,3.21
230,2021,Tre Mann,PG,75.25,177.6,22.05,0.041,76.0,98.5,8.0,9.0,,,,,
231,2021,Miles McBride,PG,73.0,195.2,25.75,0.06,80.75,99.5,9.0,9.5,31.0,38.5,11.08,3.13,3.1
232,2021,Davion Mitchell,PG,72.0,202.4,27.45,0.062,76.25,96.5,8.25,8.8,,,,,
233,2021,Isaiah Mobley,PF,80.0,238,26.14,0.129,87.0,107.5,9.0,10.0,26.5,32.0,12.7,3.5,3.3
234,2021,Moses Moody,SG,76.5,210.6,25.3,0.068,84.75,105.0,9.0,10.0,,,,,
235,2021,Trey Murphy III,SF,79.5,206,22.91,0.081,84.0,105.5,8.5,9.0,34.0,38.0,11.65,3.32,3.14
236,2021,Daishen Nix,PG,75.0,225.6,28.19,0.118,78.75,100.0,8.5,9.0,29.5,36.5,11.72,3.18,3.0
237,2021,John Petty Jr.,SG,76.5,186.2,22.37,0.056,81.5,103.5,8.5,9.0,27.5,34.0,11.51,3.17,3.35
238,2021,Yves Pons,PF,77.5,206.4,24.16,0.04,84.75,104.0,9.0,9.3,36.0,42.5,10.89,3.05,3.1
239,2021,Jason Preston,PG,75.0,180.6,22.57,0.0545,80.5,100.5,8.5,9.3,30.5,38.5,10.82,3.08,3.13
240,2021,Joshua Primo,SG,76.0,189,23.0,0.063,81.25,102.5,9.0,10.0,30.5,37.5,10.97,3.36,3.22
241,2021,Roko Prkacin,PF,79.5,225.4,25.07,0.07,83.0,107.0,8.75,9.3,,,,,
242,2021,Neemias Queta,C,83.25,248.4,25.2,0.076,88.0,112.5,9.25,10.5,27.0,33.0,11.85,3.5,3.29
243,2021,Austin Reaves,SG,76.5,197.2,23.69,0.11,78.25,101.0,8.0,8.3,25.0,35.0,10.94,3.19,3.07
244,2021,Jeremiah Robinson-Earl,PF,79.75,242.4,26.79,0.089,81.75,105.5,9.0,9.8,27.0,32.0,11.64,3.15,3.29
245,2021,Jericho Sims,C,81.0,250.2,26.81,0.055,87.25,106.0,9.0,9.8,37.0,44.5,11.59,3.38,3.05
246,2021,Jaden Springer,SG,75.0,202,25.25,0.063,79.75,99.0,8.5,9.8,34.5,41.5,11.46,3.1,3.13
247,2021,DJ Steward,PG,72.75,162.2,21.54,0.05,79.0,98.5,8.5,9.0,34.5,38.5,11.14,3.1,3.08
248,2021,JT Thor,PF,80.5,203,22.02,0.061,87.25,110.0,9.25,9.5,31.5,35.0,12.19,3.08,3.06
249,2021,Isaiah Todd,PF,80.75,219,23.61,0.062,85.25,107.5,9.0,9.8,28.5,35.5,11.38,3.25,3.31
250,2021,Duane Washington Jr.,SG,74.25,196.8,25.1,0.051,79.75,101.0,8.25,8.8,29.5,35.5,11.5,3.06,3.17
251,2021,Trendon Watford,PF,79.5,237.4,26.41,0.101,86.25,105.0,9.5,9.5,28.0,35.0,11.69,3.23,3.27
252,2021,Joe Wieskamp,SF,77.75,204.8,23.82,0.041,83.0,103.0,8.5,9.3,30.0,42.0,10.7,3.18,3.04
253,2021,Aaron Wiggins,SG-SF,76.5,190,22.82,0.05,81.75,103.0,8.75,8.5,29.5,36.0,11.2,3.0,3.04
254,2021,Ziaire Williams,SF,80.25,188.4,20.57,0.044,82.25,106.5,9.0,8.8,34.0,39.5,10.69,3.04,3.12
255,2021,McKinley Wright IV,PG,71.25,192.2,26.62,0.067,77.25,94.0,8.5,9.0,31.5,38.0,10.76,3.12,3.08
256,2021,Moses Wright,PF,79.75,225.8,24.96,0.056,84.75,107.0,9.0,9.5,31.5,38.0,11.2,3.42,3.15
257,2021,Marcus Zegarowski,PG,72.75,180.8,24.02,0.072,74.75,96.0,8.0,9.5,30.0,35.5,11.47,3.26,3.11
258,2020,Precious Achiuwa,PF,79.5,234,26.03,0.067,84.75,108.5,9.0,10.0,,,,,
259,2020,Ty-Shon Alexander,SG,74.0,200.8,25.78,0.123,80.0,100.0,8.75,8.8,28.0,33.0,11.33,2.47,3.26
260,2020,Udoka Azubuike,C,82.0,259.5,27.13,0.0961,91.25,109.0,9.25,10.0,37.0,41.0,11.82,3.61,3.23
261,2020,Tyler Bey,PF,78.0,212.8,24.59,0.05,85.25,105.5,8.5,9.0,37.0,43.5,11.35,2.75,3.17
262,2020,Yoeli Childs,PF,78.0,226.4,26.16,0.082,83.5,106.0,8.75,10.0,34.0,38.5,10.87,2.42,3.22
263,2020,Mamadi Diakite,PF,80.5,222.1,24.09,0.0783,87.75,107.0,9.0,10.3,28.0,37.0,11.95,2.71,3.16
264,2020,Devon Dotson,PG,72.5,185.2,24.77,0.046,75.0,95.0,8.25,10.0,31.5,40.5,10.44,2.22,3.02
265,2020,Paul Eboua,SF-PF,78.0,222.2,25.67,0.038,87.5,108.0,9.0,10.3,33.0,35.5,10.79,2.44,3.19
266,2020,CJ Elleby,SG-SF,77.5,198.6,23.25,0.042,79.25,100.5,8.75,10.0,30.5,36.5,11.25,2.63,3.25
267,2020,Trent Forrest,PG,75.5,203,25.04,0.0565,79.5,102.5,9.0,9.8,28.0,34.5,11.04,2.5,3.18
268,2020,Josh Green,SG-SF,76.5,214,25.71,0.068,81.75,101.5,8.0,8.8,30.5,39.5,10.64,2.28,3.12
269,2020,Ashton Hagans,PG,73.5,193,25.12,0.041,80.0,99.5,9.0,9.0,29.5,36.5,10.82,2.5,3.13
270,2020,Joshua Hall,SF,78.0,196.6,22.72,0.076,83.0,104.5,8.75,9.5,31.5,37.5,12.16,2.62,3.38
271,2020,Jalen Harris,SG,74.75,193.4,24.33,0.044,79.0,97.5,8.25,9.5,37.5,42.5,10.59,2.49,3.11
272,2020,Markus Howard,PG,69.5,170.8,24.86,0.0991,72.25,91.5,8.5,7.8,30.5,35.5,11.21,3.17,3.11
273,2020,Elijah Hughes,SF-SG,76.75,229,27.33,0.102,79.5,101.5,8.5,8.8,,,,,
274,2020,Isaiah Joe,SG,75.0,170.4,21.3,0.047,79.5,101.0,8.25,8.3,,,,,
275,2020,Mason Jones,SG,75.75,207.2,25.39,0.089,79.0,102.5,8.75,8.5,24.0,31.0,10.6,2.49,3.33
276,2020,Nathan Knight,PF-C,80.0,235,25.81,0.082,86.0,109.5,9.0,9.5,23.0,31.5,11.56,2.96,3.31
277,2020,Theo Maledon,PG,76.0,187.4,22.81,0.028,80.75,100.5,8.5,10.0,,,,,
278,2020,Karim Mane,PG-SG,77.0,196,23.24,0.0373,83.0,102.0,8.5,9.8,31.0,36.0,11.52,2.64,3.04
279,2020,Naji Marshall,SF,77.75,233.5,27.15,0.087,84.75,102.5,9.25,10.5,28.5,35.0,11.77,2.9,3.37
280,2020,Kenyon Martin Jr.,SF-PF,78.0,213.2,24.64,0.059,79.25,102.0,8.5,8.8,31.5,38.5,11.93,2.58,3.16
281,2020,Skylar Mays,SG,75.0,204,25.5,0.074,78.0,99.0,8.0,9.8,29.0,37.5,10.65,2.4,3.3
282,2020,Zeke Nnaji,PF-C,81.25,246.8,26.28,0.059,86.0,105.5,9.0,10.5,33.0,38.0,10.94,2.72,3.2
283,2020,Jordan Nwora,SF-PF,77.75,223,25.93,0.1168,82.25,104.0,8.5,9.3,29.0,35.0,11.29,2.66,3.43
284,2020,Reggie Perry,PF-C,80.25,249.6,27.25,0.084,84.25,106.5,9.25,11.0,30.0,33.5,11.26,2.57,3.25
285,2020,Myles Powell,PG-SG,72.5,194,25.95,0.158,79.0,99.0,8.0,9.0,,,,,
286,2020,Immanuel Quickley,SG,74.0,185.8,23.85,0.082,80.25,99.0,8.0,8.8,29.5,35.5,11.21,2.46,3.17
287,2020,Jahmi'us Ramsey,SG,74.5,193.4,24.5,0.034,78.0,100.5,8.75,9.8,,,,,
288,2020,Paul Reed Jr.,PF,80.5,219.2,23.78,0.0683,86.0,109.5,9.0,8.8,26.5,37.5,12.29,2.67,3.45
289,2020,Nick Richards,C,82.5,241.6,24.95,0.085,86.25,110.0,9.0,9.0,30.0,34.0,11.42,2.92,3.25
290,2020,Grant Riller,PG-SG,72.25,178.4,24.03,0.054,77.25,96.5,8.0,8.5,32.5,39.5,11.17,2.45,3.07
291,2020,Jayden Scrubb,SG-SF,77.0,185.2,21.96,0.037,81.5,104.5,8.25,9.8,,,,,
292,2020,Jalen Smith,PF-C,81.25,224.6,23.92,0.037,86.25,110.0,9.25,9.3,,,,,
293,2020,Cassius Stanley,SG,77.0,201.6,23.9,0.058,79.0,99.5,8.25,9.0,34.5,44.0,11.4,2.43,3.09
294,2020,Lamar Stevens,SF-PF,77.75,228,26.51,0.068,81.0,101.0,8.5,9.8,35.0,41.0,10.35,2.54,3.2
295,2020,Isaiah Stewart,C,79.25,243,27.2,0.075,88.75,108.5,9.0,10.5,,,,,
296,2020,Tyrell Terry,PG,73.5,170,22.12,0.076,73.75,96.0,7.5,8.3,30.0,34.0,10.78,2.59,3.28
297,2020,Killian Tillie,PF,80.75,221.6,23.89,0.1243,80.0,106.0,8.25,9.3,27.5,32.0,11.6,2.62,3.4
298,2020,Xavier Tillman Sr.,PF-C,79.5,266.5,29.64,0.085,86.0,106.0,10.25,11.0,26.0,32.5,11.8,3.01,3.49
299,2020,Kaleb Wesson,C,81.25,252.6,26.9,0.125,87.5,111.5,9.0,10.8,21.5,27.0,11.73,2.64,3.6
300,2020,Kahlil Whitney,SF,77.5,205,23.99,0.053,84.25,105.5,9.25,10.3,29.0,39.0,11.17,2.61,3.28
301,2020,Cassius Winston,PG,72.5,196,26.21,0.09,78.0,97.0,8.75,8.3,24.0,28.0,11.15,2.74,3.61
302,2020,Robert Woodard II,SF,77.5,230.2,26.94,0.045,86.0,105.5,9.0,10.8,32.0,38.0,11.1,2.49,3.18
303,2019,Nickeil Alexander-Walker,SG,76.25,203.8,24.64,0.059,81.5,102.0,8.5,8.8,,,,,
304,2019,Darius Bazley,PF,79.75,208.4,23.04,0.036,84.0,107.0,9.0,9.8,30.5,37.0,11.09,2.95,3.27
305,2019,Bol Bol,C,84.75,208,20.36,0.071,91.0,115.5,9.25,9.5,,,,,
306,2019,Jordan Bone,SG,73.5,179,23.29,0.05,75.25,95.0,7.5,9.3,36.0,42.5,9.97,2.78,3.08
307,2019,Brian Bowen II,SF,78.25,200,22.96,0.065,82.0,103.0,8.5,9.8,32.0,35.5,10.98,3.21,3.26
308,2019,Ky Bowman,PG,73.0,181.2,23.9,0.049,79.0,98.0,8.25,9.0,27.5,33.0,11.11,3.11,3.26
309,2019,Ignas Brazdeikis,SF,77.75,220.8,25.68,0.06,81.25,102.0,8.75,9.5,31.0,36.5,11.06,3.17,3.36
310,2019,O'Shae Brissett,SF-PF,79.0,203.2,22.89,0.029,84.0,104.0,9.0,9.5,34.0,37.5,11.3,3.18,3.48
311,2019,Moses Brown,C,85.25,237.2,22.94,0.078,88.75,113.0,9.5,10.3,27.0,31.0,11.95,3.3,3.51
312,2019,Brandon Clarke,SF,79.25,207.2,23.19,0.049,80.25,102.0,8.25,9.5,34.0,40.5,10.61,3.05,3.15
313,2019,Nicolas Claxton,C,82.0,216.6,22.65,0.045,86.5,110.0,9.25,9.5,31.5,36.5,11.26,3.47,3.36
314,2019,Tyler Cook,PF,79.25,245.4,27.47,0.061,84.5,106.5,9.5,10.8,27.5,32.0,11.32,3.1,3.28
315,2019,Jarrett Culver,SG,77.25,194.2,22.88,0.05,81.5,100.5,8.25,8.5,,,,,
316,2019,Terence Davis,SG,75.0,192.4,24.05,0.041,80.75,101.0,9.25,10.8,29.5,34.0,10.69,2.96,3.28
317,2019,Luguentz Dort,PG,74.75,222.2,27.96,0.05,80.5,99.5,8.5,9.0,32.5,38.0,10.79,3.13,3.22
318,2019,Carsen Edwards,PG,70.75,199.4,28.0,0.055,78.0,94.5,8.75,9.0,28.5,34.0,10.53,2.82,3.22
319,2019,Tacko Fall,C,89.25,288.8,25.49,0.068,98.25,122.5,10.5,10.5,22.0,26.5,13.01,3.46,3.78
320,2019,Bruno Fernando,C,80.75,237,25.55,0.054,87.25,110.0,9.25,10.0,29.5,33.5,11.29,3.05,3.21
321,2019,Daniel Gafford,PF,81.25,237.6,25.3,0.059,86.25,110.0,9.25,9.3,32.5,36.5,11.61,3.19,3.25
322,2019,Kyle Guy,SG,72.75,167.8,22.29,0.057,76.5,95.5,8.0,8.8,30.5,36.5,10.48,3.07,3.27
323,2019,Jaylen Hands,PG,73.5,180.4,23.48,0.051,77.5,97.0,8.0,8.3,33.0,41.5,10.73,3.03,3.12
324,2019,Jared Harper,PG,69.75,169.2,24.45,0.039,77.5,94.0,8.25,9.5,33.5,40.5,10.77,3.02,3.04
325,2019,Jaxson Hayes,PF,82.25,218.6,22.72,0.05,87.5,110.5,9.25,10.5,27.0,34.5,11.74,3.23,3.37
326,2019,Dewan Hernandez,C,81.0,232.8,24.94,0.061,85.75,107.0,9.5,10.3,30.5,35.5,11.46,3.25,3.28
327,2019,Tyler Herro,SG,76.5,192.4,23.11,0.071,75.25,100.5,8.0,8.8,,,,,
328,2019,Jalen Hoard,PF,79.25,212.6,23.8,0.067,84.75,105.5,8.75,9.8,27.5,35.5,11.44,3.32,3.34
329,2019,Talen Horton-Tucker,SG,74.5,235.4,29.82,0.084,85.25,103.0,9.5,9.8,26.0,34.5,11.34,3.43,3.34
330,2019,DaQuan Jeffries,SF-PF,76.0,215.6,26.24,0.039,83.25,104.0,9.5,10.3,,,,,
331,2019,Ty Jerome,PG,76.25,194.4,23.51,0.065,76.0,98.0,8.25,9.5,26.0,31.5,11.21,3.12,3.4
332,2019,Cameron Johnson,SG,79.0,205.2,23.11,0.058,82.0,103.0,8.0,8.5,30.5,36.5,10.52,3.28,3.26
333,2019,Keldon Johnson,SG,76.75,216.4,25.83,0.056,81.25,104.0,8.0,9.3,,,,,
334,2019,Mfiondu Kabengele,PF,80.75,256.2,27.62,0.051,87.0,109.5,9.25,10.8,28.0,35.5,11.21,3.3,3.25
335,2019,Louis King,SF,78.75,195.2,22.13,0.048,84.25,104.5,8.0,8.5,29.0,33.0,10.99,3.05,3.28
336,2019,Romeo Langford,SG,76.5,,,,83.0,103.0,9.0,9.0,,,,,
337,2019,Dedric Lawson,PF,79.0,233,26.25,0.089,86.25,107.5,9.75,9.8,23.5,26.0,11.8,3.54,3.6
338,2019,Jalen Lecque,PG,74.5,185.2,23.46,0.04,80.5,98.5,8.75,8.5,35.0,43.0,11.09,3.3,3.29
339,2019,Nassir Little,SF,76.5,224.2,26.93,0.059,85.25,104.5,8.75,10.0,31.0,38.5,12.15,3.1,3.24
340,2019,Terance Mann,SG-SF,76.75,204.6,24.42,0.04,79.75,101.0,9.5,9.3,32.5,38.5,11.51,3.14,3.3
341,2019,Cody Martin,PG-SG,76.75,192.2,22.94,0.05,82.25,102.5,8.25,9.0,28.0,35.5,10.44,2.99,3.32
342,2019,Charles Matthews,SG,77.0,194.8,23.1,0.038,81.5,103.0,8.5,8.8,29.5,37.5,11.26,3.24,3.38
343,2019,Jalen McDaniels,SF,80.25,191.6,20.92,0.057,84.25,105.5,9.0,10.0,29.5,33.5,11.54,3.23,3.32
344,2019,Zach Norvell Jr.,SG,76.5,206.4,24.79,0.075,78.0,101.0,8.5,9.5,24.0,30.0,11.6,3.34,3.43
345,2019,Jaylen Nowell,SG,75.25,202.4,25.13,0.061,79.25,98.0,8.25,8.5,32.0,38.5,10.76,3.13,3.23
346,2019,KZ Okpala,SF,79.25,209.6,23.46,0.046,85.75,106.5,9.25,9.3,30.5,37.0,10.88,3.13,3.38
347,2019,Miye Oni,SG,76.25,205.6,24.86,0.049,82.75,100.5,9.0,10.0,30.5,38.5,11.71,3.12,3.17
348,2019,Eric Paschall,SF,78.0,254.4,29.4,0.063,83.75,103.5,9.0,9.5,33.0,38.0,11.63,3.26,3.3
349,2019,Shamorie Ponds,PG,71.5,180,24.75,0.098,75.5,96.5,7.75,8.0,29.0,37.0,11.01,3.07,3.2
350,2019,Jordan Poole,SG,75.5,190.8,23.53,0.075,78.75,99.5,8.25,8.5,28.0,35.5,10.59,3.14,3.27
351,2019,Kevin Porter Jr.,SG,76.0,212.6,25.88,0.051,81.0,103.0,8.75,8.8,27.0,34.0,10.82,3.03,3.14
352,2019,Jontay Porter,PF,81.75,210.4,22.13,0.085,84.0,109.5,8.75,9.5,,,,,
353,2019,Cameron Reddish,SF,78.5,207.8,23.71,0.047,84.5,105.5,9.0,9.0,,,,,
354,2019,Naz Reid,PF,80.75,255.8,27.58,0.14,87.25,109.0,9.5,9.3,26.0,32.5,12.03,3.76,3.42
355,2019,Isaiah Roby,PF,79.25,214,23.95,0.039,85.0,106.0,9.0,10.5,32.5,35.5,10.63,3.05,3.25
356,2019,Luka Samanic,PF,81.5,227.2,24.05,0.056,82.5,107.0,8.5,9.0,27.0,38.0,11.01,3.03,3.27
357,2019,Admiral Schofield,SF,76.0,240.6,29.28,0.068,81.75,102.5,8.75,9.0,30.0,34.0,10.77,2.87,3.37
358,2019,Marial Shayok,SF-PF,76.5,196.8,23.64,0.047,84.25,103.5,8.75,9.3,29.5,36.5,11.16,3.04,3.37
359,2019,Simisola Shittu,PF,80.5,227.2,24.65,0.062,85.25,106.0,8.75,8.5,27.0,35.5,11.85,3.24,3.3
360,2019,P.J. Washington,PF,78.5,230.4,26.28,0.086,86.25,106.5,9.0,10.3,,,,,
361,2019,Tremont Waters,PG,69.5,172.4,25.09,0.066,74.25,93.5,8.0,9.8,30.5,40.5,10.76,3.11,3.07
362,2019,Quinndary Weatherspoon,SG,75.0,206.6,25.82,0.061,81.0,100.0,8.5,9.0,31.0,38.0,11.57,3.15,3.16
363,2019,Coby White,PG,75.5,191.4,23.6,0.043,77.0,97.5,7.75,9.0,,,,,
364,2019,Kris Wilkes,SF,78.25,208.8,23.97,0.049,82.75,103.0,8.5,9.5,27.5,35.0,10.39,3.09,3.34
365,2019,Grant Williams,PF,77.75,240.2,27.93,0.054,81.75,104.5,9.0,10.5,26.0,31.5,10.83,3.27,3.33
366,2019,Dylan Windler,SF,78.25,195.8,22.48,0.046,82.0,104.5,8.25,9.5,29.0,37.5,10.7,2.94,3.3
367,2018,Rawle Alkins,SG,74.75,217.4,27.35,0.089,80.75,99.0,8.5,10.0,32.5,40.5,11.5,3.09,3.15
368,2018,Grayson Allen,SG,75.0,198,24.75,0.0555,79.25,97.0,8.25,10.0,32.5,40.5,10.31,3.04,3.15
369,2018,Kostas Antetokounmpo,PF,81.0,194.8,20.87,0.05,86.25,110.0,9.25,9.5,29.5,35.0,12.48,3.48,3.21
370,2018,Mohamed Bamba,C,83.25,225.6,22.88,0.062,94.0,115.5,9.75,10.3,,,,,
371,2018,Jaylen Barford,PG-SG,73.25,207.6,27.2,0.1165,75.5,96.5,8.0,8.3,27.0,33.0,11.39,3.21,3.31
372,2018,Keita Bates-Diop,SG-SF,79.25,223.8,25.05,0.0535,87.25,106.5,9.0,8.5,30.5,35.0,11.2,3.28,3.17
373,2018,Tyus Battle,SG,77.0,200.2,23.74,0.04,81.0,102.0,8.5,9.3,32.0,37.5,11.04,2.87,3.07
374,2018,Brian Bowen,SG-SF,78.25,202,23.19,0.076,82.25,103.5,9.0,10.0,30.5,34.0,11.58,3.33,3.28
375,2018,Miles Bridges,SF,77.25,220.4,25.96,0.059,81.5,103.5,9.0,9.8,,,,,
376,2018,Bruce Brown,SG-PG,75.5,194.6,24.0,0.0375,81.0,98.5,8.5,8.5,32.5,38.0,11.11,3.44,3.2
377,2018,Troy Brown,SF,77.75,208,24.19,0.0705,82.25,105.0,9.0,9.8,26.0,33.0,11.51,3.29,3.33
378,2018,Jalen Brunson,PG,73.0,198.4,26.17,0.067,76.0,96.0,8.25,9.3,29.0,37.0,10.59,3.11,3.15
379,2018,Tony Carr,PG,75.0,198.8,24.85,0.065,80.25,100.0,8.5,9.8,25.0,31.5,11.89,3.4,3.17
380,2018,Jevon Carter,PG,72.25,196.2,26.42,0.0415,76.25,95.0,9.25,8.5,29.0,36.5,11.04,3.05,3.18
381,2018,Wendell Carter,C-PF,80.75,251.4,27.1,0.0785,88.5,109.0,8.5,9.0,,,,,
382,2018,Hamidou Diallo,SG,76.25,197,23.82,0.0445,83.5,103.0,8.75,9.0,32.5,40.5,10.53,3.14,3.1
383,2018,Donte DiVincenzo,SG,75.5,200.6,24.74,0.05,78.0,97.5,8.25,9.0,34.5,42.0,10.72,3.12,3.11
384,2018,Trevon Duval,PG,73.5,191,24.86,0.052,80.25,97.5,8.75,10.0,34.0,41.5,10.93,3.09,3.18
385,2018,Jacob Evans,SG-SF,76.25,199.6,24.13,0.065,81.25,102.5,9.0,9.3,28.0,35.5,11.11,3.14,3.2
386,2018,Keenan Evans,PG,73.5,183.2,23.84,0.065,77.25,98.0,8.5,8.0,,,,,
387,2018,Melvin Frazier,SF-SG,76.5,198.2,23.81,0.079,85.75,105.0,9.5,9.5,31.0,40.5,11.24,3.08,3.08
388,2018,Shai Gilgeous-Alexander,PG,76.5,180,21.62,0.03,83.5,104.0,9.0,9.0,,,,,
389,2018,Devonte Graham,PG,72.25,186.4,25.1,0.048,78.25,96.0,8.5,9.5,31.0,37.0,11.28,3.15,3.21
390,2018,Isaac Haas,C,85.25,303,29.31,0.1255,89.0,111.5,10.0,10.5,,,,,
391,2018,Devon Hall,SG,76.25,206.4,24.96,0.0845,79.75,102.0,8.5,10.0,25.0,31.0,10.95,3.16,3.27
392,2018,Kevin Hervey,PF,78.5,211.6,24.14,0.0515,87.5,107.0,9.25,10.3,27.5,32.0,11.28,3.15,3.36
393,2018,Aaron Holiday,PG,71.75,187,25.54,0.064,79.5,97.0,8.75,8.5,25.5,33.0,10.96,3.22,3.27
394,2018,Kevin Huerter,SG,78.25,194,22.27,0.086,79.5,101.5,8.25,8.5,31.0,38.0,10.89,2.97,3.09
395,2018,Jaren Jackson,PF-C,81.75,236,24.83,0.072,89.25,110.0,10.0,10.0,,,,,
396,2018,Justin Jackson,PF,78.0,229.4,26.51,0.089,87.0,105.0,9.0,9.5,,,,,
397,2018,Alize Johnson,PF,79.25,216.6,24.24,0.081,80.75,103.0,8.5,9.8,25.0,31.0,11.83,3.28,3.38
398,2018,George King,SF-SG,76.75,218.6,26.09,0.0725,83.5,101.5,9.0,10.3,31.0,39.0,10.75,3.08,3.29
399,2018,Kevin Knox,SF,79.75,212.6,23.5,0.0495,83.75,108.0,8.75,9.3,,,,,
400,2018,Sagaba Konate,C,78.5,246,28.06,0.0735,84.0,106.5,9.25,10.0,31.5,35.0,12.28,3.36,3.28
401,2018,Caleb Martin,SF-SG,76.75,195.8,23.37,0.07,82.0,101.5,8.5,8.8,29.0,36.5,10.43,2.75,3.26
402,2018,Yante Maten,PF-C,79.25,246.2,27.56,0.081,84.5,107.5,9.25,10.0,27.0,31.5,11.35,3.13,3.17
403,2018,Brandon McCoy,C,83.5,250.4,25.25,0.087,86.0,110.5,9.75,9.5,27.5,32.0,11.77,3.31,3.23
404,2018,DeAnthony Melton,SG-PG,74.25,193.2,24.64,0.052,80.5,99.5,8.5,9.5,31.0,36.5,11.48,3.33,3.23
405,2018,Chimezie Metu,PF-C,80.5,219.6,23.82,0.0505,84.5,108.0,9.0,9.3,29.5,36.0,11.89,3.25,3.33
406,2018,Shake Milton,SG-PG,76.5,207.2,24.89,0.068,84.75,99.5,8.75,9.5,30.0,33.0,11.07,3.19,3.25
407,2018,Sviatoslav Mykhailiuk,SG-SF,78.5,211.6,24.14,0.0845,76.75,100.0,8.25,9.5,30.5,37.0,11.25,3.18,3.15
408,2018,Malik Newman,SG,74.5,189.2,23.96,0.0625,77.5,98.5,8.5,9.5,27.5,33.5,10.9,3.18,3.13
409,2018,Josh Okogie,SG,75.0,210.8,26.35,0.052,84.0,102.0,9.0,9.8,33.0,42.0,11.08,3.03,3.04
410,2018,Theo Pinson,SG-SF,77.0,211.2,25.04,0.0735,82.75,103.5,9.0,9.0,27.0,34.0,11.53,3.11,3.22
411,2018,Michael Porter,SF-PF,81.5,211,22.33,0.064,84.25,108.5,8.75,9.3,,,,,
412,2018,Billy Preston,PF,80.75,222.4,23.98,0.0545,86.0,108.0,9.25,9.5,25.0,33.0,11.26,3.35,3.2
413,2018,Jerome Robinson,SG,76.0,188.4,22.93,0.0605,79.25,98.0,9.0,10.0,,,,,
414,2018,Collin Sexton,PG,72.5,183,24.48,0.056,79.25,98.5,8.25,8.5,,,,,
415,2018,Landry Shamet,PG,76.0,188.6,22.95,0.0485,78.75,100.0,8.0,9.0,31.0,39.5,11.26,3.21,3.11
416,2018,Anfernee Simons,SG-PG,74.25,183.2,23.36,0.077,81.25,99.5,8.75,9.0,32.0,41.5,11.27,3.16,3.1
417,2018,Zhaire Smith,SF-SG,74.75,198.6,24.99,0.0605,81.75,100.0,8.75,8.3,33.0,41.5,11.02,3.15,3.05
418,2018,Ray Spalding,PF,81.0,215.4,23.08,0.0555,88.75,109.0,9.25,9.0,26.0,32.0,11.48,3.2,3.34
419,2018,Omari Spellman,PF-C,80.0,253.8,27.88,0.1375,86.0,107.5,9.0,9.0,28.5,35.5,12.28,3.35,3.38
420,2018,Khyri Thomas,SG,74.5,198.8,25.18,0.064,82.5,101.0,8.75,9.3,30.0,35.0,10.96,3.18,3.18
421,2018,Gary Trent,SG,76.25,204.2,24.69,0.07,80.75,98.0,8.5,9.5,33.5,39.5,11.37,2.99,3.12
