,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,usg_pct,ts_pct,ast_pct,season
4091,12443,Shaedon Sharpe,POR,20,77.0,200.0,Kentucky,Canada,2022,1,7,80,9.9,3.0,1.2,-7.6,0.186,0.568,0.079,2022-23
14,12442,Shai Gilgeous-Alexander,OKC,24,78.0,195.0,Kentucky,Canada,2018,1,11,68,31.4,4.8,5.5,2.7,0.318,0.626,0.249,2022-23
2530,11544,Shake Milton,PHI,24,77.0,205.0,Southern Methodist,USA,2018,2,54,63,13.0,2.3,3.1,4.3,0.239,0.549,0.21,2020-21
5323,2755,Shammond Williams,DEN,28,73.0,201.0,North Carolina,USA,1998,2,34,78,8.0,2.2,3.4,-3.2,0.177,0.503,0.252,2002-03
11127,11003,Shamorie Ponds,TOR,22,72.0,175.0,"St. John's, N.Y.",USA,,Undrafted,Undrafted,4,2.3,0.3,0.5,-5.5,0.222,0.765,0.4,2019-20
2789,1524,Shandon Anderson,HOU,26,78.0,210.0,Georgia,USA,1996,2,54,82,12.3,4.7,2.9,-2.3,0.176,0.567,0.139,1999-00
1982,2326,Shane Battier,MEM,23,80.0,220.0,Duke,USA,2001,1,6,78,14.4,5.4,2.8,-5.6,0.181,0.518,0.116,2001-02
12364,7873,Shane Edwards,CLE,27,79.0,220.0,Arkansas-Little Rock,USA,,Undrafted,Undrafted,2,1.0,1.0,0.0,-25.6,0.161,0.333,0.0,2013-14
9494,3302,Shane Heal,SAS,33,72.0,180.0,,USA,,Undrafted,Undrafted,6,3.7,0.7,0.8,11.9,0.198,0.42,0.139,2003-04
5923,8862,Shane Larkin,BKN,23,71.0,175.0,Miami (FL),USA,2013,1,18,78,7.3,2.3,4.4,-9.6,0.175,0.515,0.3,2015-16
3463,7101,Shannon Brown,PHX,26,76.0,210.0,Michigan State,USA,2006,1,25,59,11.0,2.7,1.2,-2.0,0.228,0.507,0.083,2011-12
12409,12236,Shaq Buchanan,MEM,25,75.0,190.0,Murray State,USA,,Undrafted,Undrafted,2,1.0,1.0,1.0,-8.7,0.214,0.25,0.25,2021-22
4827,12440,Shaquille Harrison,LAL,29,76.0,195.0,Tulsa,USA,,Undrafted,Undrafted,5,8.8,4.4,6.0,-0.4,0.162,0.516,0.306,2022-23
33,1523,Shaquille O'Neal,LAL,28,85.0,315.0,Louisiana State,USA,1992,1,1,79,29.7,13.6,3.8,11.0,0.313,0.578,0.184,1999-00
324,1106,Shareef Abdur-Rahim,VAN,22,81.0,230.0,California,USA,1996,1,3,50,23.0,7.5,3.4,-9.7,0.288,0.53,0.174,1998-99
12624,12238,Sharife Cooper,ATL,21,73.0,176.0,Auburn,USA,2021,2,48,13,0.5,0.4,0.4,-43.9,0.202,0.25,0.313,2021-22
6573,218,Sharone Wright,TOR,24,83.0,260.0,Clemson,USA,1994,1,6,60,6.5,3.1,0.5,-9.3,0.255,0.423,0.054,1996-97
12111,4030,Sharrod Ford,PHX,24,81.0,235.0,Clemson,USA,,Undrafted,Undrafted,3,1.3,1.0,0.0,-24.7,0.162,0.667,0.0,2005-06
4455,4711,Shaun Livingston,LAC,21,79.0,182.0,,USA,2004,1,4,54,9.3,3.4,5.1,-3.9,0.174,0.503,0.283,2006-07
8597,4710,Shavlik Randolph,PHI,23,82.0,240.0,Duke,USA,,Undrafted,Undrafted,13,4.5,4.2,0.3,3.6,0.167,0.503,0.038,2006-07
2420,209,Shawn Bradley,DAL,25,90.0,248.0,Brigham Young,USA,1993,1,2,73,13.2,8.4,0.7,-5.9,0.224,0.478,0.042,1996-97
603,1139,Shawn Kemp,CLE,29,82.0,280.0,Trinity Valley Community College,USA,1989,1,17,42,20.5,9.2,2.4,0.5,0.281,0.578,0.14,1998-99
5218,9295,Shawn Long,PHI,24,81.0,255.0,Louisiana-Lafayette,USA,,Undrafted,Undrafted,18,8.2,4.7,0.7,2.6,0.245,0.595,0.087,2016-17
432,4027,Shawn Marion,PHX,28,79.0,228.0,Nevada-Las Vegas,USA,1999,1,9,81,21.8,11.8,1.8,7.1,0.222,0.591,0.068,2005-06
7140,631,Shawn Respert,DAL,26,74.0,195.0,Michigan State,USA,1995,1,8,57,5.9,1.8,1.1,-11.9,0.179,0.53,0.109,1997-98
6084,6488,Shawne Williams,NYK,25,81.0,230.0,Memphis,USA,2006,1,17,64,7.1,3.7,0.7,-0.1,0.152,0.558,0.054,2010-11
9272,2320,Shawnelle Scott,DEN,30,82.0,250.0,St. John's (NY),USA,1994,2,43,21,3.9,4.9,0.4,-5.8,0.167,0.489,0.056,2001-02
10468,8309,Shayne Whittington,IND,24,83.0,250.0,Western Michigan,USA,,Undrafted,Undrafted,20,2.9,1.5,0.3,2.9,0.247,0.547,0.094,2014-15
12295,629,Shea Seals,LAL,22,77.0,210.0,Tulsa,USA,,Undrafted,Undrafted,4,1.0,1.0,0.0,-13.1,0.355,0.205,0.0,1997-98
7558,4707,Shelden Williams,ATL,23,81.0,250.0,Duke,USA,2006,1,5,81,5.5,5.4,0.5,-8.0,0.159,0.518,0.051,2006-07
10341,9294,Sheldon Mac,WAS,24,78.0,200.0,Miami (Fla.),USA,,Undrafted,Undrafted,30,3.0,1.1,0.5,-8.7,0.143,0.518,0.078,2016-17
4952,8956,Shelvin Mack,UTA,26,75.0,203.0,Butler,USA,2011,2,34,52,8.6,2.5,3.6,3.6,0.234,0.507,0.292,2015-16
4151,213,Sherman Douglas,MIL,30,73.0,195.0,Syracuse,USA,1989,2,28,79,9.7,2.4,5.4,-3.0,0.168,0.557,0.289,1996-97
12440,6490,Sherron Collins,CHA,24,71.0,205.0,Kansas,USA,,Undrafted,Undrafted,20,0.9,0.3,0.4,-14.0,0.217,0.334,0.19,2010-11
12556,8307,Sim Bhullar,SAC,22,89.0,360.0,New Mexico State,Canada,,Undrafted,Undrafted,3,0.7,0.3,0.3,34.7,0.45,0.5,0.5,2014-15
6858,12439,Simone Fontecchio,UTA,27,79.0,209.0,,Italy,,Undrafted,Undrafted,52,6.3,1.7,0.8,-13.1,0.192,0.495,0.079,2022-23
5367,11005,Sindarius Thornwell,NOP,25,76.0,215.0,South Carolina,USA,2017,2,48,2,8.0,2.0,2.0,-7.4,0.176,0.627,0.143,2019-20
4808,9292,Skal Labissiere,SAC,21,83.0,225.0,Kentucky,Haiti,2016,1,28,33,8.8,4.9,0.8,-2.9,0.212,0.577,0.071,2016-17
1735,12438,Skylar Mays,POR,25,76.0,205.0,Louisiana State,USA,2020,2,50,6,15.3,3.2,8.3,-16.3,0.182,0.624,0.368,2022-23
5127,3307,Slava Medvedenko,LAL,25,82.0,250.0,,Ukraine,,Undrafted,Undrafted,68,8.3,5.0,0.8,-0.8,0.203,0.479,0.068,2003-04
12725,3308,Slavko Vranes,POR,21,89.0,275.0,,USA,2003,2,39,1,0.0,0.0,0.0,-10.0,0.145,0.0,0.0,2003-04
3202,4026,Smush Parker,LAL,25,76.0,180.0,Fordham,USA,,Undrafted,Undrafted,82,11.5,3.3,3.7,3.0,0.163,0.548,0.165,2005-06
10981,7107,Solomon Alabi,TOR,24,85.0,252.0,Florida State,Nigeria,2010,2,50,14,2.4,3.4,0.2,1.7,0.169,0.418,0.041,2011-12
4740,8306,Solomon Hill,IND,24,79.0,225.0,Arizona,USA,2013,1,23,82,8.9,3.8,2.2,-3.6,0.161,0.507,0.121,2014-15
9171,5879,Solomon Jones,IND,25,82.0,245.0,South Florida,USA,2006,2,33,52,4.0,2.8,0.6,-11.1,0.158,0.499,0.077,2009-10
4518,6493,Sonny Weems,TOR,24,78.0,203.0,Arkansas,USA,2008,2,39,59,9.2,2.6,1.8,-10.5,0.202,0.492,0.12,2010-11
11747,2765,Soumaila Samake,LAL,25,82.0,240.0,,Mali,2000,2,36,13,1.7,1.8,0.3,-10.0,0.15,0.442,0.087,2002-03
2802,4024,Speedy Claxton,NOK,28,71.0,170.0,Hofstra,USA,2000,1,20,71,12.3,2.7,4.8,0.1,0.238,0.497,0.306,2005-06
600,11007,Spencer Dinwiddie,BKN,27,77.0,215.0,Colorado,USA,2014,2,38,64,20.6,3.5,6.8,1.1,0.287,0.541,0.344,2019-20
2445,7913,Spencer Hawes,CLE,26,85.0,245.0,Washington,USA,2007,1,10,80,13.2,8.3,3.0,-9.2,0.196,0.554,0.152,2013-14
10251,627,Spud Webb,ORL,34,66.0,133.0,North Carolina State,USA,1985,4,87,4,3.0,0.8,1.3,-24.6,0.252,0.466,0.294,1997-98
7253,3310,Stacey Augmon,NOH,35,80.0,213.0,Nevada-Las Vegas,USA,1991,1,9,69,5.8,2.5,1.2,-0.9,0.158,0.486,0.106,2003-04
11140,215,Stacey King,DAL,30,83.0,250.0,Oklahoma,USA,1989,1,6,11,2.2,2.5,0.1,-18.7,0.135,0.478,0.018,1996-97
4885,9802,Stanley Johnson,DET,22,79.0,245.0,Arizona,USA,2015,1,8,69,8.7,3.7,1.6,-0.6,0.161,0.48,0.086,2017-18
4282,216,Stanley Roberts,LAC,27,84.0,290.0,Louisiana State,USA,1991,1,23,18,9.5,5.1,0.5,2.6,0.238,0.485,0.049,1996-97
11520,12435,Stanley Umude,DET,24,78.0,210.0,Arkansas,USA,,Undrafted,Undrafted,1,2.0,0.0,0.0,95.0,0.5,0.532,0.0,2022-23
12807,10982,Stanton Kidd,UTA,28,78.0,216.0,Colorado State,USA,,Undrafted,Undrafted,4,0.0,0.8,0.3,2.3,0.139,0.0,0.1,2019-20
7845,5274,Stephane Lasme,MIA,25,80.0,215.0,Massachusetts,Gabon,2007,2,46,16,5.2,3.3,0.2,-6.4,0.166,0.488,0.02,2007-08
9,11537,Stephen Curry,GSW,33,75.0,185.0,Davidson,USA,2009,1,7,63,32.0,5.5,5.8,4.6,0.331,0.655,0.283,2020-21
7644,5528,Stephen Graham,IND,27,78.0,215.0,Oklahoma State,USA,,Undrafted,Undrafted,52,5.4,1.8,0.6,-0.1,0.209,0.498,0.074,2008-09
9583,217,Stephen Howard,UTA,26,81.0,245.0,DePaul,USA,,Undrafted,Undrafted,49,3.6,1.7,0.2,0.1,0.187,0.613,0.046,1996-97
