player_name,age,player_height,player_weight,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,usg_pct,ts_pct,ast_pct,season,POS,BMI,BF,WNGSPN,STNDRCH,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT
Dan McClintock,24,84.0,270.0,2000.0,2,53,6,3.0,2.8,0.2,-24.2,0.158,0.446,0.025,2000-01,C-PF,25.51,,85.5,107.0,33.0,35.0,11.52,,3.33
Daniel Gafford,23,81.0,234.0,2019.0,2,38,72,9.4,5.7,0.9,-6.9,0.16,0.708,0.071,2021-22,PF,25.3,0.059,86.25,110.0,32.5,36.5,11.61,3.19,3.25
Daniel Hamilton,23,79.0,195.0,2016.0,2,56,19,3.0,2.5,1.2,-4.9,0.153,0.455,0.157,2018-19,SG-SF,22.62,0.0595,81.0,103.5,26.0,29.0,11.48,3.2,3.4
Daniel Orton,23,82.0,275.0,2010.0,1,29,22,3.0,2.8,0.7,-8.6,0.131,0.54,0.097,2013-14,C,29.02,0.138,88.25,110.5,24.0,30.5,12.32,,3.39
Danny Granger,26,80.0,228.0,2005.0,1,17,67,25.8,5.1,2.7,1.2,0.294,0.584,0.127,2008-09,,25.07,,85.5,103.0,31.0,34.0,10.84,,3.34
Danny Green,28,78.0,215.0,2009.0,2,46,81,11.7,4.2,2.0,9.9,0.175,0.596,0.101,2014-15,SG-SF,24.5,0.056,82.0,103.0,29.0,33.0,11.3,,3.3
Dante Cunningham,26,80.0,230.0,2009.0,2,33,80,8.7,5.1,0.8,-1.8,0.173,0.485,0.056,2012-13,PF,25.61,0.048,83.0,106.5,28.0,35.0,11.18,,3.26
Dante Exum,22,78.0,190.0,2014.0,1,5,14,8.1,1.9,3.1,8.1,0.223,0.566,0.27,2017-18,SG,23.58,0.064,81.5,103.0,31.5,34.5,10.75,2.88,3.19
Darington Hobson,24,79.0,210.0,2010.0,2,37,5,0.8,0.6,1.2,10.2,0.174,0.154,0.25,2011-12,SG-SF,23.98,0.062,81.25,104.5,29.0,34.0,11.68,,3.25
Darius Bazley,21,80.0,208.0,2019.0,1,23,55,13.7,7.2,1.8,-13.1,0.218,0.491,0.091,2020-21,PF,23.04,0.036,84.0,107.0,30.5,37.0,11.09,2.95,3.27
Darius Johnson-Odom,23,74.0,215.0,2012.0,2,55,4,0.0,1.0,0.3,-43.1,0.269,0.0,0.333,2012-13,SG,27.59,0.07,79.0,96.0,33.5,41.5,10.76,,3.21
Darius Miller,29,80.0,225.0,2012.0,2,46,69,8.2,1.9,2.1,-0.2,0.131,0.55,0.107,2018-19,SF-SG,26.97,0.075,81.0,101.0,33.0,37.0,11.34,,3.31
Darius Morris,22,76.0,190.0,2011.0,2,41,48,4.0,1.2,1.6,0.8,0.162,0.475,0.175,2012-13,PG-SG,23.59,0.053,79.5,102.0,24.5,32.0,11.0,,3.2
Darius Songaila,28,80.0,240.0,2002.0,2,49,62,9.2,4.0,1.4,1.8,0.215,0.524,0.113,2005-06,PF,26.36,,85.0,108.5,24.5,29.5,11.69,,3.52
Darius Washington,22,74.0,195.0,,Undrafted,Undrafted,18,2.9,1.1,0.8,1.3,0.214,0.493,0.161,2007-08,PG,26.82,0.097,76.0,96.0,29.0,37.5,10.71,,3.26
Darko Milicic,26,84.0,275.0,2003.0,1,2,69,8.8,5.2,1.5,-6.7,0.199,0.482,0.099,2010-11,PF,25.21,0.08,89.0,111.5,26.5,32.5,11.3,,3.36
Darnell Jackson,25,81.0,253.0,2008.0,2,52,59,3.2,1.6,0.2,-5.8,0.175,0.521,0.048,2010-11,PF,27.09,0.125,83.25,106.5,27.0,31.0,11.75,,3.26
Darrell Arthur,23,81.0,235.0,2008.0,1,27,80,9.1,4.3,0.7,2.0,0.216,0.534,0.056,2010-11,PF,24.03,0.073,82.75,107.0,28.5,30.0,12.18,,3.14
Darren Collison,27,72.0,175.0,2009.0,1,21,45,16.1,3.2,5.6,1.2,0.21,0.575,0.263,2014-15,PG,22.38,0.057,75.0,96.5,30.5,33.5,10.45,,3.1
Darryl Watkins,27,83.0,258.0,,Undrafted,Undrafted,5,4.6,5.4,0.6,-13.4,0.151,0.525,0.065,2011-12,C,25.98,0.069,87.0,110.0,26.5,31.0,11.65,,3.56
David Duke Jr.,22,76.0,204.0,,Undrafted,Undrafted,22,4.7,3.0,0.8,0.1,0.15,0.444,0.066,2021-22,SG,24.62,0.059,80.75,102.5,30.0,39.0,11.21,3.19,3.08
David Johnson,21,76.0,203.0,2021.0,2,47,2,0.0,0.0,0.0,-75.0,0.143,0.0,0.0,2021-22,SG,25.18,0.075,82.5,104.0,33.0,39.0,12.02,3.2,3.03
David Lee,27,81.0,250.0,2005.0,1,30,81,20.2,11.7,3.6,-4.6,0.239,0.584,0.172,2009-10,PF,25.37,,84.0,106.5,30.5,32.5,10.8,,3.19
David Noel,23,78.0,230.0,2006.0,2,39,68,2.7,1.8,1.0,-8.2,0.136,0.47,0.122,2006-07,SF-SG,26.79,0.061,81.5,100.0,34.5,38.5,10.54,,3.07
David Roddy,22,76.0,255.0,2022.0,1,23,70,6.7,2.8,0.8,-1.9,0.163,0.519,0.064,2022-23,PF,31.33,0.116,83.5,105.0,27.0,35.5,10.75,3.1,3.22
David West,28,81.0,240.0,2003.0,1,18,76,21.0,8.5,2.3,4.1,0.263,0.54,0.105,2008-09,PF-SF,24.67,0.08,88.25,108.3,28.5,31.5,12.18,,3.43
Davion Mitchell,23,72.0,202.0,2021.0,1,9,75,11.5,2.2,4.2,-6.0,0.202,0.489,0.235,2021-22,PG,27.45,0.062,76.25,96.5,,,,,
Davon Reed,27,77.0,206.0,2017.0,2,32,48,4.4,2.3,1.1,0.3,0.117,0.624,0.115,2021-22,SG-SF,24.77,0.065,84.0,102.0,28.5,36.0,11.37,3.21,3.34
De'Aaron Fox,23,75.0,185.0,2017.0,1,5,58,25.2,3.5,7.2,-4.5,0.304,0.565,0.326,2020-21,PG,21.77,0.045,78.5,100.0,,,,,
DeAndre Jordan,27,83.0,265.0,2008.0,2,35,77,12.7,13.8,1.2,10.2,0.154,0.628,0.051,2015-16,C,26.3,0.075,90.0,113.5,26.0,30.5,12.3,,3.27
DeAndre Liggins,29,78.0,209.0,2011.0,2,53,62,2.5,1.7,0.9,2.8,0.116,0.476,0.097,2016-17,SF-SG,23.97,0.05,83.0,103.5,27.0,31.0,,,3.33
DeJuan Blair,23,79.0,270.0,2009.0,2,37,64,9.5,5.5,1.2,2.1,0.214,0.549,0.091,2011-12,PF,32.58,0.12,86.0,106.5,26.0,33.0,11.5,,3.45
DeMar DeRozan,32,78.0,220.0,2009.0,1,9,76,27.9,5.2,4.9,1.1,0.308,0.59,0.228,2021-22,SG-SF,24.72,0.049,81.0,102.5,29.0,38.5,11.88,,3.31
DeMarcus Cousins,26,83.0,270.0,2010.0,1,5,72,27.0,11.0,4.6,-2.2,0.364,0.562,0.262,2016-17,C,30.88,0.164,89.75,113.0,23.5,27.5,11.4,,3.55
DeMarcus Nelson,23,76.0,200.0,,Undrafted,Undrafted,13,4.1,1.8,1.0,-13.8,0.178,0.44,0.12,2008-09,PG-SG,26.12,0.045,82.0,98.5,34.5,38.5,10.54,,3.13
DeMarre Carroll,31,80.0,215.0,2009.0,1,27,73,13.5,6.6,2.0,-1.2,0.194,0.55,0.106,2017-18,PF-SF,23.79,0.063,82.0,105.0,,,,,
DeSagana Diop,26,84.0,280.0,2001.0,1,8,79,2.9,5.0,0.5,4.2,0.097,0.536,0.047,2007-08,C,32.83,0.21,90.5,113.0,21.5,25.5,12.37,,3.56
Dee Brown,30,74.0,185.0,1990.0,1,19,49,11.2,2.1,2.9,-1.0,0.194,0.529,0.187,1998-99,PG-SG,24.96,,74.0,94.0,,,,,
Delon Wright,29,77.0,185.0,2015.0,1,20,63,10.2,4.3,4.4,-3.5,0.163,0.562,0.237,2020-21,PG,21.93,0.066,79.5,101.5,29.5,31.0,11.16,3.5,3.29
Delonte West,23,76.0,180.0,2004.0,1,24,69,12.2,3.0,4.4,-6.1,0.193,0.526,0.237,2006-07,PG-SG,23.81,0.067,78.0,99.5,30.0,35.0,11.2,,3.15
Demetris Nichols,24,80.0,216.0,2007.0,2,53,4,1.8,0.5,0.3,35.6,0.3,0.354,0.111,2008-09,SF,24.38,0.062,84.25,105.0,28.5,32.5,10.39,,3.38
Demetrius Jackson,24,73.0,201.0,2016.0,2,45,6,3.7,0.5,0.8,-14.8,0.182,0.656,0.185,2018-19,PG,26.28,0.065,77.5,93.0,37.5,43.5,10.81,2.87,3.25
Deng Gai,24,81.0,250.0,,Undrafted,Undrafted,2,0.0,0.0,0.0,-29.1,0.0,0.0,0.0,2005-06,PF-C,23.65,,88.5,110.5,31.5,35.5,12.51,,3.27
Dennis Schroder,24,73.0,172.0,2013.0,1,17,67,19.4,3.1,6.2,-6.7,0.299,0.515,0.352,2017-18,PG,21.74,0.041,79.75,98.0,30.0,34.0,11.09,2.86,3.21
Denzel Valentine,24,78.0,214.0,2016.0,1,14,77,10.2,5.1,3.2,-6.8,0.17,0.527,0.178,2017-18,SG-SF,25.61,0.092,82.75,102.0,27.0,32.0,10.51,3.22,3.46
Deonte Burton,26,76.0,240.0,,Undrafted,Undrafted,39,2.7,1.5,0.4,-12.7,0.173,0.396,0.076,2019-20,PG,26.15,0.0765,79.0,97.5,29.0,39.5,11.28,3.08,3.28
Dereon Seabron,23,77.0,180.0,,Undrafted,Undrafted,5,0.8,0.2,0.0,36.8,0.156,0.4,0.0,2022-23,SG,21.77,0.04,80.75,103.5,30.5,38.0,11.03,3.04,3.12
Deron Williams,28,75.0,209.0,2005.0,1,3,55,21.0,3.3,8.7,-6.2,0.299,0.527,0.458,2011-12,PG,26.16,,78.25,98.0,30.0,35.0,10.83,,3.25
Derrick Brown,24,80.0,233.0,2009.0,2,40,65,8.1,3.6,1.0,-14.8,0.169,0.556,0.086,2011-12,SF-PF,24.98,0.086,86.5,107.5,30.5,35.5,11.26,,3.13
Derrick Caracter,23,81.0,275.0,2010.0,2,58,41,2.0,1.0,0.2,-8.4,0.196,0.532,0.054,2010-11,PF,30.56,0.128,84.25,107.5,25.0,30.5,12.78,,3.61
Derrick Favors,24,82.0,265.0,2010.0,1,3,62,16.4,8.1,1.5,1.1,0.239,0.551,0.086,2015-16,PF,26.44,0.065,88.0,110.0,31.5,35.5,11.74,,3.25
Derrick Rose,22,75.0,190.0,2008.0,1,1,81,25.0,4.1,7.7,8.3,0.319,0.55,0.372,2010-11,PG,25.51,0.046,80.0,98.5,34.5,40.0,11.69,,3.05
Derrick Walton Jr.,27,72.0,185.0,,Undrafted,Undrafted,3,6.3,3.3,7.0,0.5,0.142,0.342,0.269,2021-22,PG,26.3,0.058,74.5,95.0,26.0,32.5,11.28,3.12,3.29
Derrick White,26,76.0,190.0,2017.0,1,29,36,15.4,3.0,3.5,5.1,0.223,0.55,0.168,2020-21,PG,23.56,0.062,79.5,101.5,31.0,36.5,10.84,2.92,3.08
Derrick Williams,22,80.0,241.0,2011.0,1,2,78,12.0,5.5,0.6,-5.3,0.237,0.515,0.044,2012-13,PF-SF,27.8,0.108,85.5,108.0,29.0,34.5,11.03,,3.23
Derrick Zimmerman,24,75.0,195.0,2003.0,2,40,2,2.0,2.0,3.5,-14.7,0.111,0.667,0.467,2005-06,PG,25.06,0.053,81.0,96.3,34.0,40.5,11.09,,3.1
Desmon Farmer,27,77.0,220.0,,Undrafted,Undrafted,3,4.3,2.0,0.7,5.9,0.173,0.437,0.054,2008-09,SG,25.71,0.053,80.5,103.0,24.0,31.0,10.89,,3.2
Devin Booker,26,77.0,206.0,2015.0,1,13,53,27.8,4.5,5.5,6.2,0.311,0.601,0.251,2022-23,SG,24.72,0.083,80.25,102.5,27.5,34.5,10.27,2.75,3.28
Devin Ebanks,22,81.0,215.0,2010.0,2,43,24,4.0,2.3,0.5,-0.9,0.137,0.465,0.043,2011-12,SF,23.41,0.079,84.25,107.5,23.5,32.0,11.69,,3.44
Devin Harris,26,75.0,185.0,2004.0,1,5,69,21.3,3.3,6.9,-2.0,0.279,0.563,0.332,2008-09,PG,21.97,0.053,79.5,98.5,30.5,37.0,11.03,,3.19
Devin Robinson,24,80.0,200.0,,Undrafted,Undrafted,7,6.7,2.9,0.9,-1.7,0.176,0.616,0.095,2018-19,SF,21.36,0.032,84.75,106.0,35.5,41.5,12.85,3.61,3.23
Devon Dotson,22,73.0,185.0,,Undrafted,Undrafted,11,2.6,0.8,1.4,-2.4,0.156,0.538,0.283,2021-22,PG,24.77,0.046,75.0,95.0,31.5,40.5,10.44,2.22,3.02
Devon Hall,24,77.0,215.0,2018.0,2,53,11,1.8,0.6,1.2,3.8,0.182,0.298,0.217,2019-20,SG,24.96,0.0845,79.75,102.0,25.0,31.0,10.95,3.16,3.27
Devyn Marble,22,78.0,200.0,2014.0,2,56,16,2.3,1.9,1.1,-1.8,0.124,0.362,0.102,2014-15,SG,22.81,0.069,81.0,102.0,29.0,35.0,11.32,3.08,3.28
Dewan Hernandez,23,82.0,235.0,2019.0,2,59,6,2.3,2.3,0.5,17.2,0.257,0.432,0.125,2019-20,C,24.94,0.061,85.75,107.0,30.5,35.5,11.46,3.25,3.28
Dewayne Dedmon,29,84.0,245.0,,Undrafted,Undrafted,64,10.8,7.5,1.4,-4.1,0.166,0.602,0.079,2018-19,C,24.97,0.0835,88.0,109.0,28.0,32.5,12.75,3.26,3.4
Dexter Pittman,24,83.0,285.0,2010.0,2,32,35,3.0,2.0,0.3,4.1,0.186,0.498,0.049,2011-12,PF-C,32.03,0.208,90.0,111.0,,,,,
Deyonta Davis,21,83.0,237.0,2016.0,2,31,62,5.8,4.0,0.6,-8.3,0.144,0.621,0.068,2017-18,PF,25.26,0.097,86.5,108.5,,,,,
Diamond Stone,20,83.0,255.0,2016.0,2,40,7,1.4,0.9,0.0,-58.7,0.324,0.339,0.0,2016-17,C,27.26,0.1285,86.75,108.5,27.0,29.5,12.02,3.22,3.5
Dijon Thompson,23,79.0,195.0,2005.0,2,54,10,2.8,1.1,0.1,-8.7,0.272,0.541,0.042,2005-06,SF-SG,22.48,,81.75,105.5,,,,,
Dillon Brooks,26,79.0,225.0,2017.0,2,45,32,18.4,3.2,2.8,11.0,0.283,0.515,0.147,2021-22,SG-SF,26.11,0.075,78.0,100.5,31.0,37.5,11.14,3.24,3.21
Dion Waiters,22,76.0,225.0,2012.0,1,4,70,15.9,2.8,3.0,-2.5,0.269,0.508,0.183,2013-14,SG,27.99,0.085,79.25,98.0,,,,,
Dionte Christmas,27,77.0,205.0,,Undrafted,Undrafted,31,2.3,1.2,0.3,-4.9,0.17,0.489,0.067,2013-14,SG,25.49,0.071,81.0,102.5,27.0,33.5,10.83,,3.21
Dominic McGuire,23,81.0,220.0,2007.0,2,47,79,4.5,5.4,2.5,-9.4,0.101,0.483,0.137,2008-09,SF,24.78,0.047,82.5,104.0,28.5,34.5,10.95,,3.25
Dominick Barlow,20,81.0,215.0,,Undrafted,Undrafted,28,3.9,3.6,0.9,-10.7,0.107,0.567,0.079,2022-23,PF,23.83,0.059,87.0,108.5,28.5,34.0,11.29,3.19,3.33
Dominique Jones,24,77.0,215.0,2010.0,1,25,29,4.0,1.6,2.9,-3.0,0.23,0.438,0.403,2012-13,SG,26.82,0.059,81.25,101.0,26.0,32.5,10.88,,3.31
Donnell Harvey,22,80.0,220.0,2000.0,1,22,77,7.9,5.3,1.3,-11.7,0.211,0.486,0.125,2002-03,PF,24.63,,84.5,105.5,33.0,32.5,11.23,,
Donovan Mitchell,26,73.0,215.0,2017.0,1,13,68,28.3,4.3,4.4,5.9,0.31,0.614,0.205,2022-23,SG,27.7,0.059,82.0,97.0,36.5,40.5,11.53,3.07,3.01
Donte DiVincenzo,24,76.0,203.0,2018.0,1,17,66,10.4,5.8,3.1,8.1,0.163,0.542,0.137,2020-21,SG,24.74,0.05,78.0,97.5,34.5,42.0,10.72,3.12,3.11
Donte Greene,22,83.0,226.0,2008.0,1,28,76,8.5,3.1,0.9,-4.2,0.193,0.526,0.067,2009-10,SF-PF,24.12,0.076,82.0,108.0,27.5,31.5,11.21,,3.2
Dorian Finney-Smith,29,79.0,220.0,,Undrafted,Undrafted,80,11.0,4.7,1.9,4.4,0.138,0.604,0.08,2021-22,SF,24.25,0.0645,83.75,105.5,32.5,35.5,11.01,3.04,3.27
Doron Lamb,22,76.0,200.0,2012.0,2,42,53,3.6,0.9,0.8,-0.6,0.134,0.543,0.093,2013-14,SG-PG,24.76,0.067,78.75,98.5,29.0,33.5,11.12,,3.41
Doug McDermott,29,79.0,225.0,2014.0,1,11,66,13.6,3.3,1.3,-1.8,0.194,0.635,0.075,2020-21,SF,25.03,0.071,81.25,103.0,28.5,36.5,11.1,3.15,3.29
Draymond Green,26,79.0,230.0,2012.0,2,35,81,14.0,9.5,7.4,18.9,0.186,0.587,0.277,2015-16,PF-SF,27.4,0.113,85.25,105.0,28.0,33.0,11.01,,3.4
Drew Gooden,23,82.0,242.0,2002.0,1,4,82,14.4,9.2,1.6,2.0,0.218,0.548,0.088,2004-05,PF,24.47,,84.5,106.5,29.0,33.0,11.81,,3.19
Drew Gordon,24,81.0,245.0,,Undrafted,Undrafted,9,1.9,2.0,0.2,-22.9,0.159,0.428,0.044,2014-15,PF,26.25,0.091,83.5,103.5,29.0,34.0,11.35,,3.49
Duane Washington Jr.,22,75.0,197.0,,Undrafted,Undrafted,48,9.9,1.7,1.8,-5.9,0.214,0.521,0.128,2021-22,SG,25.1,0.051,79.75,101.0,29.5,35.5,11.5,3.06,3.17
Dwayne Bacon,25,78.0,221.0,2017.0,2,40,72,10.9,3.1,1.3,-11.4,0.193,0.49,0.08,2020-21,SG-SF,26.45,0.079,82.0,103.5,30.0,36.5,11.7,3.22,3.22
Dwayne Jones,26,82.0,251.0,,Undrafted,Undrafted,6,2.0,2.0,0.0,6.6,0.124,0.622,0.0,2008-09,C-PF,26.27,,86.75,108.5,28.0,31.5,11.87,,3.25
Dwight Howard,25,83.0,265.0,2004.0,1,1,78,22.9,14.1,1.4,8.6,0.272,0.616,0.067,2010-11,PF-C,25.72,0.105,88.5,111.5,30.5,35.5,11.21,,3.14
Dwight Powell,27,83.0,240.0,2014.0,2,45,77,10.6,5.3,1.5,0.9,0.167,0.682,0.101,2018-19,PF,24.81,0.062,84.5,105.0,28.5,35.0,11.28,2.88,3.2
Dwyane Wade,27,76.0,216.0,2003.0,1,5,79,30.2,5.0,7.5,3.6,0.356,0.574,0.377,2008-09,SG-SF,25.97,0.067,82.75,102.0,31.5,35.0,10.56,,3.08
Dylan Windler,24,78.0,196.0,2019.0,1,26,31,5.2,3.5,1.1,-6.5,0.14,0.567,0.089,2020-21,SF,22.48,0.046,82.0,104.5,29.0,37.5,10.7,2.94,3.3
Dyson Daniels,20,79.0,199.0,2022.0,1,8,59,3.8,3.2,2.3,0.4,0.113,0.503,0.172,2022-23,SG,22.56,0.049,82.5,105.0,29.0,34.0,10.81,2.81,3.22
E'Twaun Moore,29,76.0,191.0,2011.0,2,55,82,12.5,2.9,2.3,2.6,0.158,0.593,0.099,2017-18,SG,24.24,0.076,81.5,99.5,32.0,34.5,11.12,,3.31
Earl Clark,25,82.0,225.0,2009.0,1,14,59,7.3,5.5,1.1,-2.6,0.159,0.51,0.073,2012-13,SF-PF,24.78,0.052,86.5,109.5,28.5,33.0,11.17,,3.35
Earl Watson,29,73.0,185.0,2001.0,2,39,78,10.7,2.9,6.8,-10.1,0.188,0.517,0.359,2007-08,PG,24.95,0.04,78.75,97.0,32.5,37.5,10.97,,3.19
Ed Davis,26,82.0,240.0,2010.0,1,13,79,8.3,7.6,1.2,-7.4,0.147,0.594,0.082,2014-15,PF,24.28,0.1,84.0,108.0,31.0,36.0,11.7,,3.21
Eddie Basden,23,77.0,215.0,,Undrafted,Undrafted,19,2.1,1.5,0.4,10.2,0.162,0.471,0.094,2005-06,SG-SF,25.39,,82.25,101.0,33.0,36.5,10.52,,3.21
Eddie Gill,23,72.0,190.0,,Undrafted,Undrafted,23,5.0,1.2,2.1,-20.5,0.179,0.531,0.262,2001-02,PG,24.03,,76.0,93.0,35.0,38.5,11.12,,3.18
Eddie Griffin,20,82.0,220.0,2001.0,1,7,73,8.8,5.7,0.7,-5.2,0.183,0.456,0.049,2001-02,PF-SF,23.64,0.04,87.0,110.0,26.5,33.0,11.77,,3.21
Eddie House,28,73.0,175.0,2000.0,2,37,81,9.8,1.6,1.8,3.7,0.272,0.512,0.17,2005-06,SG-PG,24.1,,75.5,95.0,29.5,38.5,11.12,,3.27
Eddy Curry,24,83.0,285.0,2001.0,1,4,81,19.5,7.0,0.8,-6.0,0.258,0.603,0.045,2006-07,C,31.09,0.165,90.5,111.0,28.0,31.0,12.25,,3.53
Edmond Sumner,25,76.0,196.0,2017.0,2,52,53,7.5,1.8,0.9,-0.4,0.176,0.626,0.075,2020-21,PG,21.47,0.083,81.0,102.5,,,,,
Eduardo Najera,26,80.0,235.0,2000.0,2,38,48,6.7,4.6,1.0,13.9,0.121,0.59,0.06,2002-03,PF-SF,26.75,,83.5,104.5,28.0,35.0,11.38,,3.45
Ekpe Udoh,25,82.0,245.0,2010.0,1,6,61,5.6,4.2,0.9,8.4,0.141,0.493,0.064,2011-12,PF,25.59,0.08,88.5,106.5,31.0,33.5,11.15,,3.29
Elfrid Payton,23,76.0,185.0,2014.0,1,10,82,12.8,4.7,6.5,-2.7,0.213,0.52,0.329,2016-17,PG,23.48,0.0565,80.0,98.5,31.5,35.5,11.06,2.92,3.23
Elijah Hughes,24,77.0,215.0,2020.0,2,39,36,3.5,1.6,0.6,-23.7,0.158,0.426,0.079,2021-22,SF-SG,27.33,0.102,79.5,101.5,,,,,
Emeka Okafor,22,82.0,252.0,2004.0,1,2,73,15.1,10.9,0.9,-7.3,0.217,0.479,0.042,2004-05,C-PF,27.71,0.053,88.0,110.5,31.5,34.0,12.32,,3.15
Enes Kanter,23,83.0,245.0,2011.0,1,3,75,15.5,8.9,0.7,-2.6,0.241,0.564,0.044,2014-15,PF-C,27.27,0.059,85.5,109.5,26.0,32.5,11.3,,3.26
Eric Bledsoe,27,73.0,205.0,2010.0,1,18,66,21.1,4.8,6.3,-4.1,0.28,0.563,0.309,2016-17,PG,25.8,0.056,79.5,98.0,,,,,
Eric Gordon,22,75.0,215.0,2008.0,1,7,56,22.3,2.9,4.4,-1.7,0.262,0.566,0.197,2010-11,SG,28.5,0.082,81.0,99.0,32.0,40.0,10.81,,3.01
Eric Maynor,23,75.0,175.0,2009.0,1,20,81,4.7,1.6,3.3,2.8,0.174,0.478,0.339,2009-10,PG,20.86,0.054,74.5,97.0,28.5,31.5,10.78,,3.19
Eric Paschall,23,78.0,255.0,2019.0,2,41,60,14.0,4.6,2.1,-10.6,0.207,0.571,0.126,2019-20,SF,29.4,0.063,83.75,103.5,33.0,38.0,11.63,3.26,3.3
Eric Williams,25,80.0,220.0,1995.0,1,14,4,19.8,5.3,3.0,-7.6,0.257,0.489,0.143,1997-98,C-PF,31.9,0.13,88.25,106.5,28.5,29.0,11.71,,3.56
Erick Green,24,76.0,185.0,2013.0,2,46,43,3.4,0.7,0.9,-11.0,0.186,0.436,0.165,2014-15,PG,23.19,0.0435,77.75,98.0,,,,,
Erik Daniels,23,80.0,214.0,,Undrafted,Undrafted,21,0.6,0.9,0.2,-23.2,0.141,0.361,0.118,2004-05,SF-PF,25.6,0.185,83.0,106.0,31.0,32.0,11.38,,3.19
Erik Murphy,23,82.0,230.0,2013.0,2,49,24,0.3,0.3,0.1,-40.0,0.114,0.231,0.065,2013-14,PF,25.85,0.0795,82.5,108.0,24.5,29.5,12.19,2.96,3.57
Ernest Brown,23,84.0,244.0,2000.0,2,52,3,1.0,2.0,0.0,-62.2,0.229,0.193,0.0,2001-02,C,23.26,,85.25,109.5,,,,,
Ersan Ilyasova,26,82.0,235.0,2005.0,2,36,73,13.2,7.1,1.6,0.3,0.204,0.552,0.092,2012-13,SF,23.08,,85.25,109.5,22.0,30.0,11.59,,3.56
Evan Turner,25,79.0,220.0,2010.0,1,2,81,14.0,5.0,3.2,-7.0,0.233,0.498,0.174,2013-14,SG,24.86,0.086,80.0,103.5,27.5,34.5,11.06,,3.27
Fab Melo,23,84.0,255.0,2012.0,1,22,6,1.2,0.5,0.0,-9.1,0.115,0.451,0.0,2012-13,C,26.18,0.092,86.5,110.0,29.5,31.0,12.14,,3.44
Festus Ezeli,26,83.0,265.0,2012.0,1,30,46,7.0,5.6,0.7,14.3,0.18,0.559,0.06,2015-16,C-PF,27.79,0.055,89.75,108.0,34.0,33.5,12.35,,3.29
Francisco Garcia,27,79.0,195.0,2005.0,1,23,65,12.7,3.4,2.3,-11.0,0.193,0.554,0.132,2008-09,SF-SG,22.05,,82.75,103.0,27.5,31.5,10.63,,3.33
Frank Jackson,24,75.0,205.0,2017.0,2,31,53,10.6,1.6,1.0,-6.8,0.203,0.53,0.077,2021-22,PG,25.88,0.067,79.5,98.0,34.5,42.0,10.94,2.7,3.14
Frank Kaminsky,24,84.0,240.0,2015.0,1,9,75,11.7,4.5,2.2,0.9,0.22,0.502,0.131,2016-17,C-PF,23.17,0.094,83.0,109.5,,,,,
Frank Williams,24,75.0,212.0,2002.0,1,25,56,3.9,0.9,2.2,4.6,0.198,0.478,0.277,2003-04,PG,27.59,,80.0,100.5,26.0,31.0,11.73,,3.29
Fred Jones,26,74.0,218.0,2002.0,1,14,77,10.6,3.1,2.5,-3.8,0.18,0.551,0.166,2004-05,SG,27.8,,84.0,100.0,33.5,37.5,11.12,,3.13
Gani Lawal,22,81.0,234.0,2010.0,2,46,1,0.0,0.0,0.0,-78.3,0.0,0.0,0.0,2010-11,PF,25.96,0.063,84.0,107.5,27.0,31.5,11.61,,3.24
Gary Forbes,27,79.0,220.0,,Undrafted,Undrafted,48,6.6,2.1,1.1,-3.7,0.236,0.513,0.144,2011-12,SG,26.49,0.065,83.25,104.5,27.5,33.5,11.45,,3.25
Gary Harris,23,76.0,210.0,2014.0,1,19,67,17.5,2.6,2.9,3.5,0.204,0.597,0.128,2017-18,SG,25.94,0.0455,78.75,96.0,,,,,
Gary Payton II,29,75.0,195.0,,Undrafted,Undrafted,71,7.1,3.5,0.9,8.3,0.14,0.679,0.076,2021-22,PG,23.6,0.0395,80.0,99.5,31.5,38.5,11.57,3.17,3.23
Gary Trent,24,80.0,250.0,1995.0,1,11,45,16.0,7.8,1.7,-1.5,0.261,0.51,0.106,1998-99,SG,24.69,0.07,80.75,98.0,33.5,39.5,11.37,2.99,3.12
George Hill,31,75.0,188.0,2008.0,1,26,49,16.9,3.4,4.2,8.6,0.236,0.599,0.227,2016-17,PG,23.71,0.03,81.0,97.5,34.0,37.5,12.2,,3.07
George King,28,78.0,220.0,2018.0,2,59,4,0.3,1.3,0.0,-62.2,0.159,0.085,0.0,2021-22,SF-SG,26.09,0.0725,83.5,101.5,31.0,39.0,10.75,3.08,3.29
Georges Niang,29,79.0,230.0,2016.0,2,50,76,9.2,2.7,1.3,1.9,0.16,0.594,0.09,2021-22,PF,26.16,0.1005,82.0,103.0,25.0,31.0,11.64,3.17,3.49
Gerald Green,28,80.0,210.0,2005.0,1,18,82,15.8,3.4,1.5,1.2,0.237,0.585,0.085,2013-14,SF,22.19,,81.75,104.0,31.5,39.0,11.2,,3.21
Gerald Henderson,25,77.0,215.0,2009.0,1,12,68,15.5,3.7,2.6,-10.7,0.235,0.531,0.152,2012-13,SG-SF,26.12,0.044,82.25,102.5,31.5,35.0,11.17,,3.14
Gilbert Arenas,24,76.0,210.0,2001.0,2,30,80,29.3,3.5,6.1,2.1,0.301,0.581,0.261,2005-06,SG,25.38,0.053,81.5,99.5,31.5,36.0,,,3.25
