player_name,age,player_height,player_weight,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,usg_pct,ts_pct,ast_pct,season,POS,BMI,BF,WNGSPN,STNDRCH,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT
Anthony Roberson,24,74.0,188.0,,Undrafted,Undrafted,20,5.6,1.1,0.5,-14.6,0.221,0.527,0.071,2006-07,PG,23.75,,74.75,95.0,31.5,37.0,11.17,,3.19
Anthony Tolliver,25,81.0,243.0,,Undrafted,Undrafted,46,11.7,7.0,1.9,-0.3,0.167,0.531,0.084,2009-10,PF,27.26,0.057,86.5,107.5,28.5,30.0,11.49,,3.29
Antoine Wright,25,79.0,215.0,2005.0,1,15,65,7.3,2.1,1.2,3.2,0.156,0.501,0.071,2008-09,SF-SG,23.87,,80.75,104.5,26.5,29.5,11.45,,3.41
Antonio Burks,25,72.0,195.0,2004.0,2,36,24,3.0,0.5,1.2,-7.8,0.185,0.534,0.252,2004-05,PG,25.9,0.099,78.5,96.5,,,,,
Antonis Fotsis,21,82.0,219.0,2001.0,2,47,28,3.9,2.2,0.4,-6.1,0.19,0.479,0.057,2001-02,SF,23.32,,80.5,106.0,27.0,30.0,11.6,,3.44
Archie Goodwin,21,77.0,200.0,2013.0,1,29,57,8.9,2.5,2.1,-11.0,0.231,0.498,0.174,2015-16,SG,23.16,0.0455,81.5,102.0,30.0,36.0,10.75,3.41,3.27
Armon Johnson,23,75.0,195.0,2010.0,2,34,9,5.2,1.4,1.2,-5.8,0.184,0.515,0.167,2011-12,PG-SG,25.06,0.056,80.0,99.5,31.5,38.5,11.25,,3.19
Arnett Moultrie,22,82.0,245.0,2012.0,1,27,47,3.7,3.1,0.2,-7.5,0.14,0.595,0.031,2012-13,PF,24.64,0.077,86.25,106.5,33.5,37.5,11.32,,3.22
Ashton Hagans,21,75.0,190.0,,Undrafted,Undrafted,2,0.0,0.0,0.0,-21.8,0.083,0.0,0.0,2020-21,PG,25.12,0.041,80.0,99.5,29.5,36.5,10.82,2.5,3.13
Austin Daye,23,83.0,200.0,2009.0,1,15,72,7.5,3.8,1.1,-4.7,0.184,0.518,0.085,2010-11,SF-PF,20.18,0.055,86.75,110.0,25.0,28.0,12.11,,3.55
Austin Reaves,25,77.0,197.0,,Undrafted,Undrafted,64,13.0,3.0,3.4,4.9,0.154,0.687,0.155,2022-23,SG,23.69,0.11,78.25,101.0,25.0,35.0,10.94,3.19,3.07
Austin Rivers,25,76.0,200.0,2012.0,1,10,61,15.1,2.4,4.0,-1.7,0.206,0.526,0.179,2017-18,SG-PG,25.01,0.062,79.25,96.5,32.5,37.5,11.54,,3.32
Avery Bradley,26,74.0,180.0,2010.0,1,19,55,16.3,6.1,2.2,1.2,0.218,0.548,0.107,2016-17,SG-PG,23.16,0.04,79.25,98.5,31.5,37.5,11.47,,3.14
Ayo Dosunmu,22,76.0,200.0,2021.0,2,38,77,8.8,2.8,3.3,-5.0,0.138,0.596,0.164,2021-22,SG,23.97,0.049,82.25,102.0,27.0,33.5,11.51,3.27,3.23
Ben Bentil,22,81.0,235.0,2016.0,2,51,3,0.0,0.7,0.0,-44.0,0.184,0.0,0.0,2016-17,PF,25.65,0.097,85.5,105.0,29.0,33.0,11.16,3.1,3.3
Ben Gordon,24,75.0,200.0,2004.0,1,3,82,21.4,3.1,3.6,5.6,0.29,0.572,0.194,2006-07,PG-SG,25.33,0.053,80.5,99.0,31.5,37.5,11.28,,3.19
Ben McLemore,22,77.0,195.0,2013.0,1,7,82,12.1,2.9,1.7,-1.3,0.172,0.552,0.082,2014-15,SG,23.33,0.05,79.75,100.5,32.5,42.0,11.87,3.11,3.27
Bennedict Mathurin,21,77.0,210.0,2022.0,1,6,78,16.7,4.1,1.5,-4.3,0.235,0.566,0.078,2022-23,SG,24.58,0.057,81.0,104.0,,,,,
Beno Udrih,28,75.0,205.0,2004.0,1,28,79,13.7,3.4,4.9,-5.6,0.168,0.587,0.219,2010-11,PG,25.21,0.093,76.5,98.0,,,,,
Bernard James,28,82.0,240.0,2012.0,2,33,46,2.8,2.8,0.1,-0.6,0.133,0.541,0.02,2012-13,PF,24.78,0.05,87.0,108.5,30.0,32.5,11.84,,3.4
Bernard Robinson,25,78.0,210.0,2004.0,2,45,66,6.4,3.3,1.2,-2.9,0.169,0.498,0.096,2005-06,SG-SF,24.5,0.06,82.0,102.0,28.5,34.5,10.91,,3.17
Blake Griffin,30,82.0,250.0,2009.0,1,1,75,24.5,7.5,5.4,0.5,0.296,0.581,0.268,2018-19,PF,26.95,0.082,83.25,105.0,32.0,35.5,10.95,,3.28
Blake Wesley,20,76.0,185.0,2022.0,1,25,37,5.0,2.2,2.6,-13.4,0.18,0.393,0.201,2022-23,SG,23.4,0.056,81.25,103.0,30.0,36.0,11.55,3.25,3.21
Bobby Brown,24,74.0,175.0,,Undrafted,Undrafted,68,5.3,0.8,1.7,-12.5,0.211,0.476,0.214,2008-09,PG,23.71,0.066,76.0,95.5,32.5,41.0,11.27,,3.25
Bobby Jones,24,79.0,215.0,2006.0,2,37,46,3.9,2.0,0.6,-7.2,0.164,0.548,0.092,2007-08,SF-SG,24.54,0.08,81.5,101.5,28.5,34.5,11.23,,3.28
Bobby Portis,27,82.0,250.0,2015.0,1,22,72,14.6,9.1,1.2,6.3,0.207,0.571,0.061,2021-22,PF,26.06,0.089,86.0,108.5,25.0,31.5,11.78,3.28,3.56
Bobby Simmons,25,78.0,228.0,2001.0,2,41,75,16.4,5.9,2.7,0.4,0.208,0.54,0.126,2004-05,SF,26.98,0.067,84.25,105.0,27.5,34.0,11.69,,3.41
Bol Bol,23,86.0,220.0,2019.0,2,44,70,9.1,5.8,1.0,-4.4,0.177,0.603,0.069,2022-23,C,20.36,0.071,91.0,115.5,,,,,
Bracey Wright,21,75.0,210.0,2005.0,2,47,7,8.9,2.6,0.7,-4.3,0.228,0.534,0.072,2005-06,SG-PG,24.47,,82.0,100.5,30.0,36.0,11.58,,3.27
Bradley Beal,28,75.0,207.0,2012.0,1,3,60,31.3,4.7,4.4,-0.4,0.331,0.593,0.202,2020-21,SG,25.05,0.06,80.0,100.0,33.0,39.0,10.95,,3.28
Brandan Wright,26,82.0,210.0,2007.0,1,8,58,9.1,4.2,0.5,6.4,0.178,0.695,0.046,2013-14,PF,21.56,0.058,87.75,108.5,30.5,35.5,11.76,,3.31
Branden Dawson,23,78.0,225.0,2015.0,2,56,6,0.8,0.7,0.0,-24.6,0.092,0.46,0.0,2015-16,PF,26.94,0.058,83.0,105.0,28.5,34.5,12.22,3.53,3.2
Brandin Knight,23,72.0,180.0,,Undrafted,Undrafted,1,0.0,0.0,1.0,-10.1,0.143,0.0,0.333,2004-05,PG,25.95,0.105,78.0,95.5,,,,,
Brandon Armstrong,24,77.0,185.0,2001.0,1,23,56,2.7,0.8,0.3,-14.0,0.229,0.427,0.065,2003-04,SG,23.19,0.093,81.5,99.5,30.0,37.0,10.91,,3.2
Brandon Bass,27,80.0,250.0,2005.0,2,33,59,12.5,6.2,0.9,4.9,0.197,0.524,0.05,2011-12,PF,28.24,0.093,86.5,106.5,31.5,33.0,11.61,,3.24
Brandon Boston Jr.,21,78.0,188.0,2021.0,2,51,22,6.5,1.4,0.9,-7.7,0.237,0.515,0.129,2022-23,SF,21.86,0.06,82.75,104.0,,,,,
Brandon Clarke,23,80.0,215.0,2019.0,1,21,58,12.1,5.9,1.4,-0.1,0.18,0.663,0.092,2019-20,SF,23.19,0.049,80.25,102.0,34.0,40.5,10.61,3.05,3.15
Brandon Davies,23,82.0,240.0,,Undrafted,Undrafted,27,5.3,3.1,1.1,-19.1,0.186,0.463,0.123,2014-15,PF,26.23,0.086,85.5,108.5,26.0,31.5,11.22,3.14,3.5
Brandon Hunter,23,79.0,260.0,2003.0,2,56,36,3.5,3.3,0.5,-0.8,0.168,0.463,0.077,2003-04,PF,30.35,0.08,86.75,105.5,32.5,35.0,11.13,,3.21
Brandon Knight,24,75.0,189.0,2011.0,1,8,52,19.6,3.9,5.1,-6.8,0.263,0.522,0.234,2015-16,PG,23.01,0.042,78.75,98.5,29.0,37.5,10.74,,3.07
Brandon Paul,27,76.0,200.0,,Undrafted,Undrafted,64,2.3,1.1,0.6,0.3,0.131,0.504,0.096,2017-18,SG,25.29,0.0525,82.25,98.0,33.5,39.5,11.16,2.9,3.37
Brandon Roy,24,78.0,211.0,2006.0,1,6,78,22.6,4.7,5.1,8.9,0.274,0.573,0.243,2008-09,SG-SF,24.39,0.076,80.0,101.0,34.0,40.5,11.13,,3.27
Brandon Rush,26,78.0,225.0,2008.0,1,13,65,9.8,3.9,1.4,-1.7,0.156,0.628,0.081,2011-12,SG-SF,25.07,,83.25,104.5,32.5,35.0,11.33,,3.31
Brendan Haywood,28,84.0,263.0,2001.0,1,20,80,10.6,7.2,0.9,1.2,0.174,0.582,0.051,2007-08,C,26.66,0.129,90.5,113.5,27.0,28.5,12.87,,3.5
Brian Bowen II,21,78.0,190.0,,Undrafted,Undrafted,6,1.0,1.2,0.0,15.7,0.143,0.3,0.0,2019-20,SF,22.96,0.065,82.0,103.0,32.0,35.5,10.98,3.21,3.26
Brian Cook,25,81.0,258.0,2003.0,1,24,81,7.9,3.4,0.9,3.5,0.183,0.578,0.079,2005-06,PF-SF,24.77,0.105,86.0,109.0,25.0,29.0,11.87,,3.45
Brian Roberts,28,73.0,173.0,,Undrafted,Undrafted,72,9.4,1.9,3.3,-4.8,0.203,0.529,0.226,2013-14,PG,23.3,0.036,73.25,95.0,31.5,36.5,10.65,,3.05
Brian Scalabrine,27,81.0,235.0,2001.0,2,34,54,6.3,4.5,1.6,-1.0,0.17,0.468,0.132,2004-05,PF-SF,25.98,0.136,81.75,105.5,27.0,30.5,11.75,,3.47
Brice Johnson,24,82.0,230.0,2016.0,1,25,18,2.4,1.7,0.1,-2.3,0.193,0.486,0.03,2017-18,PF,22.35,0.075,84.5,106.5,33.5,38.0,11.88,2.94,3.2
Britton Johnsen,24,82.0,210.0,,Undrafted,Undrafted,20,2.1,2.3,0.6,-16.4,0.126,0.318,0.072,2003-04,SF-PF,22.16,0.073,82.75,107.5,26.5,32.5,10.67,,3.08
Brook Lopez,26,84.0,275.0,2008.0,1,10,17,20.7,6.0,0.9,-0.2,0.269,0.629,0.059,2013-14,C,26.17,0.063,89.5,113.0,27.5,30.5,12.77,,3.57
Bruce Brown,26,76.0,202.0,2018.0,2,42,80,11.5,4.1,3.4,0.8,0.174,0.571,0.164,2022-23,SG-PG,24.0,0.0375,81.0,98.5,32.5,38.0,11.11,3.44,3.2
Bruno Fernando,21,81.0,240.0,2019.0,2,34,56,4.3,3.5,0.9,-5.6,0.147,0.542,0.101,2019-20,C,25.55,0.054,87.25,110.0,29.5,33.5,11.29,3.05,3.21
Bryce McGowens,20,78.0,175.0,2022.0,2,40,46,5.3,2.0,1.2,-9.7,0.147,0.519,0.098,2022-23,SG,21.35,0.054,80.75,103.5,29.5,34.0,11.12,3.16,3.27
Buddy Hield,26,76.0,214.0,2016.0,1,6,82,20.7,5.0,2.5,-0.6,0.243,0.587,0.117,2018-19,SG,26.02,0.061,81.25,101.0,,,,,
Byron Mullens,24,84.0,275.0,2009.0,1,24,53,10.6,6.4,1.5,-16.2,0.213,0.465,0.102,2012-13,C,25.88,0.085,85.5,111.0,28.5,32.5,11.1,,3.45
CJ Elleby,22,78.0,200.0,2020.0,2,46,58,5.8,3.9,1.5,-14.3,0.143,0.491,0.109,2021-22,SG-SF,23.25,0.042,79.25,100.5,30.5,36.5,11.25,2.63,3.25
CJ McCollum,29,75.0,190.0,2013.0,1,10,47,23.1,3.9,4.7,6.2,0.265,0.577,0.22,2020-21,PG-SG,25.12,0.086,78.25,96.5,32.0,38.5,11.02,2.91,3.32
Caleb Martin,27,77.0,205.0,,Undrafted,Undrafted,71,9.6,4.8,1.6,0.0,0.143,0.571,0.082,2022-23,SF-SG,23.37,0.07,82.0,101.5,29.0,36.5,10.43,2.75,3.26
Caleb Swanigan,23,81.0,260.0,2017.0,1,26,27,2.4,3.7,1.1,-6.5,0.132,0.597,0.138,2019-20,PF,27.32,,87.0,108.0,,,,,
Cameron Bairstow,25,81.0,250.0,2014.0,2,49,18,1.9,1.6,0.3,-7.1,0.198,0.391,0.091,2015-16,PF,27.21,0.087,84.75,107.0,31.0,33.5,11.39,3.09,3.37
Cameron Johnson,27,80.0,210.0,2019.0,1,11,42,15.5,4.4,1.9,6.6,0.202,0.617,0.099,2022-23,SG,23.11,0.058,82.0,103.0,30.5,36.5,10.52,3.28,3.26
Cameron Oliver,25,80.0,239.0,,Undrafted,Undrafted,2,11.5,3.0,1.5,-0.9,0.167,0.705,0.097,2021-22,PF,26.88,0.077,85.25,106.5,28.0,39.5,12.17,3.31,3.16
Cameron Payne,25,73.0,183.0,2015.0,1,14,8,10.9,3.9,3.0,23.1,0.182,0.612,0.182,2019-20,PG,24.28,0.063,79.25,97.5,29.8,35.5,10.9,2.93,3.28
Caris LeVert,26,78.0,205.0,2016.0,1,20,47,20.2,4.6,5.2,-0.2,0.279,0.531,0.255,2020-21,SG,22.21,0.0755,82.0,101.0,,,,,
Carl Landry,26,81.0,248.0,2007.0,2,31,80,16.8,5.9,0.8,-2.9,0.227,0.6,0.048,2009-10,PF,27.94,0.075,83.0,102.5,31.5,36.5,11.35,,3.29
Carlik Jones,25,72.0,174.0,,Undrafted,Undrafted,7,2.9,0.7,0.9,20.7,0.153,0.54,0.133,2022-23,PG,23.54,0.045,77.0,97.5,31.5,36.0,10.96,3.23,3.16
Carlos Boozer,26,81.0,266.0,2002.0,2,34,81,21.1,10.4,2.9,7.2,0.266,0.581,0.135,2007-08,PF,28.52,,86.25,108.5,26.5,28.5,10.77,,3.31
Carmelo Anthony,23,80.0,230.0,2003.0,1,3,65,28.9,6.0,3.8,2.7,0.335,0.552,0.183,2006-07,SF,26.75,0.08,84.0,105.5,30.5,33.5,11.4,,3.15
Caron Butler,29,79.0,228.0,2002.0,1,10,67,20.8,6.2,4.3,-9.0,0.259,0.552,0.194,2008-09,SF-SG,26.15,,83.5,103.5,27.0,31.0,12.15,,3.33
Carrick Felix,23,78.0,201.0,2013.0,2,33,7,2.7,0.9,0.6,4.7,0.221,0.603,0.143,2013-14,SF-SG,24.18,0.033,81.25,103.5,32.0,38.5,11.16,3.09,3.25
Carsen Edwards,24,71.0,200.0,2019.0,2,33,4,5.8,1.5,3.5,-5.9,0.179,0.378,0.25,2021-22,PG,28.0,0.055,78.0,94.5,28.5,34.0,10.53,2.82,3.22
Cartier Martin,27,79.0,220.0,,Undrafted,Undrafted,17,9.3,3.4,0.6,3.1,0.183,0.555,0.041,2011-12,SF,26.53,0.056,82.0,103.5,27.0,29.5,12.1,,3.43
Cassius Stanley,22,77.0,190.0,2020.0,2,54,9,5.8,2.1,0.4,-4.3,0.148,0.516,0.043,2021-22,SG,23.9,0.058,79.0,99.5,34.5,44.0,11.4,2.43,3.09
Cassius Winston,24,73.0,185.0,2020.0,2,53,7,2.0,0.1,1.0,-3.4,0.184,0.549,0.28,2021-22,PG,26.21,0.09,78.0,97.0,24.0,28.0,11.15,2.74,3.61
Cat Barber,27,73.0,173.0,2016.0,Undrafted,Undrafted,3,0.0,1.0,1.0,34.6,0.219,0.0,0.2,2021-22,PG,22.51,0.045,77.5,95.5,,,,,
Cedric Simmons,21,81.0,235.0,2006.0,1,15,43,2.9,2.5,0.3,-9.2,0.144,0.43,0.037,2006-07,PF-C,24.34,0.056,88.25,108.5,30.5,35.0,11.05,,3.31
Chandler Parsons,25,81.0,227.0,2011.0,2,38,74,16.6,5.5,4.0,6.3,0.194,0.565,0.168,2013-14,SF,23.85,0.07,81.5,104.5,25.5,31.5,11.05,,3.29
Channing Frye,28,83.0,245.0,2005.0,1,8,77,12.7,6.7,1.2,2.3,0.169,0.557,0.056,2010-11,PF-C,25.78,,86.5,110.5,27.5,31.0,11.6,,3.38
Charles Bassey,22,81.0,230.0,2021.0,2,53,35,5.7,5.5,1.4,-2.4,0.152,0.658,0.131,2022-23,C,24.51,0.059,87.0,107.5,33.0,36.0,12.19,3.33,3.13
Charles Jenkins,23,75.0,220.0,2011.0,2,44,51,5.8,1.3,3.3,-11.6,0.187,0.482,0.306,2011-12,PG-SG,28.16,0.043,79.5,96.5,29.5,34.0,11.68,,3.18
Charlie Bell,28,75.0,200.0,,Undrafted,Undrafted,82,13.5,2.9,3.0,-5.5,0.183,0.53,0.137,2006-07,PG,25.33,0.067,79.5,97.5,31.5,38.0,10.59,,3.12
Charlie Villanueva,24,83.0,232.0,2005.0,1,7,78,16.2,6.7,1.8,-1.4,0.284,0.529,0.119,2008-09,PF-SF,25.35,,84.25,109.0,26.0,31.0,10.86,,3.3
Chase Budinger,23,79.0,218.0,2009.0,2,44,78,9.8,3.6,1.6,4.0,0.199,0.534,0.113,2010-11,SF-SG,23.7,0.1,79.0,101.0,29.5,38.5,11.08,,3.24
Chasson Randle,28,74.0,185.0,2015.0,Undrafted,Undrafted,41,6.5,2.0,1.8,-15.0,0.154,0.515,0.143,2020-21,PG,24.08,0.045,79.0,96.5,33.5,39.5,10.63,2.81,3.2
Cheick Diallo,22,81.0,220.0,2016.0,2,33,64,6.0,5.2,0.5,-4.7,0.155,0.644,0.051,2018-19,PF,24.31,0.056,88.5,107.5,31.0,35.0,11.24,3.3,3.26
Chimezie Metu,25,81.0,225.0,2018.0,2,49,60,8.9,5.6,1.0,-5.7,0.184,0.546,0.071,2021-22,PF-C,23.82,0.0505,84.5,108.0,29.5,36.0,11.89,3.25,3.33
Chinanu Onuaku,21,82.0,245.0,2016.0,2,37,1,4.0,4.0,1.0,-17.6,0.182,0.4,0.1,2017-18,C,26.27,0.0855,86.75,108.5,27.5,33.5,11.65,3.0,3.5
Chris Bosh,26,82.0,230.0,2003.0,1,4,70,24.0,10.8,2.4,0.3,0.288,0.592,0.116,2009-10,PF,23.38,0.08,87.5,109.0,30.5,33.0,11.8,,3.3
Chris Boucher,28,81.0,200.0,,Undrafted,Undrafted,60,13.6,6.7,1.1,3.8,0.202,0.634,0.068,2020-21,PF,20.01,0.054,88.0,110.5,,,,,
Chris Duhon,26,73.0,185.0,2004.0,2,38,79,11.1,3.1,7.2,-4.0,0.149,0.569,0.279,2008-09,PG,26.17,0.067,78.5,98.0,31.5,35.0,10.45,,3.14
Chris Kaman,28,84.0,265.0,2003.0,1,6,76,18.5,9.3,1.6,-5.4,0.27,0.527,0.086,2009-10,C-PF,25.41,0.163,83.75,110.5,23.5,30.5,11.33,,3.37
Chris McCray,23,77.0,192.0,,Undrafted,Undrafted,5,0.0,0.0,0.0,-10.7,0.182,0.0,0.0,2006-07,SG,23.37,0.096,77.75,96.5,30.5,39.0,11.46,,3.34
Chris McCullough,21,83.0,200.0,2015.0,1,29,24,4.7,2.8,0.4,-16.1,0.16,0.47,0.038,2015-16,PF,21.72,0.062,87.25,109.0,,,,,
Chris Owens,24,79.0,245.0,2002.0,2,47,1,4.0,1.0,0.0,39.1,0.288,0.667,0.0,2002-03,PF-SF,26.7,,83.5,104.0,,,,,
Chris Paul,24,72.0,175.0,2005.0,1,4,78,22.8,5.5,11.0,6.5,0.273,0.599,0.512,2008-09,PG,24.31,,76.25,93.0,32.0,38.0,11.09,,3.22
Chris Porter,23,79.0,218.0,2000.0,2,55,51,8.6,3.7,1.2,-13.4,0.204,0.434,0.088,2000-01,SF-PF,25.05,,81.5,103.5,28.5,35.0,10.93,,3.2
Chris Quinn,24,74.0,175.0,,Undrafted,Undrafted,60,7.8,2.0,3.0,-7.1,0.172,0.559,0.234,2007-08,PG-SG,23.41,0.059,77.0,94.0,32.0,37.0,11.25,,3.25
Chris Richard,25,81.0,256.0,2007.0,2,41,18,2.1,3.3,0.4,-8.1,0.097,0.547,0.051,2009-10,PF,28.39,0.075,88.5,110.5,26.5,30.5,11.39,,3.29
Chris Singleton,22,80.0,230.0,2011.0,1,18,66,4.6,3.5,0.7,-4.7,0.116,0.462,0.051,2011-12,SF,25.44,0.074,85.0,103.5,30.5,37.5,11.33,,3.09
Chris Taft,21,82.0,261.0,2005.0,2,42,17,2.8,2.1,0.1,4.2,0.134,0.578,0.024,2005-06,PF,28.31,,85.75,109.0,28.5,33.0,11.26,,3.27
Chris Wilcox,24,82.0,235.0,2002.0,1,8,82,13.5,7.7,1.0,-1.3,0.193,0.568,0.05,2006-07,PF-C,23.8,,85.0,107.5,31.0,34.5,11.43,,3.16
Christian Braun,22,78.0,220.0,2022.0,1,21,76,4.7,2.4,0.8,-4.3,0.127,0.568,0.07,2022-23,SG,24.49,0.062,78.5,99.5,33.5,40.0,11.0,3.13,3.16
Christian Koloko,23,84.0,230.0,2022.0,2,33,58,3.1,2.9,0.5,9.0,0.1,0.517,0.05,2022-23,C,22.69,0.057,89.25,113.0,28.0,33.5,11.3,3.19,3.27
Christian Wood,25,82.0,214.0,,Undrafted,Undrafted,41,21.0,9.6,1.7,-3.8,0.255,0.591,0.089,2020-21,PF,23.0,0.147,87.25,111.5,,,,,
Cleanthony Early,24,80.0,220.0,2014.0,2,34,39,5.4,2.5,0.9,-13.0,0.195,0.447,0.102,2014-15,SF,24.2,0.0445,82.75,101.5,34.0,40.0,11.15,2.96,3.18
Cliff Alexander,20,80.0,240.0,,Undrafted,Undrafted,8,1.3,0.8,0.0,-15.1,0.151,0.5,0.0,2015-16,PF-C,26.77,0.058,87.5,109.5,,,,,
Coby Karl,27,77.0,215.0,,Undrafted,Undrafted,7,4.0,2.6,2.1,-9.8,0.171,0.404,0.197,2009-10,SG-PG,25.5,0.054,83.0,99.5,32.0,34.5,11.57,,3.41
Coby White,21,77.0,195.0,2019.0,1,7,69,15.1,4.1,4.8,-2.7,0.219,0.54,0.218,2020-21,PG,23.6,0.043,77.0,97.5,,,,,
Cody Martin,26,78.0,205.0,2019.0,2,36,71,7.7,4.0,2.5,0.1,0.12,0.579,0.124,2021-22,PG-SG,22.94,0.05,82.25,102.5,28.0,35.5,10.44,2.99,3.32
Cody Zeller,27,84.0,240.0,2013.0,1,4,58,11.1,7.1,1.5,-8.3,0.201,0.576,0.111,2019-20,C-PF,23.61,0.0475,82.75,106.0,35.5,37.5,10.82,2.69,3.15
Cole Aldrich,26,83.0,250.0,2010.0,1,11,61,5.5,5.5,1.2,-16.0,0.182,0.513,0.143,2014-15,C,25.29,0.085,88.75,111.5,23.0,28.0,11.48,,3.35
Collin Sexton,22,73.0,190.0,2018.0,1,8,60,24.3,3.1,4.4,-9.2,0.286,0.573,0.222,2020-21,PG,24.48,0.056,79.25,98.5,,,,,
Corey Brewer,24,81.0,188.0,2007.0,1,7,82,13.0,3.4,2.4,-10.1,0.215,0.502,0.122,2009-10,SF-SG,21.38,0.042,80.25,103.0,30.5,36.5,11.69,,3.22
Corey Kispert,24,78.0,224.0,2021.0,1,15,74,11.1,2.8,1.2,-3.2,0.139,0.657,0.056,2022-23,SF,25.86,0.068,79.0,102.0,30.0,37.5,10.91,2.99,3.12
Corsley Edwards,26,81.0,275.0,2002.0,2,57,10,2.7,2.5,0.3,-14.6,0.166,0.372,0.057,2004-05,PF,31.9,,82.75,106.5,28.5,33.0,12.18,,3.31
Cory Jefferson,24,81.0,218.0,2014.0,2,60,50,3.7,2.9,0.3,6.8,0.174,0.48,0.047,2014-15,PF,24.14,0.0525,84.5,105.0,33.0,37.5,12.63,3.39,3.36
Cory Joseph,25,75.0,190.0,2011.0,1,29,80,9.3,2.9,3.3,2.0,0.183,0.518,0.2,2016-17,PG,23.9,0.097,77.5,99.0,27.5,35.0,10.75,,3.27
Craig Brackins,23,82.0,230.0,2010.0,1,21,3,2.7,1.3,0.3,-29.2,0.22,0.25,0.05,2010-11,PF-SF,24.84,0.079,84.0,109.0,26.0,35.0,11.65,,3.39
Craig Smith,25,79.0,250.0,2006.0,2,36,74,10.1,3.8,1.1,-6.6,0.231,0.599,0.097,2008-09,PF,30.31,0.122,81.5,103.5,30.0,29.5,11.59,,3.4
Curtis Borchardt,23,84.0,240.0,2002.0,1,18,16,3.6,3.4,0.9,-6.2,0.149,0.454,0.097,2003-04,C,24.43,,86.5,112.0,24.0,27.0,12.56,,3.63
D.J. Augustin,23,72.0,180.0,2008.0,1,9,82,14.4,2.7,6.1,-4.9,0.211,0.541,0.306,2010-11,PG,24.61,0.081,75.5,94.5,28.5,35.0,11.27,,3.07
D.J. Wilson,26,82.0,231.0,2017.0,1,17,4,7.5,4.0,1.3,-16.5,0.159,0.773,0.147,2021-22,PF,25.27,0.064,87.0,109.5,,,,,
DJ Strawberry,23,77.0,201.0,2007.0,2,59,33,2.2,0.8,0.9,-3.2,0.189,0.364,0.165,2007-08,SG,24.38,0.045,78.5,101.0,28.5,35.0,10.87,,3.14
DaJuan Summers,24,80.0,240.0,2009.0,2,35,15,4.5,1.5,0.7,-8.3,0.173,0.493,0.083,2011-12,SF,27.2,0.066,84.75,106.5,29.5,34.5,10.94,,3.17
DaQuan Jeffries,23,77.0,230.0,,Undrafted,Undrafted,31,4.1,2.3,0.7,-4.5,0.114,0.514,0.059,2020-21,SF-PF,26.24,0.039,83.25,104.0,,,,,
Daequan Cook,22,77.0,210.0,2007.0,1,21,75,9.1,2.5,0.9,-0.3,0.182,0.512,0.062,2008-09,SG,25.37,0.07,80.25,101.5,30.0,34.5,11.12,,3.22
Dahntay Jones,35,78.0,225.0,2003.0,1,20,1,13.0,5.0,2.0,-6.1,0.157,0.464,0.067,2015-16,SG-SF,25.54,0.026,81.0,102.5,30.0,39.5,10.91,,3.11
Daishen Nix,21,76.0,226.0,,Undrafted,Undrafted,57,4.0,1.7,2.3,-8.2,0.149,0.447,0.191,2022-23,PG,28.19,0.118,78.75,100.0,29.5,36.5,11.72,3.18,3.0
Dajuan Wagner,20,75.0,200.0,2002.0,1,6,47,13.4,1.7,2.8,-9.5,0.238,0.466,0.169,2002-03,PG-SG,25.64,,74.0,99.0,28.0,35.0,12.03,,3.22
Dakari Johnson,22,84.0,255.0,2015.0,2,48,31,1.8,1.1,0.3,10.9,0.139,0.575,0.083,2017-18,C,27.0,0.149,86.0,112.0,22.5,25.0,11.76,2.94,3.62
Dalen Terry,20,79.0,195.0,2022.0,1,18,38,2.2,1.0,0.6,3.3,0.173,0.523,0.157,2022-23,SG,22.56,0.054,84.75,106.0,,,,,
Damian Jones,27,83.0,245.0,2016.0,1,30,56,8.1,4.4,1.2,-6.8,0.163,0.701,0.106,2021-22,C,25.31,0.0655,87.75,107.0,36.0,37.0,11.35,3.12,3.2
Damian Lillard,32,74.0,195.0,2012.0,1,6,58,32.2,4.8,7.3,2.1,0.331,0.645,0.338,2022-23,PG,24.4,0.059,79.75,95.5,34.5,39.5,11.15,,3.34
Damien Wilkins,28,78.0,225.0,,Undrafted,Undrafted,76,9.2,3.2,2.0,-12.1,0.194,0.474,0.129,2007-08,SG-SF,26.67,0.073,84.0,106.0,26.5,31.0,11.92,,3.15
Damion James,24,79.0,225.0,2010.0,1,24,7,4.9,4.7,0.4,-8.6,0.139,0.422,0.032,2011-12,SF,26.02,0.096,84.75,107.0,29.0,33.0,10.89,,3.2
Damone Brown,24,80.0,202.0,2001.0,2,36,5,5.6,3.0,0.6,-5.3,0.177,0.363,0.051,2002-03,SF,22.05,0.067,83.75,104.5,32.0,37.0,11.81,,3.27
Damyean Dotson,25,78.0,210.0,2017.0,2,44,73,10.7,3.6,1.8,-8.0,0.169,0.526,0.104,2018-19,SG-SF,24.65,0.053,81.0,100.0,31.5,38.0,11.18,3.03,3.13
Dan Langhi,24,83.0,220.0,2000.0,2,31,34,3.1,2.0,0.4,-21.4,0.146,0.412,0.058,2001-02,SF,21.16,,80.0,104.0,31.0,34.5,10.85,,3.24
